match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonContest,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_ownGoals,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_clearanceOffLine
11368690,home,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,,605672,EUR,842486400,F,12,12,False,21.0,17.0,1.0,1.0,9.0,9.0,8.0,12.0,,1.0,1.0,,83.0,35.0,7.2,9.0,0.0298228,4,,,,,,2.0,5.0,1.0,,,1.0,3.0,1.0,,1.0,1.0,,1.0,,0.6654,1.0,,3.0,,1.0,0.6959,,,1.0,,,,,,
11368690,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,True,36.0,35.0,4.0,3.0,19.0,19.0,16.0,17.0,4.0,6.0,2.0,,45.0,44.0,7.1,2.0,0.0452713,1,,,,,,,2.0,,2.0,1.0,,1.0,2.0,,,,1.0,,3.0,0.0139,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,21,21,True,28.0,25.0,3.0,3.0,5.0,6.0,21.0,24.0,,1.0,2.0,,27.0,34.0,7.1,4.0,0.0738853,2,,,,2.0,1.0,2.0,4.0,,,,1.0,,2.0,,,,1.0,1.0,,0.1128,1.0,,,1.0,1.0,,,,,,,,,,
11368690,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,F,7,7,True,11.0,9.0,1.0,1.0,2.0,2.0,7.0,15.0,,1.0,1.0,,27.0,25.0,6.5,14.0,0.0122725,0,,,,6.0,,2.0,6.0,2.0,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,True,13.0,11.0,,,,,11.0,14.0,,,,,20.0,21.0,6.8,3.0,0.00567442,0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,,4581,EUR,521424000,M,22,22,True,8.0,5.0,,,,,5.0,8.0,4.0,7.0,1.0,,15.0,13.0,7.0,3.0,0.0512166,0,,,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,
11368690,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,,1012409,EUR,981590400,D,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,F,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Malcom Ares,malcom-ares,M. Ares,M,18,183,265,M,,1391487,EUR,1002844800,F,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Dani García,dani-garcia,D. García,M,14,180,701,M,,298920,EUR,643507200,M,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,home,Athletic Club,Asier Villalibre,asier-villalibre,A. Villalibre,F,12,183,829,M,,355072,EUR,875577600,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,,358910,EUR,830822400,G,25,25,False,38.0,25.0,29.0,17.0,11.0,13.0,14.0,25.0,,,9.0,1.0,90.0,45.0,7.3,13.0,0.00600466,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,-0.0194,,
11368690,away,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,,923000,EUR,936921600,D,2,2,False,19.0,16.0,5.0,3.0,11.0,11.0,5.0,8.0,1.0,2.0,5.0,,90.0,44.0,6.7,8.0,0.00975921,0,,,,,,1.0,6.0,,8.0,2.0,1.0,,1.0,,1.0,,,,,,,3.0,,,1.0,,,,,,,,,,
11368690,away,Granada,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191,184,M,,934351,EUR,889574400,D,4,4,False,23.0,16.0,5.0,2.0,13.0,13.0,3.0,10.0,3.0,3.0,1.0,,90.0,44.0,7.1,9.0,0.00092006,0,,,,,,1.0,4.0,,9.0,2.0,,2.0,1.0,,,,,,,,,2.0,,3.0,,,,,,,,,,1.0,
11368690,away,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,,144606,EUR,717638400,D,14,14,False,29.0,19.0,9.0,3.0,12.0,15.0,7.0,14.0,,5.0,2.0,,90.0,50.0,7.9,13.0,0.00568498,0,,,,,,2.0,5.0,,5.0,3.0,5.0,2.0,1.0,,,,,,,,,2.0,,2.0,5.0,,,,,,,,,,1.0
11368690,away,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,,914178,EUR,834537600,D,15,15,False,28.0,19.0,5.0,3.0,12.0,18.0,7.0,11.0,2.0,4.0,,,89.0,45.0,6.7,12.0,0.00378795,0,,,,1.0,,1.0,2.0,2.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11368690,away,Granada,Antonio Puertas,antonio-puertas,A. Puertas,M,7,183,210,M,,316406,EUR,698630400,M,10,10,False,10.0,8.0,,,7.0,7.0,1.0,4.0,,3.0,4.0,,65.0,27.0,6.3,11.0,0.00049114,1,,,True,1.0,,1.0,6.0,1.0,,1.0,2.0,6.0,2.0,,1.0,,,1.0,1.0,0.0463,,1.0,,,1.0,,,,,1.0,,,,,
11368690,away,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,,857227,EUR,787536000,M,20,20,False,35.0,29.0,3.0,,21.0,23.0,9.0,13.0,,7.0,8.0,,90.0,55.0,6.6,11.0,0.0201284,1,,,,1.0,1.0,,5.0,,,3.0,5.0,4.0,3.0,,,,1.0,,2.0,0.0181,,2.0,,,1.0,,,,,,,,,,
11368690,away,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,,326471,EUR,787708800,M,23,23,False,39.0,31.0,8.0,4.0,17.0,20.0,15.0,28.0,1.0,4.0,4.0,,90.0,62.0,7.2,18.0,0.0638783,1,,,,9.0,1.0,1.0,5.0,,1.0,3.0,3.0,1.0,2.0,,1.0,,1.0,,,0.0301,,1.0,,1.0,2.0,,,,,,,,,,
11368690,away,Granada,Kamil Jóźwiak,kamil-jozwiak,K. Jóźwiak,M,72,176,2028,M,,814820,EUR,893203200,M,18,18,False,27.0,16.0,2.0,,9.0,12.0,7.0,18.0,5.0,14.0,6.0,,81.0,50.0,7.3,19.0,0.0484767,0,,,,3.0,,1.0,4.0,2.0,2.0,2.0,4.0,3.0,,2.0,2.0,,,,3.0,,,1.0,,,4.0,,,,,,,,,,
11368690,away,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,,914765,EUR,890611200,F,24,24,False,4.0,2.0,1.0,,,2.0,2.0,2.0,,6.0,,,45.0,15.0,6.8,5.0,0.0121808,0,,,,,,1.0,4.0,,,,2.0,1.0,1.0,,2.0,,,,4.0,,1.0,,,,2.0,,,,,,,,,,
11368690,away,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,,814385,EUR,825465600,F,7,7,False,19.0,14.0,1.0,1.0,8.0,8.0,6.0,11.0,2.0,5.0,5.0,,80.0,34.0,6.8,12.0,0.0223161,1,,,,,,5.0,7.0,1.0,,1.0,2.0,5.0,,1.0,2.0,,,1.0,,0.0425,,,,,2.0,,,,,,,,,,
11368690,away,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,,986726,EUR,951177600,D,12,12,True,10.0,6.0,2.0,,3.0,5.0,4.0,7.0,,1.0,2.0,,45.0,17.0,6.5,6.0,0.0151468,0,,,,2.0,1.0,1.0,4.0,,1.0,,,,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
11368690,away,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,,895533,EUR,801878400,F,11,11,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,25.0,5.0,6.6,1.0,0.00463715,1,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,0.0158,,,,,,,,,,,,,,,
11368690,away,Granada,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,,801287,EUR,899683200,D,3,3,True,6.0,3.0,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,9.0,7.0,6.7,3.0,0.00497403,0,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
11368690,away,Granada,Matías Arezo,matias-arezo,M. Arezo,F,19,178,2640,M,,975814,EUR,1037836800,F,8,8,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,10.0,3.0,6.5,1.0,0.00029371,0,,,,,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Theo Corbeanu,theo-corbeanu,T. Corbeanu,M,7,190,261,M,,1121430,EUR,1021593600,F,17,17,True,1.0,,,,,,,1.0,,,1.0,,1.0,3.0,,2.0,,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Raúl Fernández,raul-fernandez,R. Fernández,G,13,196,94,M,,31828,EUR,574214400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Marc Martínez,marc-martinez,M. Martínez,G,1,185,33,M,,232548,EUR,639187200,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2396,M,,942335,EUR,961545600,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,,856062,EUR,890006400,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368690,away,Granada,José Callejón,jose-callejon,J. Callejón,F,,178,736,M,,40965,EUR,540000000,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
