match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_totalOffside,stat_keyPass,captain,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAShot
11396451,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,59.0,47.0,22.0,10.0,44.0,47.0,3.0,12.0,2.0,16.0,1.0,2.0,2.0,5.0,1.0,1.0,90.0,78.0,8.1,13.0,0.0,0.0,0.00060859,0,0.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396451,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,48.0,36.0,3.0,,24.0,32.0,13.0,17.0,,7.0,,,,,,,90.0,60.0,6.9,13.0,0.0373,0.0,0.0975508,1,,,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11396451,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,87.0,74.0,7.0,2.0,65.0,68.0,9.0,19.0,6.0,4.0,1.0,,,,,,90.0,98.0,7.0,14.0,0.0,0.0,0.00588128,0,,,,,,,1.0,5.0,,,,,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
11396451,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,62.0,57.0,4.0,,45.0,46.0,12.0,16.0,4.0,7.0,,,,,,,90.0,73.0,7.1,7.0,0.0,0.0,0.00425662,0,,,,,,,3.0,1.0,,,,,,1.0,2.0,,1.0,,2.0,,,,,,,,,,,,
11396451,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,32.0,25.0,3.0,2.0,13.0,16.0,12.0,17.0,2.0,3.0,2.0,,,,,,77.0,58.0,8.2,11.0,0.0769,0.1765,0.0304488,2,,,,1.0,,,3.0,9.0,1.0,,,4.0,2.0,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,
11396451,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,43.0,39.0,2.0,1.0,22.0,23.0,17.0,20.0,1.0,4.0,,,,,,,90.0,55.0,7.1,5.0,0.0,0.0,0.115629,0,,,,,,1.0,4.0,5.0,2.0,,,3.0,1.0,,,,2.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,,
11396451,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,54.0,50.0,3.0,2.0,33.0,33.0,17.0,21.0,,4.0,2.0,,,,,,90.0,65.0,6.8,7.0,0.0,0.0,0.0268456,0,,,,,,2.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,True,,,,,,
11396451,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,34.0,29.0,2.0,2.0,14.0,16.0,15.0,19.0,,3.0,2.0,,,,,,77.0,46.0,8.3,9.0,0.1937,0.0968,0.0858009,1,,,,1.0,,1.0,3.0,5.0,2.0,,,,,2.0,,1.0,3.0,3.0,,1.0,1.0,,,1.0,,XaviSimons,1.0,1.0,,,
11396451,home,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,M,10,10,False,24.0,21.0,2.0,1.0,8.0,9.0,13.0,15.0,2.0,,1.0,,,,,,64.0,34.0,6.7,4.0,0.043,0.0,0.0523064,1,,,,,,1.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,
11396451,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,9.0,5.0,,,1.0,3.0,5.0,8.0,2.0,1.0,2.0,,,,,,64.0,24.0,8.1,8.0,0.6791,1.0657,0.274101,3,,,,2.0,1.0,1.0,6.0,4.0,1.0,,1.0,,,1.0,3.0,2.0,2.0,1.0,,2.0,1.0,,,2.0,,l_openda,1.0,1.0,1.0,1.0,
