match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
12501568,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,25.0,16.0,14.0,5.0,0.0,14.0,15.0,2.0,10.0,6.0,1.0,2.0,1.0,1.0,90.0,29.0,6.4,9.0,0.00022861,0,-0.8101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501568,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,20.0,13.0,1.0,,0.0,5.0,5.0,9.0,20.0,5.0,,,,,90.0,49.0,6.2,21.0,0.0190291,0,,5.0,1.0,2.0,1.0,11.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,
12501568,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,37.0,31.0,6.0,2.0,0.0,20.0,23.0,11.0,14.0,5.0,,,,,90.0,48.0,6.2,8.0,0.00582567,0,,,,2.0,5.0,4.0,8.0,1.0,,2.0,1.0,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12501568,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,34.0,25.0,6.0,2.0,0.0,20.0,22.0,5.0,12.0,1.0,,,,,90.0,47.0,6.2,9.0,0.0211474,0,,,,3.0,2.0,5.0,2.0,,,,9.0,1.0,,,,,4.0,,,True,1.0,1.0,,,,,,,,,,,,
12501568,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,31.0,23.0,5.0,1.0,0.0,9.0,12.0,15.0,21.0,5.0,,,,,90.0,56.0,6.5,15.0,0.0229594,0,,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,,4.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
12501568,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,14.0,13.0,2.0,2.0,0.0,7.0,8.0,6.0,6.0,3.0,,,,,45.0,18.0,6.5,2.0,0.0104795,0,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
12501568,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,18.0,14.0,2.0,,0.0,7.0,9.0,7.0,9.0,4.0,,,,,79.0,30.0,6.7,7.0,0.0213755,1,,,,2.0,2.0,6.0,7.0,1.0,2.0,1.0,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,0.0416,,,,,,,,,,
12501568,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,M,50,50,False,10.0,6.0,1.0,,0.0,2.0,2.0,5.0,9.0,1.0,,,,,54.0,21.0,6.6,7.0,0.00569354,0,,1.0,1.0,,,2.0,4.0,,,2.0,,,2.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12501568,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,318,M,886628,EUR,970099200,M,14,14,False,14.0,9.0,1.0,,0.0,5.0,7.0,5.0,14.0,2.0,,,,,54.0,29.0,6.5,14.0,0.0300281,2,,7.0,1.0,3.0,,5.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,0.0367,1.0,,,,,,,,,
12501568,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,7,7,False,15.0,10.0,3.0,1.0,0.0,3.0,4.0,7.0,14.0,3.0,,,,,68.0,30.0,7.1,12.0,0.0168233,5,,3.0,,,2.0,2.0,5.0,,,2.0,,,1.0,1.0,3.0,1.0,1.0,,1.0,,,,2.0,0.1491,,3.0,0.3949,,,,,,,
12501568,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,14.0,9.0,2.0,2.0,0.0,4.0,4.0,5.0,10.0,1.0,,,,,90.0,27.0,6.5,11.0,0.00823376,3,,,,3.0,3.0,13.0,5.0,,4.0,2.0,1.0,,,,,3.0,4.0,,,,,,,0.246,2.0,1.0,0.054,1.0,,,,,,
12501568,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,5,5,True,16.0,11.0,1.0,,0.0,5.0,5.0,6.0,17.0,1.0,,,,,45.0,31.0,7.1,12.0,0.00388809,0,,6.0,,,1.0,2.0,6.0,,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12501568,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,True,14.0,11.0,1.0,,0.0,2.0,2.0,9.0,13.0,1.0,,,,,36.0,21.0,6.6,6.0,0.00731782,0,,1.0,,1.0,1.0,1.0,3.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12501568,home,Lecce,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,429,M,978327,EUR,972604800,F,10,10,True,1.0,1.0,,,0.0,,,1.0,2.0,2.0,,,,,36.0,11.0,7.0,3.0,0.00056084,2,,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,0.1058,,2.0,0.2327,,,,,,,
12501568,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,True,9.0,7.0,,,0.0,3.0,4.0,6.0,8.0,3.0,,,,,22.0,17.0,5.5,5.0,0.14557,1,,3.0,2.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,0.0907,,1.0,0.2782,,lameckbanda.10,1.0,,,,
12501568,home,Lecce,Ante Rebić,,,ante-rebic,A. Rebić,F,9,185,4196,M,152769,EUR,748569600,F,3,3,True,5.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,11.0,8.0,6.3,3.0,0.0037363,0,,1.0,,,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,_anterebic,,,,,
