match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_totalClearance,stat_wasFouled,stat_fouls,stat_dispossessed,stat_wonTackle,stat_onTargetScoringAttempt,stat_hitWoodwork,captain,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,player_sofascoreId
10381991,home,Vitesse,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,781,M,852394,EUR,948585600,G,16,16,False,19.0,15.0,8.0,4.0,14.0,14.0,1.0,5.0,6.0,1.0,90.0,24.0,6.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381991,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5896,M,794373,EUR,835920000,D,2,2,False,60.0,48.0,5.0,5.0,23.0,24.0,27.0,40.0,5.0,,90.0,83.0,7.6,16.0,2,4.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10381991,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,3,3,False,55.0,49.0,7.0,5.0,36.0,37.0,13.0,18.0,4.0,,90.0,65.0,7.2,7.0,2,,,2.0,3.0,3.0,4.0,,,,,2.0,1.0,,,,,Ryan Flamingo,,3.0,1.0,1.0,,,,,,,,,,,
10381991,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,,189,76,M,781556,EUR,690076800,D,29,29,False,64.0,53.0,6.0,4.0,43.0,46.0,10.0,18.0,10.0,,90.0,77.0,7.0,15.0,2,,,2.0,3.0,4.0,4.0,,,,2.0,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10381991,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,68.0,52.0,12.0,6.0,27.0,28.0,30.0,60.0,7.0,,90.0,123.0,8.4,38.0,3,20.0,5.0,2.0,1.0,6.0,11.0,2.0,2.0,2.0,2.0,1.0,,,6.0,3.0,5.0,,,2.0,2.0,1.0,1.0,5.0,,,,,,,,,
10381991,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,M,20,20,False,64.0,53.0,4.0,2.0,27.0,31.0,26.0,34.0,14.0,,90.0,79.0,7.7,14.0,1,1.0,,2.0,3.0,3.0,6.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,
10381991,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,,186,361,M,112794,EUR,723168000,M,15,15,False,38.0,26.0,2.0,1.0,11.0,14.0,15.0,25.0,5.0,,90.0,58.0,7.0,16.0,3,1.0,,2.0,2.0,4.0,5.0,,2.0,1.0,1.0,1.0,,,,2.0,3.0,,,1.0,2.0,1.0,,,1.0,,,,,,,,
10381991,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,42,179,770,M,961677,EUR,1010016000,M,42,42,False,29.0,22.0,2.0,1.0,4.0,4.0,19.0,30.0,3.0,,80.0,58.0,6.4,21.0,5,5.0,1.0,1.0,,11.0,6.0,2.0,7.0,4.0,1.0,3.0,,,1.0,3.0,,,,,1.0,1.0,4.0,,1.0,,,,,,,,
10381991,home,Vitesse,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,21,21,False,45.0,30.0,3.0,2.0,19.0,21.0,11.0,26.0,6.0,,90.0,66.0,6.6,23.0,3,2.0,,5.0,1.0,10.0,6.0,1.0,4.0,1.0,,2.0,1.0,,3.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,,True,1.0,,,,,
10381991,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,False,34.0,25.0,2.0,2.0,7.0,8.0,19.0,29.0,7.0,,88.0,51.0,6.5,18.0,3,3.0,1.0,,1.0,8.0,2.0,2.0,2.0,,,,,,,1.0,2.0,,,1.0,1.0,,4.0,,3.0,,,1.0,1.0,,,,
