match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_fouls,player_firstName,player_lastName,player_sofascoreId,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_totalTackle,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot
11453138,home,Al-Shabab,Mustafa Malaika,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200.0,G,1,1,False,14.0,12.0,2.0,12.0,13.0,1.0,14.0,2.0,1.0,90.0,25.0,7.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453138,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600.0,D,88,88,False,64.0,53.0,14.0,37.0,40.0,24.0,8.0,,,90.0,72.0,7.2,12.0,0,7.0,16.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453138,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800.0,D,4,4,False,61.0,60.0,6.0,41.0,42.0,19.0,6.0,,,90.0,67.0,7.2,1.0,1,6.0,19.0,,3.0,2.0,4.0,4.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453138,home,Al-Shabab,Romain Saïss,romain-saiss,R. Saiss,D,29,190.0,7929,M,187729,EUR,638409600.0,D,14,14,False,74.0,66.0,14.0,19.0,20.0,55.0,2.0,,,90.0,85.0,8.1,9.0,3,10.0,47.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,2.0,2.0,,,romain_saiss27,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453138,home,Al-Shabab,Hamad Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,981158,EUR,926899200.0,M,2,2,False,50.0,44.0,2.0,17.0,20.0,33.0,5.0,,,90.0,75.0,8.1,14.0,0,2.0,27.0,,,5.0,9.0,1.0,,,3.0,,2.0,Hamad,Al Yami,,,3.0,,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,,,,,,,,,,,
11453138,home,Al-Shabab,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200.0,M,26,26,False,63.0,56.0,2.0,22.0,24.0,39.0,6.0,,,74.0,65.0,6.6,8.0,0,1.0,34.0,1.0,,4.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,
11453138,home,Al-Shabab,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200.0,M,55,55,False,91.0,79.0,12.0,29.0,30.0,61.0,6.0,,,83.0,105.0,8.7,16.0,2,11.0,50.0,,2.0,3.0,10.0,,,,1.0,,2.0,Musab Fahz Aljuwayr,,,,,1.0,2.0,1.0,1.0,,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,
11453138,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400.0,M,24,24,False,36.0,34.0,1.0,12.0,12.0,25.0,3.0,,,83.0,65.0,7.0,12.0,2,1.0,22.0,1.0,,9.0,3.0,,,4.0,1.0,,,,,,,1.0,1.0,1.0,,,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
11453138,home,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400.0,F,21,21,False,39.0,35.0,2.0,6.0,6.0,33.0,5.0,,,66.0,54.0,7.0,10.0,3,2.0,29.0,,,7.0,4.0,,,,2.0,1.0,1.0,Nawaf Alsadi,,,,,,,,1.0,2.0,5.0,2.0,,,1.0,,2.0,,,1.0,,,,,,,
11453138,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800.0,F,23,23,False,52.0,43.0,4.0,10.0,10.0,46.0,2.0,,,90.0,76.0,9.3,19.0,4,2.0,36.0,,,9.0,2.0,,,,,,3.0,,,yannickferreiracarrasco,,4.0,2.0,,1.0,1.0,,7.0,2.0,2.0,,4.0,6.0,2.0,,,,3.0,2.0,,,,,
