match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_lastManTackle,stat_wasFouled,player_firstName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,player_lastName,captain,stat_hitWoodwork,player_sofascoreId,stat_punches,stat_goals
14773733,home,Al-Fateh,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186.0,225,M,144501,EUR,706147200.0,G,1,1,False,22.0,13.0,15.0,6.0,0.0,11.0,14.0,2.0,8.0,3.0,1.0,1.0,2.0,90.0,27.0,7.4,9.0,0.00068483,69.077566044344,9.0,59.670076004616,0.0,0.8992,0,-0.2941,0.03,0.02,-0.2,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773733,home,Al-Fateh,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200.0,D,44,44,False,45.0,36.0,10.0,4.0,0.0,23.0,25.0,13.0,20.0,4.0,,,,90.0,57.0,6.7,10.0,0.00942161,69.693403505422,9.0,29.788328519736,0.0,,1,,0.16,0.04,-0.2,,2.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.1451,0.7641,0.13,,,,,,,,,,,,,,,,,,,,,,,,
14773733,home,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,45.0,35.0,11.0,4.0,0.0,23.0,23.0,12.0,22.0,5.0,,,,90.0,58.0,6.5,11.0,0.0094646,121.3067296513,11.0,16.178581491519,0.0,,2,,0.03,0.02,-0.02,,1.0,3.0,3.0,5.0,2.0,,3.0,3.0,2.0,2.0,,1.0,0.3328,,-0.55,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14773733,home,Al-Fateh,Abdulaziz Al-Swealem,abdulaziz-alswealem,A. Alswealem,M,78,177.0,7,M,966751,EUR,1136073600.0,D,78,78,False,23.0,20.0,3.0,1.0,0.0,13.0,14.0,7.0,9.0,5.0,,,,90.0,37.0,7.5,4.0,0.00589214,33.595014495405,6.0,14.024467409129,0.0,,1,,0.06,0.02,0.33,,,1.0,,7.0,,1.0,3.0,,4.0,2.0,,,0.0526,0.4907,0.29,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
14773733,home,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200.0,M,15,15,False,33.0,25.0,7.0,3.0,0.0,9.0,11.0,16.0,22.0,4.0,,,,89.0,56.0,6.8,13.0,0.124837,110.84902252694,11.0,52.587421388941,2.0,,1,,0.24,0.22,-0.12,,,1.0,4.0,3.0,,,3.0,1.0,2.0,2.0,,2.0,0.1221,,0.0,,1.0,,,,,,Saeed Baattia,4.0,1.0,2.0,1.0,14.084965762261,28.698144360055,2.0,,,,,,,,,
14773733,home,Al-Fateh,Naif Masoud,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600.0,M,6,6,False,20.0,16.0,1.0,,0.0,11.0,13.0,5.0,7.0,6.0,,,,68.0,28.0,6.3,5.0,0.00102818,91.628627169625,11.0,-36.707492893667,0.0,,0,,-0.09,-0.09,-0.12,,,,2.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,Naif Masoud,,,1.0,,,,1.0,,,,,,,,,
14773733,home,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200.0,M,33,33,False,37.0,28.0,8.0,3.0,0.0,12.0,13.0,16.0,24.0,9.0,,,,90.0,53.0,7.2,10.0,0.101071,170.52970953876,19.0,103.11819264235,3.0,,0,,0.21,0.2,-0.07,,,1.0,2.0,8.0,,,2.0,2.0,3.0,2.0,,,,,,,,,1.0,,,3.0,,1.0,1.0,2.0,,27.604953943084,63.706878646693,,1.0,1.0,1.0,,,,,,
14773733,home,Al-Fateh,Wesley Delgado,wesley-delgado,W. Delgado,F,23,186.0,52,M,2275593,EUR,1078444800.0,M,23,23,False,18.0,13.0,4.0,1.0,0.0,2.0,2.0,11.0,16.0,3.0,,,,90.0,43.0,6.2,12.0,0.0140264,61.675853173533,6.0,20.602605014991,0.0,,1,,-0.03,0.02,-0.29,,,,10.0,6.0,,,1.0,1.0,5.0,3.0,2.0,1.0,0.0174,,0.0,2.0,,1.0,,1.0,,1.0,Wesley Delgado,1.0,,6.0,,,,,1.0,,,,,,,,
14773733,home,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400.0,F,28,28,False,23.0,16.0,2.0,,0.0,5.0,7.0,11.0,16.0,3.0,,,,89.0,33.0,6.7,9.0,0.0135526,93.997871598187,12.0,5.5447675890997,1.0,,1,,0.01,0.03,-0.03,,2.0,1.0,4.0,5.0,,1.0,,,1.0,,,1.0,0.0242,0.1824,-0.06,,,,,,,3.0,,,,,,18.206142711804,18.547434216085,,1.0,,,,,,,,
14773733,home,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800.0,F,11,11,False,16.0,15.0,,,0.0,5.0,5.0,10.0,11.0,3.0,,,,90.0,48.0,7.2,16.0,0.171024,163.27753224384,16.0,64.241639271736,4.0,,3,,0.16,0.38,0.13,,2.0,,8.0,10.0,,1.0,,,,,2.0,3.0,0.0882,0.056,-0.02,1.0,2.0,,,1.0,,4.0,,10.0,1.0,,1.0,22.824852053672,62.893296275162,1.0,9.0,6.0,,,True,,,,
