match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
13981542,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,1,1,False,26.0,16.0,14.0,4.0,0.0,12.0,14.0,4.0,12.0,12.0,1.0,1.0,3.0,4.0,90.0,38.0,7.0,10.0,0.00082034,1.0743,0,-0.0161,0.05,0.0,-0.58,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981542,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,55.0,49.0,10.0,7.0,1.0,30.0,32.0,19.0,23.0,2.0,,,,,90.0,77.0,6.9,10.0,0.237841,,0,,0.47,0.11,-0.63,,4.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
13981542,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,46.0,39.0,4.0,1.0,0.0,33.0,36.0,6.0,10.0,4.0,,,,,90.0,59.0,5.9,8.0,0.00301887,,1,,0.06,0.04,-0.58,,,,2.0,2.0,6.0,6.0,1.0,1.0,,3.0,2.0,2.0,1.0,,yerrymina,1.0,1.0,1.0,1.0,2.0,0.0205,-0.16,,,,,,,,,,
13981542,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,34.0,27.0,4.0,1.0,0.0,23.0,24.0,4.0,10.0,1.0,,,,,90.0,45.0,6.4,8.0,0.00098141,,0,,-0.09,0.19,-0.39,,,,,,4.0,4.0,,,,,1.0,3.0,2.0,,,,,,1.0,4.0,,,1.0,1.0,1.0,,,,,,,
13981542,home,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180,329,M,975811,EUR,987465600,M,17,17,False,19.0,13.0,,,0.0,7.0,10.0,6.0,9.0,1.0,,,,,57.0,37.0,6.5,13.0,0.0411374,,0,,0.0,0.15,-0.18,,6.0,1.0,,,3.0,4.0,1.0,1.0,,,,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,
13981542,home,Cagliari,Alessandro Deiola,,,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,30.0,22.0,1.0,,1.0,11.0,15.0,11.0,15.0,3.0,,,,,76.0,40.0,6.5,9.0,0.0600739,,1,,0.25,0.02,-0.22,,,,1.0,1.0,6.0,4.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,0.1003,-0.1,,,,True,1.0,0.2596,,,,
13981542,home,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,20.0,12.0,4.0,2.0,0.0,7.0,11.0,5.0,9.0,1.0,,,,,57.0,25.0,6.1,9.0,0.0292122,,2,,0.1,0.0,-0.11,,1.0,1.0,,,3.0,,,1.0,,1.0,,,,,,,,2.0,,2.0,0.0656,-0.27,,,,,,,,,,
13981542,home,Cagliari,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,False,12.0,8.0,1.0,,0.0,3.0,3.0,5.0,9.0,3.0,,,,,90.0,30.0,6.4,9.0,0.0419999,,0,,0.11,0.09,-0.21,,2.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,,1.0,,4.0,1.0,1.0,,,,,1.0,3.0,,,,,3.0,,,,,,,
13981542,home,Cagliari,Marco Palestra,,,palestra-marco,M. Palestra,M,2,186,2182,M,1397736,EUR,1109808000,M,2,2,False,25.0,21.0,2.0,1.0,1.0,13.0,15.0,8.0,10.0,5.0,,,,,90.0,43.0,7.2,10.0,0.409318,,0,,0.54,0.05,-0.12,,3.0,2.0,1.0,,5.0,4.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,3.0,,,,,1.0,,,,,,,
13981542,home,Cagliari,Sebastiano Esposito,,,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,F,94,94,False,26.0,18.0,2.0,1.0,0.0,4.0,7.0,14.0,19.0,,,,,,71.0,40.0,7.7,14.0,0.0338019,,2,,0.01,0.03,-0.02,,5.0,2.0,,1.0,3.0,4.0,,2.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.2453,0.5,,,1.0,,1.0,0.6785,1.0,,,
