match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,captain,stat_wonContest,stat_hitWoodwork,stat_wasFouled,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated
10385402,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,18.0,12.0,10.0,4.0,11.0,12.0,1.0,6.0,6.0,3.0,4.0,90.0,26.0,6.8,6.0,0.0,0.0,0.00014359,0,0.0262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385402,home,West Ham United,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,,50027,EUR,641952000,D,15,15,False,48.0,39.0,7.0,5.0,19.0,23.0,20.0,27.0,5.0,,,90.0,65.0,6.9,15.0,0.3922,0.1122,0.0543451,4,,2.0,2.0,6.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10385402,home,West Ham United,Angelo Ogbonna,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,False,46.0,43.0,5.0,3.0,32.0,32.0,11.0,14.0,9.0,,,90.0,56.0,6.5,5.0,0.1363,0.0,0.0571594,1,,,4.0,3.0,6.0,3.0,2.0,,1.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10385402,home,West Ham United,Aaron Cresswell,aaron-cresswell,A. Cresswell,D,3,170,763,M,,43443,EUR,629683200,D,3,3,False,87.0,83.0,3.0,2.0,31.0,33.0,54.0,61.0,4.0,,,90.0,116.0,6.9,9.0,0.0303,0.0,0.0622569,1,,7.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,
10385402,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,M,5,5,False,44.0,32.0,4.0,1.0,7.0,9.0,27.0,49.0,4.0,,,90.0,80.0,6.9,27.0,0.0,0.0,0.271036,0,,14.0,1.0,1.0,4.0,3.0,,,,,1.0,2.0,2.0,2.0,,,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
10385402,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,105.0,101.0,13.0,12.0,32.0,33.0,70.0,74.0,11.0,,,90.0,114.0,7.4,7.0,0.0168,0.0,0.112062,1,,2.0,,1.0,4.0,4.0,2.0,1.0,1.0,,,,2.0,,,,,1.0,,,1.0,2.0,True,1.0,1.0,,,,,,,,,,
10385402,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,75.0,62.0,8.0,6.0,23.0,24.0,39.0,52.0,9.0,,,82.0,86.0,7.3,14.0,0.071,0.0,0.0540219,1,,1.0,,,3.0,5.0,,1.0,1.0,,1.0,,3.0,,,,3.0,,1.0,,2.0,2.0,,1.0,,1.0,,,,,,,,,
10385402,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,M,33,33,False,37.0,31.0,1.0,,7.0,7.0,24.0,33.0,2.0,,,64.0,53.0,6.6,12.0,0.1553,0.371,0.0792183,3,,3.0,,2.0,2.0,5.0,1.0,2.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,
10385402,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,F,20,20,False,28.0,23.0,1.0,,6.0,6.0,20.0,28.0,2.0,,,90.0,44.0,7.4,9.0,0.2159,0.1266,0.25289,4,,6.0,2.0,,3.0,3.0,,1.0,,1.0,,,,1.0,,,4.0,3.0,,,,1.0,,1.0,,2.0,3.0,,,,,,,,
10385402,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,F,22,22,False,57.0,50.0,1.0,1.0,11.0,11.0,40.0,50.0,5.0,,,90.0,78.0,6.5,22.0,0.0,0.0,0.153005,0,,4.0,,,8.0,3.0,1.0,6.0,,,,,2.0,4.0,,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,
