match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_totalContest,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,player_sofascoreId,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_hitWoodwork,stat_penaltyMiss,stat_goals,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
12513649,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,19.0,14.0,7.0,2.0,0.0,13.0,14.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,2.0,90.0,26.0,7.6,5.0,7.937e-05,0,0.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513649,home,FC Arouca,Alex Pinto,,,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,False,28.0,19.0,3.0,1.0,0.0,9.0,9.0,11.0,22.0,4.0,4.0,,,,,83.0,52.0,7.1,14.0,0.067747,0,,3.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12513649,home,FC Arouca,Chico Lamba,,,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,False,57.0,45.0,17.0,5.0,0.0,30.0,33.0,15.0,24.0,6.0,2.0,,,,,90.0,71.0,7.4,12.0,0.0061793,1,,,,,3.0,1.0,7.0,,1.0,2.0,1.0,,2.0,1.0,,1.0,0.007,,,,,,,,,,,,,,,,,,,,
12513649,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,58.0,47.0,5.0,1.0,0.0,36.0,38.0,11.0,20.0,11.0,5.0,,,,,90.0,72.0,6.9,11.0,0.00286545,1,,,,1.0,1.0,4.0,1.0,,1.0,,,,,2.0,,1.0,0.2394,1.0,1.0,,,,,,,,,,,,,,,,,,
12513649,home,FC Arouca,Amadou Dante,,,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,27,27,False,33.0,23.0,7.0,1.0,0.0,8.0,13.0,15.0,20.0,4.0,4.0,,,,,69.0,55.0,6.5,18.0,0.0159206,0,,,,,1.0,3.0,4.0,1.0,,3.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12513649,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,7.0,6.0,2.0,2.0,0.0,1.0,1.0,6.0,9.0,,1.0,,,,,60.0,20.0,6.5,6.0,0.150588,3,,3.0,1.0,,,6.0,2.0,1.0,,,,,2.0,2.0,2.0,,0.0879,2.0,,1.0,1.0,True,1.0,3.0,,,,,,,,,,,,,
12513649,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,46.0,37.0,8.0,5.0,0.0,17.0,19.0,21.0,28.0,1.0,4.0,,,,,90.0,57.0,7.0,10.0,0.0732141,0,,1.0,1.0,,1.0,3.0,5.0,,,1.0,1.0,,1.0,2.0,,,,1.0,,2.0,1.0,,,,2.0,,,,,,,,,,,,
12513649,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,41.0,38.0,1.0,1.0,0.0,15.0,15.0,24.0,27.0,,6.0,,,,,83.0,50.0,7.0,4.0,0.0384474,1,,1.0,1.0,,,2.0,4.0,,1.0,4.0,2.0,,,2.0,1.0,,0.0126,,,,1.0,,,1.0,,,,,,,,,,,,,
12513649,home,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,34.0,29.0,4.0,3.0,1.0,7.0,8.0,22.0,26.0,,5.0,,,,,90.0,46.0,7.4,9.0,0.035536,3,,,,2.0,,4.0,4.0,,,2.0,1.0,,,,2.0,1.0,0.3224,1.0,1.0,3.0,3.0,,1.0,2.0,2.0,morlayesylla2,1.0,,,,,,,,,,
12513649,home,FC Arouca,Güven Yalçın,,,guven-yalcin,G. Yalçın,F,10,184,349,M,826162,EUR,916617600,F,50,50,False,10.0,7.0,,,0.0,4.0,5.0,3.0,7.0,,1.0,,,,,60.0,21.0,6.3,8.0,0.00971183,2,,2.0,,2.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,,0.1374,,1.0,1.0,2.0,,,,1.0,,,2.0,0.1087,,,,,,,,
