match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_interceptionWon,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated
10433990,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,34.0,21.0,27.0,14.0,11.0,13.0,10.0,21.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,90.0,39.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,,178,215,,115666,EUR,680918400,D,24,24,False,40.0,34.0,4.0,1.0,16.0,18.0,20.0,27.0,,4.0,6.0,4.0,,,,,90.0,69.0,6.9,14.0,0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,34.0,27.0,5.0,2.0,25.0,27.0,2.0,7.0,4.0,4.0,6.0,5.0,,,,,90.0,43.0,6.6,7.0,0,,,2.0,4.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,36.0,26.0,8.0,1.0,22.0,30.0,4.0,6.0,1.0,1.0,5.0,8.0,,,,,90.0,45.0,6.4,11.0,0,,,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Yasin Güreler,yasin-gureler,Y. Güreler,D,27,187,2,M,816426,EUR,678412800,D,17,17,False,26.0,18.0,2.0,1.0,9.0,11.0,9.0,20.0,2.0,7.0,3.0,4.0,,,,,79.0,55.0,6.5,20.0,0,5.0,,6.0,11.0,,3.0,3.0,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,42.0,30.0,7.0,5.0,12.0,15.0,18.0,28.0,1.0,4.0,,6.0,,,,,67.0,53.0,6.6,14.0,2,1.0,,2.0,5.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,False,53.0,41.0,9.0,3.0,26.0,29.0,16.0,26.0,1.0,4.0,3.0,4.0,,,,,90.0,74.0,7.0,16.0,1,2.0,1.0,,8.0,3.0,2.0,3.0,2.0,,2.0,,3.0,,3.0,,,,,True,1.0,1.0,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,130,M,182385,EUR,724809600,M,8,8,False,42.0,36.0,7.0,6.0,20.0,22.0,16.0,22.0,,4.0,,9.0,,,,,79.0,54.0,6.8,11.0,0,2.0,,3.0,6.0,,2.0,3.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,F,54,54,False,13.0,12.0,,,2.0,2.0,10.0,11.0,1.0,3.0,,3.0,,,,,57.0,22.0,6.6,4.0,0,,,2.0,3.0,1.0,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
10433990,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1037,M,238394,EUR,771552000,F,22,22,False,33.0,30.0,4.0,3.0,10.0,10.0,20.0,23.0,2.0,5.0,1.0,4.0,,,,,90.0,53.0,6.6,14.0,3,,,2.0,5.0,1.0,2.0,1.0,1.0,8.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,3.0,,,,,,,
