match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,player_firstName,player_lastName,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_clearanceOffLine,stat_totalOffside
12528267,away,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192.0,126,M,1105505,EUR,1010188800,M,26,26,False,22.0,7.0,5.0,,0.0,2.0,3.0,5.0,19.0,9.0,5.0,,,,90.0,38.0,7.0,16.0,0.00204697,0,,,,1.0,7.0,5.0,8.0,1.0,,,,2.0,3.0,,,2.0,,,,,,,2.0,1.0,,,,,,,,
12528267,away,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177.0,450,M,279487,EUR,848016000,M,99,99,False,6.0,4.0,1.0,,0.0,,,4.0,6.0,1.0,,,,,48.0,17.0,5.5,6.0,0.00544912,0,,,,1.0,,5.0,4.0,,,,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
12528267,away,Bodrum FK,Fredy,fredy,Fredy,M,16,169.0,1026,M,845281,EUR,638496000,M,16,16,False,11.0,10.0,2.0,1.0,0.0,5.0,5.0,6.0,8.0,1.0,2.0,,,,63.0,20.0,6.8,3.0,0.0661749,1,,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,0.0145,,1.0,,,,1.0,,,,,,,,,
12528267,away,Bodrum FK,Zdravko Dimitrov,zdravko-dimitrov,Z. Dimitrov,M,22,180.0,222,M,871342,EUR,903916800,M,7,7,False,13.0,8.0,4.0,2.0,0.0,5.0,5.0,4.0,10.0,1.0,5.0,,,,89.0,24.0,6.9,8.0,0.0795631,2,,2.0,1.0,1.0,,3.0,3.0,1.0,,1.0,1.0,,,,1.0,,0.0362,0.0118,,,,1.0,3.0,2.0,,,,,,,,
12528267,away,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187.0,1438,M,190319,EUR,828921600,F,9,9,False,12.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,7.0,,2.0,,,,63.0,25.0,6.4,12.0,0.00456948,0,,,,4.0,,8.0,2.0,,,,,,,1.0,5.0,,,,1.0,1.0,1.0,,4.0,1.0,,,,,,,,
12528267,away,Bodrum FK,Uzeyir Ergun,uzeyir-ergun,U. Ergun,D,23,178.0,29,M,996122,EUR,720835200,D,23,23,True,3.0,1.0,2.0,1.0,0.0,,,1.0,3.0,5.0,1.0,,,,45.0,14.0,6.7,4.0,0.0004842,0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12528267,away,Bodrum FK,Pedro Brazão,pedro-brazao,P. Brazão,M,10,172.0,167,M,981535,EUR,1041206400,M,20,20,True,2.0,1.0,,,0.0,1.0,1.0,,2.0,,2.0,,,,27.0,9.0,6.6,3.0,2.16e-06,0,,1.0,,,,3.0,2.0,,,,,,,1.0,,2.0,,,,,,,2.0,1.0,,,,,,,,
12528267,away,Bodrum FK,Celal Dumanli,celal-dumanli,C. Dumanli,F,48,189.0,27,M,903334,EUR,767491200,F,48,48,True,6.0,1.0,,,0.0,,1.0,1.0,6.0,1.0,,,,,27.0,17.0,6.7,6.0,0.00069325,1,,1.0,,6.0,5.0,13.0,9.0,2.0,1.0,,,,,2.0,,5.0,0.0202,,,,,2.0,,,,,,,,,,1.0
12528267,away,Bodrum FK,Samet Yalçın,samet-yalcin,S. Yalçın,M,23,180.0,46,M,789102,EUR,762652800,M,8,8,True,3.0,2.0,1.0,1.0,0.0,,,2.0,3.0,,,,,,14.0,4.0,6.7,2.0,0.00197524,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12528267,away,Bodrum FK,Haqi Osman,haqi-osman,H. Osman,F,9,173.0,59,M,1126525,EUR,1018483200,F,19,19,True,1.0,,,,0.0,,,,1.0,,,,,,1.0,2.0,,2.0,,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,Haqi Osman,,,,,,,
12528267,away,Bodrum FK,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188.0,109,M,225012,EUR,788918400,G,53,53,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528267,away,Bodrum FK,Erkan Degismez,erkan-degismez,E. Degismez,M,,180.0,9,M,130493,EUR,525484800,M,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528267,away,Bodrum FK,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528267,away,Bodrum FK,Enes Ogruce,ogruce-enes,E. Ogruce,M,91,184.0,62,M,1395595,EUR,1178150400,F,91,91,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528267,away,Bodrum FK,Kenan Özer,kenan-ozer,K. Özer,M,,170.0,22,M,146364,EUR,556070400,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
