match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_totalCross,stat_goals,stat_shotOffTarget,captain,stat_accurateCross,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
11369967,home,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180.0,191,M,1445119,EUR,1091491200,M,35,35,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,10.0,2.0,6.5,,5.1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Dirk Asare,asare-dirk,D. Asare,M,40,173.0,61,M,1128427,EUR,1088899200,M,36,36,True,1.0,,,,,1.0,,,1.0,,,,,,,1.0,3.0,,1.0,,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175.0,70,M,965741,EUR,1011052800,M,6,6,True,4.0,1.0,1.0,,1.0,4.0,,,1.0,1.0,,,,,,1.0,8.0,,3.0,3.87e-05,0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188.0,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Oskar Annell,annell-oskar,O. Annell,G,31,190.0,34,M,1445113,EUR,1108425600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Thibau Loeman,thibau-loeman,T. Loeman,D,37,189.0,8,M,1465816,EUR,1149120000,D,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,home,KV Mechelen,Noe Rottiers,noe-rottiers,N. Rottiers,D,12,186.0,12,M,1445120,EUR,1083024000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189.0,3882,M,1076,EUR,531532800,G,1,1,False,30.0,25.0,11.0,6.0,24.0,27.0,1.0,3.0,,4.0,,,3.0,5.0,,90.0,39.0,7.3,5.0,0.00020176,0,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11369967,away,RSC Anderlecht,Kristian Arnstad,kristian-arnstad,K. Arnstad,M,10,171.0,574,M,984989,EUR,1062892800,D,61,61,False,55.0,47.0,7.0,2.0,23.0,28.0,24.0,28.0,6.0,5.0,,,,,,90.0,76.0,6.6,12.0,0.0291007,2,,,,,2.0,3.0,4.0,,1.0,,2.0,,2.0,1.0,2.0,,,0.0373,1.0,,,,,,1.0,,,,,,1.0,,,,,
11369967,away,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191.0,3329,M,1126512,EUR,1066867200,D,56,56,False,97.0,89.0,15.0,10.0,63.0,65.0,26.0,32.0,8.0,9.0,,,,,,90.0,111.0,7.0,8.0,0.0125366,0,,,,,2.0,2.0,6.0,,,,,,2.0,1.0,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189.0,1673,M,16921,EUR,546220800,D,14,14,False,83.0,74.0,12.0,6.0,53.0,57.0,23.0,29.0,4.0,4.0,,,,,,90.0,102.0,7.1,12.0,0.168524,1,,,,,3.0,3.0,6.0,1.0,1.0,1.0,,,2.0,2.0,,1.0,,0.0161,1.0,,,,2.0,1.0,3.0,,1.0,True,2.0,,,,,,,
11369967,away,RSC Anderlecht,Louis Patris,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,D,22,22,False,38.0,33.0,3.0,1.0,14.0,15.0,20.0,25.0,3.0,3.0,,,,,,90.0,68.0,6.7,13.0,0.357353,0,,,,,2.0,6.0,6.0,2.0,2.0,,,,3.0,2.0,3.0,,,,,,1.0,,1.0,2.0,2.0,,,,1.0,,2.0,,,,,
11369967,away,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174.0,569,M,867251,EUR,956275200,M,17,17,False,46.0,42.0,3.0,3.0,22.0,24.0,20.0,24.0,,6.0,1.0,,,,,68.0,57.0,6.7,8.0,0.0395903,1,,,,,,4.0,1.0,1.0,,,1.0,,,,1.0,,,0.2803,1.0,,1.0,,1.0,1.0,2.0,,,,,,2.0,,1.0,,,
11369967,away,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,58.0,46.0,8.0,2.0,22.0,28.0,24.0,30.0,1.0,7.0,,,,,,90.0,65.0,6.7,12.0,0.0347458,0,,,,,,5.0,3.0,,,,,,2.0,1.0,,1.0,,,3.0,,1.0,,2.0,,,,,,,,2.0,,,,,
11369967,away,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177.0,3682,M,1101702,EUR,1096416000,M,29,29,False,55.0,46.0,3.0,1.0,12.0,13.0,34.0,43.0,,5.0,,,,,,90.0,71.0,6.6,15.0,0.0704311,3,,Mathieu,Stroeykens,,1.0,6.0,3.0,3.0,,,2.0,1.0,1.0,1.0,2.0,2.0,,0.0759,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0
11369967,away,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,F,36,36,False,34.0,24.0,2.0,1.0,5.0,5.0,20.0,35.0,,2.0,,,,,,90.0,48.0,7.3,19.0,0.169819,2,,,,,,3.0,,2.0,1.0,,1.0,,,,1.0,,,0.0861,,,,,2.0,1.0,6.0,,1.0,,1.0,1.0,,1.0,,,,
11369967,away,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,4.0,3.0,,,1.0,1.0,2.0,3.0,,2.0,,,,,,74.0,11.0,7.0,2.0,0.311659,2,,,,KDolberg,1.0,5.0,4.0,1.0,,,,1.0,,,,2.0,,0.1699,2.0,1.0,3.0,0.4564,1.0,,,,1.0,,,,,1.0,,,,
11369967,away,RSC Anderlecht,Thorgan Hazard,thorgan-hazard,T. Hazard,F,11,174.0,3646,M,94286,EUR,733363200,F,11,11,False,43.0,38.0,2.0,1.0,15.0,15.0,23.0,33.0,,3.0,,,,,,90.0,66.0,7.2,15.0,0.0425834,5,,,,THazard,1.0,7.0,5.0,3.0,,,2.0,,3.0,2.0,2.0,1.0,,0.4181,3.0,2.0,1.0,0.3107,2.0,,5.0,1.0,1.0,,,,,,1.0,,,
11369967,away,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172.0,1145,M,901898,EUR,994896000,M,10,10,True,17.0,14.0,4.0,2.0,5.0,6.0,9.0,11.0,1.0,3.0,,,,,,22.0,28.0,6.5,7.0,0.0122881,0,,,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Luis Vázquez,luis-vazquez,L. Vázquez,F,19,191.0,1685,M,974713,EUR,988070400,F,20,20,True,7.0,5.0,,,1.0,1.0,4.0,7.0,1.0,2.0,,,,,,16.0,11.0,7.2,4.0,0.016012,1,,,,,,3.0,,,1.0,,,,,,,1.0,,0.1852,1.0,1.0,,0.6112,,,1.0,1.0,,,,,,,,,,
11369967,away,RSC Anderlecht,Colin Coosemans,colin-coosemans,C. Coosemans,G,26,185.0,265,M,122399,EUR,712800000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Mads Juhl Kikkenborg,kikkenborg-mads-juhl,M. J. Kikkenborg,G,16,197.0,183,M,984005,EUR,939254400,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Federico Gattoni,federico-gattoni,F. Gattoni,D,22,183.0,671,M,941464,EUR,919123200,D,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Amando Lapage,amando-lapage,A. Lapage,D,4,187.0,181,M,1396102,EUR,1099872000,D,73,73,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,34,170.0,778,M,965329,EUR,974246400,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Alexis Flips,flips-alexis,A. Flips,M,70,173.0,227,M,879672,EUR,948153600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369967,away,RSC Anderlecht,Luca Monticelli,monticelli-luca,L. Monticelli,F,92,,86,M,1149141,EUR,1108166400,F,68,68,True,,,,,,,,,,,,,,,,,,,,,0,,Luca Monticelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
