match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_wonTackle,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_goalAssist,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_penaltyWon,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11391382,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,True,30.0,26.0,9.0,5.0,24.0,26.0,2.0,4.0,1.0,1.0,9.0,1.0,2.0,4.0,90.0,40.0,7.1,4.0,0.00123502,0,-0.1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,,33.0,28.0,3.0,2.0,13.0,15.0,15.0,18.0,,4.0,3.0,,,,82.0,52.0,6.7,7.0,0.0203797,1,,Alidu Seidu,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0257,,,,,,,,,,,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,,64.0,59.0,5.0,4.0,42.0,46.0,17.0,18.0,5.0,8.0,4.0,,,,90.0,73.0,7.8,5.0,0.0602827,1,,,,1.0,,,,,1.0,3.0,,0.3054,1.0,1.0,1.0,2.0,1.0,0.3046,1.0,,,,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,False,,69.0,65.0,4.0,2.0,52.0,55.0,13.0,14.0,,,4.0,,,,82.0,75.0,6.6,4.0,0.00889691,0,,,,4.0,,,,,,,1.0,,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,,55.0,48.0,10.0,7.0,24.0,27.0,24.0,31.0,1.0,4.0,8.0,,,,90.0,80.0,7.1,15.0,0.022774,1,,,,4.0,3.0,2.0,,,,1.0,2.0,0.0479,1.0,1.0,,3.0,1.0,0.116,,,3.0,2.0,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,11,11,False,,16.0,14.0,,,5.0,5.0,11.0,15.0,,3.0,1.0,1.0,,,63.0,30.0,6.7,7.0,0.366034,1,,,,2.0,3.0,2.0,,,,,,0.7884,,1.0,,1.0,,0.9732,3.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11391382,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,,59.0,54.0,3.0,2.0,31.0,35.0,23.0,24.0,1.0,2.0,5.0,,,,90.0,67.0,7.0,5.0,0.023437,1,,,,1.0,,,1.0,,2.0,1.0,1.0,0.0222,,,,2.0,,,,,,,,,,,,,,,,,,,,
11391382,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,,69.0,60.0,6.0,5.0,28.0,33.0,32.0,36.0,3.0,9.0,6.0,3.0,,,90.0,83.0,7.2,15.0,0.189285,0,,,,3.0,2.0,1.0,,,,3.0,,,,,,1.0,3.0,,,1.0,,3.0,,1.0,,,,,,,,,,,,
11391382,home,Stade Rennais,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,M,34,34,False,,20.0,18.0,,,5.0,5.0,14.0,17.0,1.0,6.0,2.0,1.0,,,63.0,37.0,6.6,8.0,0.950153,2,,,,7.0,6.0,3.0,2.0,,,1.0,2.0,0.6981,1.0,,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,
11391382,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,,29.0,21.0,,,7.0,7.0,14.0,22.0,,2.0,3.0,1.0,,,89.0,48.0,6.9,14.0,0.126901,5,,,,6.0,3.0,1.0,1.0,,,,,0.3345,,2.0,,1.0,,0.1859,,1.0,,1.0,,3.0,,1.0,,,,amine_gouiri,2.0,1.0,,,,
