match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_fouls,captain,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_penaltyWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_goals,stat_bigChanceCreated,stat_penaltyConceded
14131868,home,AVS - Futebol SAD,Simão,,,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,27.0,21.0,10.0,4.0,0.0,21.0,22.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,90.0,36.0,6.6,7.0,0.0001543,0.2,0,-0.8828,0.04,-0.03,-0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Guillem Molina,,,guillem-molina,G. Molina,D,5,183,23,M,964173,EUR,957312000,D,5,5,False,30.0,19.0,4.0,1.0,0.0,11.0,15.0,15.0,3.0,2.0,,,,,90.0,58.0,6.4,18.0,0.0126329,,0,,-0.05,0.06,-0.33,,8.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,50.0,38.0,16.0,4.0,0.0,28.0,28.0,22.0,13.0,9.0,,,,,90.0,68.0,6.8,12.0,0.0534497,,0,,0.24,-0.04,0.25,,10.0,1.0,1.0,2.0,3.0,6.0,,2.0,2.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,39.0,30.0,6.0,2.0,0.0,23.0,24.0,15.0,8.0,5.0,,,,,90.0,57.0,6.3,10.0,0.0260587,,0,,0.16,0.08,-0.21,,7.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,36.0,24.0,5.0,2.0,0.0,12.0,15.0,21.0,6.0,6.0,,,,,90.0,73.0,6.8,17.0,0.0990631,,1,,0.29,0.11,-0.27,,12.0,4.0,1.0,1.0,6.0,11.0,,,,1.0,4.0,2.0,1.0,2.0,5.0,5.0,True,1.0,0.0144,3.0,-0.07,,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Ángel Algobia,,,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,27,27,False,24.0,19.0,3.0,2.0,0.0,7.0,8.0,16.0,,5.0,,,,,53.0,31.0,7.2,7.0,0.0545594,,0,,0.25,0.08,-0.04,,12.0,2.0,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,False,39.0,31.0,9.0,4.0,0.0,17.0,19.0,20.0,,2.0,,,,,90.0,51.0,6.6,10.0,0.0133124,,1,,0.12,0.03,-0.1,,14.0,,,3.0,7.0,6.0,,,,,1.0,1.0,1.0,4.0,1.0,3.0,,,0.0838,1.0,0.01,,1.0,1.0,,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,M,11,11,False,8.0,6.0,2.0,1.0,0.0,,,8.0,2.0,4.0,,,,,85.0,22.0,6.5,7.0,0.00469692,,0,,-0.07,0.24,-0.09,,6.0,1.0,,1.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,1.0,,,,,,,,,,
14131868,home,AVS - Futebol SAD,Pedro Lima,Pedro Lima,,pedro-lima,P. Lima,M,8,184,482,M,1067648,EUR,1048723200,M,8,8,False,13.0,6.0,1.0,1.0,0.0,3.0,6.0,7.0,1.0,2.0,,,,,85.0,28.0,6.6,12.0,0.00141668,,3,,0.01,0.08,-0.05,,3.0,,,,4.0,6.0,1.0,2.0,,,1.0,1.0,2.0,2.0,3.0,,,,0.1116,,0.01,,1.0,2.0,,1.0,1.0,0.0876,,,,,,,
14131868,home,AVS - Futebol SAD,Rafael Barbosa,,,rafael-barbosa,R. Barbosa,M,27,170,124,M,823128,EUR,828057600,M,10,10,False,15.0,11.0,,,0.0,6.0,7.0,8.0,2.0,1.0,,,,,65.0,27.0,5.7,5.0,0.022276,,2,,0.04,0.02,-0.1,,5.0,1.0,1.0,3.0,6.0,3.0,,,,,3.0,2.0,,,,2.0,,2.0,0.8094,,-1.0,,1.0,,,,,,1.0,1.0,,,,,
