match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,captain,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_goals
12499576,home,FC Augsburg,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,22,196,1320,M,947986,EUR,939513600,G,22,22,False,18.0,11.0,8.0,1.0,0.0,10.0,11.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,24.0,6.4,7.0,0.001472,0,-1.3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499576,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,52.0,42.0,6.0,3.0,0.0,23.0,25.0,19.0,27.0,3.0,8.0,,,,,,90.0,66.0,6.7,12.0,0.0748292,0,,,,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12499576,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,50.0,42.0,6.0,4.0,0.0,26.0,29.0,16.0,21.0,5.0,5.0,,,,,,90.0,61.0,6.7,10.0,0.06129,1,,,,2.0,3.0,4.0,4.0,,,,,,,True,1.0,1.0,1.0,2.0,2.0,1.0,0.087,,,,,,,,,,
12499576,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,45.0,39.0,9.0,6.0,0.0,27.0,28.0,12.0,17.0,6.0,1.0,,,,,,90.0,56.0,6.7,8.0,0.0043057,0,,,,,3.0,2.0,4.0,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
12499576,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,34.0,28.0,2.0,1.0,0.0,13.0,13.0,15.0,21.0,4.0,2.0,,,,,,90.0,46.0,6.8,8.0,0.0168064,1,,,,1.0,5.0,3.0,5.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,0.0723,1.0,,,,,,,,,
12499576,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,False,37.0,25.0,4.0,2.0,0.0,6.0,7.0,22.0,38.0,2.0,3.0,,,,,,90.0,63.0,7.1,22.0,0.407528,1,,,,,1.0,3.0,2.0,,2.0,,,1.0,4.0,,,1.0,1.0,1.0,,,0.0211,1.0,,8.0,3.0,1.0,,,,,
12499576,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,29.0,25.0,3.0,3.0,0.0,11.0,12.0,14.0,18.0,1.0,7.0,,,,,,87.0,46.0,7.0,10.0,0.0251568,0,,,,,,4.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,,,
12499576,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,13.0,13.0,2.0,2.0,0.0,6.0,6.0,7.0,7.0,,2.0,,,,,,45.0,20.0,6.6,3.0,0.0455989,2,,,,1.0,,3.0,,,,,,,,,,,,3.0,1.0,,0.0956,1.0,,,,,2.0,0.3846,,,
12499576,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,9.0,7.0,1.0,1.0,0.0,2.0,4.0,5.0,6.0,,1.0,,,,,,59.0,21.0,6.8,6.0,0.0319268,0,,,,,,1.0,2.0,,,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,
12499576,home,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,False,13.0,10.0,,,0.0,,1.0,10.0,12.0,1.0,1.0,,,,,,76.0,24.0,6.5,8.0,0.0243593,0,,,,3.0,1.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,essende.s,,
