match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_wonContest,stat_totalTackle,captain,stat_wonTackle,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,player_sofascoreId
14572991,home,Shakhtar Donetsk,Kiril Fesyun,fesyun-kiril,K. Fesyun,G,23,191,95,M,1002780,EUR,1028678400,G,23,23,False,53.0,50.0,6.0,3.0,0.0,48.0,50.0,2.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,58.0,6.9,3.0,0.00067791,0.5,0,0.0126,0.07,0.0,-0.18,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Yukhym Konoplia,konoplia-yukhym,Y. Konoplia,D,26,180,450,M,904852,EUR,935625600,D,26,26,False,42.0,35.0,2.0,1.0,1.0,15.0,16.0,21.0,30.0,2.0,4.0,,,,,84.0,65.0,6.7,14.0,0.26107,,0,,0.34,0.05,-0.19,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Alaa Ghram,alaa-ghram,A. Ghram,D,18,190,1435,M,1011994,EUR,995932800,D,18,18,False,119.0,112.0,6.0,3.0,0.0,55.0,56.0,57.0,63.0,4.0,3.0,,,,,90.0,135.0,7.0,12.0,0.0467148,,0,,0.33,0.35,-0.27,,,,,3.0,2.0,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Mykola Matviyenko,mykola-matviyenko,M. Matviyenko,D,22,182,622,M,353272,EUR,830995200,D,22,22,False,91.0,81.0,9.0,4.0,0.0,48.0,50.0,33.0,42.0,5.0,7.0,,,,,90.0,106.0,6.5,12.0,0.03979,,0,,0.03,0.33,-0.31,,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,True,1.0,,,,,,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Irakli Azarovi,azarovi-irakli,I. Azarovi,D,16,179,933,M,979665,EUR,1014249600,D,16,16,False,57.0,52.0,2.0,,0.0,30.0,30.0,22.0,28.0,3.0,7.0,,,,,90.0,79.0,6.7,8.0,0.0267145,,0,,-0.06,0.07,-0.02,,1.0,,1.0,1.0,3.0,,,3.0,,,,1.0,,,,,,,,3.0,2.0,,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Marlon Gomes,marlon-gomes,M. Gomes,M,6,184,1923,M,1105833,EUR,1071360000,M,6,6,False,68.0,63.0,8.0,4.0,0.0,22.0,22.0,41.0,46.0,2.0,7.0,,,,,77.0,84.0,7.3,8.0,0.156763,,0,,0.2,0.47,-0.05,,,,2.0,7.0,7.0,1.0,,,2.0,2.0,2.0,2.0,,,4.0,,3.0,Marlon Gomes,,1.0,,2.0,,,,,,,,,,,
14572991,home,Shakhtar Donetsk,Marian Shved,marian-shved,M. Shved,M,9,171,269,M,791170,EUR,869011200,M,9,9,False,19.0,16.0,,,0.0,7.0,7.0,10.0,15.0,,4.0,,,,,59.0,39.0,6.0,15.0,0.0201613,,2,,-0.1,0.07,-0.05,,3.0,1.0,,8.0,2.0,5.0,,,2.0,1.0,,,4.0,1.0,,,,,,,,,1.0,1.0,1.0,0.0609,-0.27,,,,,,
14572991,home,Shakhtar Donetsk,Artem Bondarenko,artem-bondarenko,A. Bondarenko,M,21,182,363,M,958923,EUR,966816000,M,21,21,False,44.0,39.0,2.0,1.0,0.0,12.0,13.0,27.0,31.0,,2.0,,,,,59.0,55.0,6.7,9.0,0.163598,,2,,0.31,0.08,-0.04,,,,,1.0,1.0,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,2.0,,0.1371,-0.19,,,,,,
14572991,home,Shakhtar Donetsk,Isaque,isaque,Isaque,M,14,172,1018,M,1835892,EUR,1177372800,M,14,14,False,35.0,32.0,,,0.0,10.0,11.0,22.0,25.0,,5.0,,,,,90.0,50.0,5.8,11.0,0.0730852,,1,,0.11,-0.03,-0.5,,1.0,,,6.0,3.0,5.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,,,Isaque,,1.0,,1.0,1.0,,,0.0292,-0.05,1.0,,,,,
14572991,home,Shakhtar Donetsk,Eguinaldo,eguinaldo,Eguinaldo,F,7,175,1189,M,1390545,EUR,1092009600,M,7,7,False,11.0,8.0,,,0.0,3.0,4.0,6.0,8.0,,3.0,,,,,59.0,23.0,6.4,5.0,0.0197375,,2,,-0.1,0.34,0.13,,1.0,1.0,3.0,6.0,3.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,2.0,,2.0,Eguinaldo,,,,,,1.0,1.0,0.0917,-0.49,,1.0,0.2011,,,
