match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,from,confirmed,playerName,reason,rescinded
11407503,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11407503,,,,,90,,,1,,,substitution,122294130.0,False,False,regular,,,,,,,,
11407503,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,,,,,
11407503,,1.0,2.0,,87,,,4,,,goal,176286753.0,,False,regular,,309156.0,Caleb Ekuban,,,,,
11407503,,,,,84,,,7,,,substitution,122294114.0,False,True,regular,,,,,,,,
11407503,,,,,74,,,17,,,substitution,122294089.0,False,False,regular,,,,,,,,
11407503,,1.0,1.0,,64,,,27,,,goal,176285838.0,,False,penalty,,804909.0,Albert Guðmundsson,penalty,,,,
11407503,,,,,63,,,28,,,varDecision,22563.0,,False,penaltyNotAwarded,,1001828.0,Koni De Winter,,False,,,
11407503,,,,,60,,,31,,,substitution,122294059.0,False,False,regular,,,,,,,,
11407503,,,,,60,,,31,,,substitution,122294057.0,True,True,injury,,,,,,,,
11407503,,,,,60,,,31,,,substitution,122294058.0,False,False,regular,,,,,,,,
11407503,,,,,60,,,31,,,substitution,122294056.0,False,True,regular,,,,,,,,
11407503,,,,,46,,,45,,,substitution,122294032.0,False,True,regular,,,,,,,,
11407503,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11407503,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,,,,,,
11407503,,,,,39,,,7,,,card,121068546.0,,True,yellow,,170887.0,Gian Marco Ferrari,,,Gian Marco Ferrari,Off the ball foul,False
11407503,,1.0,0.0,,28,,,18,,,goal,176284143.0,,True,regular,,826198.0,Andrea Pinamonti,,,,,
11407503,,,,,22,,,24,,,card,121068530.0,,True,yellow,,932643.0,Armand Laurienté,,,Armand Laurienté,Foul,False
11407503,,,,,12,,,34,,,card,121068519.0,,False,yellow,,250547.0,Mattia Bani,,,Mattia Bani,Foul,False
