match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_penaltyConceded,stat_fouls,captain,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_errorLeadToAGoal
11407503,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,28.0,21.0,15.0,8.0,16.0,17.0,5.0,11.0,2.0,6.0,3.0,1.0,3.0,90.0,38.0,6.9,7.0,0.0040449,0,-0.3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,178,644,M,934409,EUR,963705600,D,3,3,False,46.0,35.0,8.0,3.0,15.0,20.0,21.0,29.0,2.0,6.0,,,,90.0,72.0,6.8,18.0,0.071177,0,,16,3.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,56.0,48.0,7.0,2.0,32.0,36.0,16.0,20.0,7.0,2.0,,,,90.0,64.0,6.0,8.0,0.00832874,0,,6,,,1.0,4.0,1.0,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,18.0,17.0,5.0,4.0,10.0,10.0,7.0,9.0,3.0,1.0,,,,45.0,26.0,7.0,2.0,0.00264384,0,,,1.0,,2.0,2.0,3.0,,,,,,,,1.0,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,31.0,26.0,4.0,3.0,8.0,11.0,18.0,21.0,2.0,2.0,,,,90.0,46.0,7.0,7.0,0.102532,1,,22,1.0,,2.0,,2.0,,,,,,,2.0,,,,,,,,1.0,0.0348,,,,,,,,,,,,,,
11407503,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,185,442,M,882592,EUR,914284800,M,24,24,False,48.0,42.0,5.0,3.0,17.0,19.0,25.0,29.0,1.0,4.0,,,,90.0,53.0,6.8,6.0,0.032052,1,,11,,,1.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,0.0451,,,,,,,,,,,,,,
11407503,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,30.0,24.0,3.0,2.0,10.0,10.0,14.0,20.0,3.0,4.0,,,,90.0,47.0,6.5,11.0,0.0202903,2,,8,,,,5.0,4.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,2.0,,,1.0,,0.3657,1.0,1.0,1.0,1.0,0.6917,,,,,,,,,
11407503,home,Sassuolo,Samu Castillejo,samu-castillejo,S. Castillejo,M,182,950,M,188405,EUR,790387200,M,20,20,False,18.0,16.0,,,4.0,4.0,12.0,15.0,,3.0,,,,60.0,33.0,6.7,9.0,0.0110597,0,,70,1.0,,,3.0,4.0,1.0,3.0,1.0,1.0,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,17.0,11.0,1.0,1.0,5.0,7.0,6.0,10.0,1.0,4.0,,,,60.0,36.0,6.5,15.0,0.00432933,1,,42,,,1.0,9.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,,3.0,,,2.0,,,1.0,1.0,0.1543,,,,,,,,,,,,,,
11407503,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,23.0,15.0,3.0,1.0,6.0,7.0,9.0,18.0,,6.0,,,,90.0,45.0,7.4,17.0,0.438447,2,,45,2.0,,,7.0,8.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,,,,2.0,,,2.0,2.0,0.0411,,,,,,,,1.0,2.0,,,,,
11407503,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,18.0,14.0,2.0,2.0,9.0,10.0,5.0,8.0,2.0,4.0,,,,84.0,31.0,7.8,5.0,0.0302241,4,,99,,,2.0,7.0,5.0,,1.0,1.0,1.0,,1.0,,5.0,1.0,,1.0,,,1.0,2.0,0.7041,,2.0,,,1.1411,,,,,1.0,2.0,,,
11407503,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,True,20.0,20.0,,,14.0,14.0,6.0,6.0,1.0,3.0,,,,45.0,24.0,6.4,,0.00346782,0,,4,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
11407503,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,11,11,True,7.0,7.0,,,1.0,1.0,7.0,10.0,,1.0,,,,30.0,14.0,6.4,4.0,0.0191111,0,,14,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407503,home,Sassuolo,Cristian Volpato,volpato-cristian,C. Volpato,M,187,875,M,1155625,EUR,1068854400,M,23,23,True,8.0,7.0,,,2.0,2.0,6.0,9.0,,,,,,30.0,20.0,6.5,7.0,0.200918,1,,7,3.0,1.0,,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,,2.0,,,1.0,,0.0366,,,1.0,,,,,,,,,,,
