match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_penaltyWon,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
11396212,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,30.0,19.0,22.0,11.0,12.0,14.0,7.0,16.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,90.0,39.0,7.4,11.0,0.00386651,0,0.3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,28.0,20.0,11.0,4.0,12.0,15.0,8.0,13.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,,,,,90.0,37.0,6.3,10.0,0.00392876,0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,19.0,15.0,5.0,3.0,11.0,14.0,4.0,5.0,1.0,,4.0,3.0,10.0,2.0,3.0,,,,,90.0,38.0,7.1,5.0,0.00278749,0,,2.0,,1.0,2.0,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,35.0,27.0,6.0,2.0,20.0,24.0,7.0,11.0,1.0,,2.0,2.0,5.0,6.0,1.0,,,,,90.0,45.0,6.2,9.0,0.00494506,0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,37.0,27.0,2.0,1.0,11.0,15.0,18.0,26.0,2.0,,5.0,3.0,4.0,7.0,1.0,,,,,90.0,63.0,7.1,16.0,0.225858,0,,1.0,2.0,5.0,,1.0,,,,,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,26.0,22.0,2.0,1.0,13.0,14.0,9.0,12.0,,1.0,5.0,5.0,3.0,4.0,4.0,,,,,90.0,44.0,6.9,7.0,0.0155093,1,,1.0,,2.0,1.0,2.0,,1.0,3.0,,,,1.0,,1.0,,,1.0,0.0788,,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,36.0,29.0,2.0,,18.0,21.0,11.0,15.0,1.0,,9.0,7.0,,8.0,2.0,,,,,83.0,61.0,6.4,15.0,0.0187615,1,,3.0,1.0,3.0,1.0,4.0,,,2.0,3.0,,,5.0,2.0,,,,,0.0227,1.0,,,,,,,,,,,,
11396212,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,21.0,16.0,3.0,2.0,9.0,11.0,7.0,14.0,,,5.0,4.0,3.0,3.0,2.0,,,,,90.0,40.0,7.1,11.0,0.107046,0,,2.0,,1.0,1.0,1.0,,,3.0,2.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,
11396212,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,F,20,20,False,35.0,28.0,3.0,1.0,9.0,12.0,21.0,25.0,3.0,,13.0,7.0,,12.0,1.0,,,,,89.0,61.0,7.0,20.0,0.100513,1,,,1.0,,,5.0,,,2.0,2.0,2.0,2.0,11.0,4.0,3.0,,,,0.0155,1.0,,1.0,1.0,,,,,,,,,
11396212,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,15.0,11.0,2.0,1.0,6.0,9.0,5.0,10.0,1.0,1.0,5.0,2.0,,2.0,,,,,,89.0,32.0,8.0,14.0,0.00771887,4,,,2.0,,,2.0,,,,,4.0,,3.0,1.0,,,,2.0,1.277,,,,,2.0,2.0,1.8166,,,,,,
