match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_ownGoals,stat_goodHighClaim
10382020,home,FC Groningen,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,52.0,40.0,29.0,17.0,28.0,30.0,12.0,22.0,1.0,1.0,16.0,1.0,1.0,3.0,1.0,90.0,63.0,7.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Neraysho Kasanwirjo,,,neraysho-kasanwirjo,N. Kasanwirjo,D,21,185,416,M,961678,EUR,1013990400,D,21,21,False,39.0,26.0,11.0,8.0,13.0,19.0,15.0,24.0,5.0,3.0,2.0,,,,,90.0,67.0,7.5,20.0,1,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,
10382020,home,FC Groningen,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,5,5,False,52.0,47.0,7.0,4.0,33.0,34.0,14.0,18.0,5.0,,5.0,,,,,90.0,66.0,7.6,6.0,1,,,2.0,2.0,4.0,,,,1.0,5.0,3.0,2.0,,2.0,,1.0,,,,,,,,,
10382020,home,FC Groningen,Radinio Balker,,,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,57.0,49.0,13.0,7.0,32.0,37.0,17.0,20.0,4.0,4.0,7.0,1.0,,,,90.0,67.0,7.2,10.0,0,,,1.0,1.0,2.0,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,
10382020,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,D,18,18,False,36.0,32.0,1.0,1.0,17.0,19.0,16.0,21.0,1.0,,4.0,1.0,,,,57.0,47.0,6.6,8.0,0,4.0,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
10382020,home,FC Groningen,Joey Pelupessy,,,joey-pelupessy,J. Pelupessy,M,6,182,5611,M,235404,EUR,737424000,M,4,4,False,41.0,39.0,9.0,9.0,21.0,22.0,18.0,19.0,4.0,,2.0,,,,,90.0,49.0,7.1,5.0,0,,,2.0,2.0,3.0,,,,,,2.0,,1.0,,,1.0,True,1.0,,,,,,,
10382020,home,FC Groningen,Laros Duarte,,,laros-duarte,L. M. D. Duarte,M,6,180,315,M,798177,EUR,857088000,M,6,6,False,27.0,25.0,3.0,2.0,9.0,10.0,18.0,22.0,1.0,1.0,6.0,1.0,,,,85.0,40.0,7.1,9.0,0,5.0,2.0,1.0,,4.0,1.0,,,,1.0,,,3.0,1.0,5.0,,,1.0,,,,,,,
10382020,home,FC Groningen,Cyril Ngonge,,,cyril-ngonge,C. Ngonge,F,16,179,1940,M,877037,EUR,959299200,M,27,27,False,17.0,7.0,3.0,2.0,2.0,5.0,5.0,15.0,11.0,2.0,3.0,3.0,,,,90.0,43.0,7.2,19.0,3,3.0,,2.0,5.0,7.0,,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,
10382020,home,FC Groningen,Ramon Pascal Lundqvist,,,ramon-pascal-lundqvist,R. Lundqvist,M,10,178,118,M,363902,EUR,863222400,M,22,22,False,13.0,11.0,4.0,2.0,3.0,3.0,8.0,10.0,1.0,1.0,1.0,1.0,,,,57.0,20.0,7.0,5.0,2,,,,,2.0,,2.0,,2.0,,,,1.0,,1.0,,,,,,1.0,,,,
10382020,home,FC Groningen,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,M,34,34,False,20.0,16.0,1.0,,7.0,9.0,10.0,12.0,1.0,,8.0,,,,,57.0,33.0,6.6,11.0,1,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,,4.0,,1.0,,,2.0,,,,0ratmangoen,,,
10382020,home,FC Groningen,Jørgen Strand Larsen,,,jorgen-strand-larsen,J. S. Larsen,F,22,193,7573,M,876599,EUR,949795200,F,9,9,False,14.0,10.0,2.0,1.0,4.0,5.0,6.0,9.0,7.0,2.0,3.0,5.0,,,,90.0,29.0,6.9,6.0,0,,,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,
10382020,home,FC Groningen,Yahya Kalley,Yahya Kalley,,kalley-yahya,Y. Kalley,D,2,185,50,M,1050457,EUR,985046400,D,15,15,True,14.0,12.0,2.0,1.0,7.0,7.0,5.0,8.0,2.0,1.0,3.0,,,,,33.0,28.0,6.8,10.0,0,1.0,,,,2.0,,,,,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,
10382020,home,FC Groningen,Romano Postema,,,romano-postema,R. Postema,F,9,175,255,M,992569,EUR,1013040000,F,29,29,True,6.0,6.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,,2.0,1.0,,,,33.0,16.0,6.9,3.0,1,,,,1.0,1.0,,,,,,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,
10382020,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,10,175,1255,M,964154,EUR,1023408000,M,7,7,True,11.0,7.0,1.0,,2.0,2.0,5.0,13.0,2.0,,3.0,,,,,33.0,21.0,6.6,11.0,0,4.0,,1.0,,2.0,,,,,,2.0,1.0,2.0,,,,,1.0,,,,,,,
10382020,home,FC Groningen,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,40,40,True,5.0,3.0,2.0,2.0,,,3.0,5.0,,,1.0,,,,,12.0,5.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Jan de Boer,,,jan-de-boer,J. d. Boer,G,12,202,63,M,978865,EUR,958780800,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Peter Leeuwenburgh,,,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Liam van Gelderen,,,liam-van-gelderen,L. v. Gelderen,D,4,178,172,M,910049,EUR,985305600,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Wessel Dammers,,,wessel-dammers,W. Dammers,D,4,185,95,M,363794,EUR,794016000,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Daleho Irandust,,,daleho-irandust,D. Irandust,M,,175,412,M,860148,EUR,896918400,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Emmanuel Matuta,,,emmanuel-matuta,E. Matuta,M,6,178,48,M,966538,EUR,1014336000,M,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,home,FC Groningen,Paulos Abraham,,,paulos-abraham,P. Abraham,F,7,176,378,M,1021266,EUR,1026777600,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382020,away,Go Ahead Eagles,Jeffrey de Lange,,,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,25.0,21.0,9.0,6.0,19.0,19.0,2.0,6.0,,,10.0,,2.0,2.0,,90.0,38.0,6.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
10382020,away,Go Ahead Eagles,Jamal Amofa,Jamal Amofa,,jamal-amofa,J. Amofa,D,6,185,110,M,1049653,EUR,911952000,D,25,25,False,29.0,18.0,4.0,1.0,8.0,12.0,11.0,19.0,2.0,2.0,7.0,,,,,90.0,52.0,6.3,20.0,0,2.0,1.0,,1.0,4.0,,2.0,,,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,
10382020,away,Go Ahead Eagles,Jay Idzes,,,jay-idzes,J. Idzes,D,21,190,19136,M,933641,EUR,959904000,D,6,6,False,47.0,41.0,7.0,4.0,29.0,31.0,12.0,16.0,3.0,6.0,6.0,,,,,90.0,56.0,6.8,7.0,0,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,jayidzes,,,
10382020,away,Go Ahead Eagles,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,68,M,964609,EUR,950227200,D,4,4,False,54.0,43.0,9.0,2.0,35.0,41.0,8.0,13.0,4.0,,3.0,,,,,90.0,61.0,6.4,12.0,0,,,,1.0,5.0,1.0,,,,1.0,3.0,2.0,1.0,4.0,,,,,,,,,,,
10382020,away,Go Ahead Eagles,Bas Kuipers,,,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,30.0,23.0,6.0,3.0,10.0,10.0,13.0,25.0,1.0,,3.0,,,,,90.0,57.0,6.6,15.0,1,5.0,,4.0,1.0,6.0,,,,,1.0,,,3.0,2.0,,,True,,1.0,,,,,,
10382020,away,Go Ahead Eagles,Evert Linthorst,,,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,34.0,24.0,3.0,,11.0,14.0,15.0,22.0,5.0,3.0,8.0,,,,,90.0,57.0,7.2,15.0,1,2.0,2.0,1.0,1.0,3.0,,1.0,1.0,,,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,
10382020,away,Go Ahead Eagles,Enric Llansana,,,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,25.0,21.0,2.0,2.0,9.0,9.0,12.0,16.0,3.0,1.0,,3.0,,,,85.0,38.0,6.8,5.0,1,,,2.0,,4.0,1.0,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,
10382020,away,Go Ahead Eagles,Philippe Rommens,,,philippe-rommens,P. Rommens,M,88,175,233,M,606190,EUR,872035200,M,10,10,False,58.0,47.0,5.0,3.0,27.0,30.0,21.0,35.0,1.0,,10.0,,,,,90.0,71.0,6.7,19.0,0,7.0,1.0,1.0,,4.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
10382020,away,Go Ahead Eagles,Rashaan Fernandes,,,rashaan-fernandes,R. Fernandes,M,7,170,40,M,803024,EUR,901670400,M,7,7,False,21.0,15.0,1.0,1.0,6.0,8.0,9.0,13.0,5.0,,2.0,2.0,,,,63.0,31.0,6.9,7.0,3,,,,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,
