match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_wonContest,stat_accurateCross,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded,stat_errorLeadToAShot
12499812,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,35.0,35.0,7.0,7.0,0.0,29.0,29.0,6.0,6.0,1.0,12.0,1.0,2.0,90.0,44.0,7.4,0.00277264,0,0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499812,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,79.0,70.0,,,0.0,22.0,23.0,48.0,59.0,,7.0,,,76.0,93.0,7.2,0.179853,1,,,,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0205,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12499812,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,115.0,110.0,5.0,3.0,0.0,40.0,40.0,70.0,75.0,,5.0,,,90.0,122.0,7.4,0.0546432,0,,,,,3.0,2.0,3.0,4.0,,,,,1.0,6.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499812,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,118.0,113.0,5.0,4.0,0.0,42.0,43.0,71.0,75.0,1.0,13.0,,,90.0,128.0,7.9,0.0778694,0,,,,,3.0,2.0,5.0,5.0,1.0,1.0,,,2.0,6.0,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499812,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,,117.0,109.0,,,0.0,37.0,38.0,73.0,83.0,,10.0,,,89.0,135.0,7.7,0.176082,1,,,,4.0,1.0,1.0,6.0,3.0,1.0,1.0,,1.0,,18.0,0.0256,3.0,2.0,2.0,5.0,,,1.0,3.0,,,,,,,,,,,,,,,,,
12499812,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,126.0,119.0,5.0,4.0,0.0,26.0,27.0,94.0,105.0,,5.0,,,90.0,143.0,8.3,0.169623,5,,,,6.0,,,2.0,3.0,,,,2.0,,12.0,0.2209,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,0.0375,,,,,,,,,,,,,
12499812,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,71.0,63.0,3.0,2.0,1.0,9.0,9.0,54.0,62.0,1.0,3.0,,,90.0,84.0,8.5,0.207973,3,,,,,1.0,2.0,4.0,6.0,,,1.0,2.0,,10.0,0.1381,3.0,3.0,2.0,2.0,,,,3.0,1.0,,1.0,0.1474,1.0,,,,,,,,,,,,
12499812,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,46.0,42.0,,,0.0,3.0,4.0,39.0,47.0,,5.0,,,76.0,65.0,8.0,0.198635,3,,,,5.0,,,3.0,8.0,,4.0,,1.0,,10.0,0.1051,1.0,1.0,,,1.0,3.0,,1.0,1.0,1.0,4.0,0.1106,,,,,,,,,,,,,
12499812,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,50.0,41.0,1.0,1.0,0.0,8.0,8.0,33.0,42.0,,4.0,,,88.0,85.0,8.4,0.213137,10,,,,,1.0,1.0,6.0,10.0,1.0,9.0,,2.0,1.0,19.0,0.5594,3.0,3.0,1.0,4.0,,5.0,,,6.0,2.0,1.0,1.0567,,1.0,,,,,,,,,,,
12499812,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,,62.0,57.0,1.0,1.0,0.0,10.0,12.0,50.0,56.0,,3.0,,,76.0,78.0,7.9,0.503511,3,,,,6.0,,,1.0,2.0,,2.0,,1.0,,10.0,0.0914,5.0,1.0,1.0,1.0,,1.0,3.0,,1.0,1.0,,0.4981,,,,,,,,,,,,,
