match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAGoal,player_sofascoreId,stat_hitWoodwork
12530802,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,32.0,17.0,23.0,8.0,0.0,12.0,15.0,5.0,17.0,1.0,1.0,2.0,6.0,2.0,4.0,2.0,90.0,41.0,7.1,16.0,0.00049828,0,-0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530802,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,22.0,11.0,6.0,1.0,0.0,9.0,12.0,4.0,14.0,,4.0,4.0,6.0,,,,90.0,45.0,7.3,15.0,0.230024,0,,True,4.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12530802,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,25.0,18.0,4.0,1.0,0.0,13.0,15.0,5.0,10.0,3.0,5.0,4.0,7.0,,,,90.0,35.0,6.8,8.0,0.00114146,0,,,,,3.0,5.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12530802,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,55,55,False,21.0,17.0,3.0,,0.0,15.0,18.0,2.0,3.0,1.0,3.0,9.0,,,,,90.0,36.0,6.8,4.0,0.00447847,0,,,,,3.0,4.0,,,2.0,1.0,,1.0,,,1.0,,Yunus Cift,,,,,,,,,,,,,,,
12530802,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,28.0,16.0,3.0,2.0,0.0,7.0,12.0,9.0,17.0,4.0,11.0,5.0,4.0,,,,90.0,55.0,7.3,16.0,0.0116392,0,,,1.0,,1.0,1.0,,,5.0,3.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12530802,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,37.0,28.0,8.0,5.0,1.0,16.0,20.0,12.0,17.0,2.0,5.0,1.0,9.0,,,,90.0,47.0,7.5,11.0,0.0497583,0,,,,,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,2.0,,,,,,,,,,,
12530802,home,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165,83,M,806972,EUR,883612800,M,5,5,False,22.0,12.0,2.0,,0.0,9.0,13.0,3.0,9.0,,6.0,,6.0,,,,89.0,34.0,6.4,12.0,0.00131858,0,,,,,1.0,5.0,2.0,,4.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
12530802,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,False,14.0,12.0,2.0,1.0,0.0,6.0,7.0,6.0,8.0,2.0,2.0,1.0,3.0,,,,69.0,28.0,6.4,9.0,0.0145705,1,,,1.0,,3.0,5.0,,,,,,,,1.0,,,,,1.0,,2.0,1.0,0.0492,,,,,,,,,
12530802,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,23.0,17.0,1.0,,0.0,7.0,8.0,10.0,19.0,1.0,6.0,,5.0,,,,90.0,48.0,8.8,12.0,0.0299761,6,,,4.0,,2.0,5.0,2.0,1.0,1.0,,2.0,,2.0,,,3.0,,,3.0,2.0,1.0,3.0,1.9729,2.0,3.0,2.0,1.6009,,,,,
12530802,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,21.0,16.0,2.0,1.0,0.0,5.0,6.0,11.0,16.0,,2.0,,4.0,,,,86.0,32.0,6.4,11.0,0.0749941,0,,,1.0,,5.0,10.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,,
