match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalClearance,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_dispossessed,stat_wonTackle,captain,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goalAssist,stat_goals
10408413,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,21.0,11.0,14.0,5.0,9.0,12.0,2.0,9.0,7.0,1.0,2.0,1.0,2.0,90.0,28.0,6.3,10.0,0.0,0.0,0.00044078,0,0.3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408413,home,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,False,38.0,24.0,6.0,2.0,13.0,22.0,11.0,17.0,5.0,,,,,60.0,58.0,5.5,19.0,0.0,0.0,0.00722,0,,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408413,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,16,16,False,11.0,8.0,2.0,,6.0,8.0,2.0,3.0,1.0,,,,,22.0,17.0,6.6,3.0,0.0,0.0,0.00032901,0,,,3.0,3.0,3.0,3.0,,,,,,,germanpezzella,1.0,1.0,,,,,,,,,,,,,,,,,,
10408413,home,Real Betis,Luiz Felipe,,,luiz-felipe,L. Felipe,D,5,187,1042,M,850035,EUR,858988800,D,19,19,False,30.0,26.0,4.0,2.0,16.0,17.0,11.0,14.0,2.0,,,,,90.0,45.0,7.1,6.0,0.0,0.0,0.140553,0,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10408413,home,Real Betis,Juan Miranda,,,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,33,33,False,19.0,16.0,5.0,4.0,5.0,5.0,12.0,16.0,2.0,,,,,65.0,35.0,6.2,8.0,0.256,0.2341,0.0287465,2,,2.0,2.0,2.0,6.0,3.0,,2.0,,1.0,1.0,3.0,,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10408413,home,Real Betis,Guido Rodríguez,,,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,5,5,False,45.0,42.0,4.0,3.0,25.0,26.0,17.0,19.0,4.0,,,,,90.0,60.0,7.0,5.0,0.0395,0.0,0.0085763,1,,,1.0,1.0,6.0,9.0,2.0,,,,2.0,1.0,guiido_rodriguez,1.0,1.0,,,6.0,,,,1.0,,,2.0,4.0,,,,,,,
10408413,home,Real Betis,William Carvalho,,,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,31.0,29.0,6.0,6.0,16.0,16.0,13.0,15.0,5.0,,,,,65.0,39.0,6.6,3.0,0.0,0.0,0.0214876,0,,,1.0,1.0,3.0,2.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
10408413,home,Real Betis,Sergio Canales,,,sergio-canales,S. Canales,M,10,176,2979,M,41560,EUR,666662400,M,10,10,False,24.0,19.0,3.0,1.0,5.0,6.0,16.0,22.0,3.0,,,,,38.0,32.0,6.2,8.0,0.0,0.0,0.298989,0,,4.0,,,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,True,,,,,,
10408413,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175,565,M,1031421,EUR,958435200,M,28,28,False,16.0,14.0,4.0,3.0,7.0,7.0,7.0,11.0,6.0,,,,,56.0,30.0,6.6,9.0,0.0249,0.0,0.00731193,1,,2.0,1.0,,4.0,4.0,,3.0,1.0,,2.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,
10408413,home,Real Betis,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,M,21,21,False,24.0,19.0,,,7.0,7.0,12.0,17.0,1.0,,,,,90.0,48.0,6.1,14.0,0.0357,0.0,0.686071,1,,,3.0,,15.0,9.0,1.0,12.0,7.0,,,3.0,,,,,1.0,2.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,
