match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_lastManTackle,player_sofascoreId,captain,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
12499313,home,Torino,Duván Zapata,duvan-zapata,D. Zapata,F,91,189,6003,M,38162,EUR,670464000,F,91,91,False,19.0,13.0,1.0,1.0,0.0,5.0,7.0,9.0,13.0,4.0,7.0,1.0,2.0,1.0,,,,,90.0,30.0,7.2,9.0,0.141233,1,,1.0,1.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,,0.0869,0.0462,,,1.0,,,2.0,,2.0,,duvanzapata91,True,,,,,
12499313,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,D,16,16,True,11.0,7.0,1.0,,0.0,4.0,5.0,5.0,12.0,,3.0,,2.0,,,,,,45.0,30.0,6.4,13.0,0.0537482,0,,6.0,,3.0,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,
12499313,home,Torino,Che Adams,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,18,18,True,7.0,3.0,,,0.0,1.0,1.0,2.0,7.0,2.0,2.0,,1.0,,,,,,45.0,15.0,7.4,6.0,0.00054717,4,,1.0,2.0,2.0,,,,,,,,2.0,1.0,,0.3039,0.7964,,,,2.0,,,,1.0,,,,,,,,
12499313,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,True,7.0,7.0,,,1.0,2.0,2.0,5.0,5.0,,,,1.0,,,,,,27.0,10.0,6.8,,0.0930776,0,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,niksivlasic_,,,,,,
12499313,home,Torino,Alieu Njie,alieu-njie,A. Njie,F,92,185,349,M,1493157,EUR,1116028800,F,92,92,True,5.0,5.0,,,0.0,5.0,5.0,,,,4.0,,2.0,1.0,,,,,27.0,18.0,6.8,3.0,0.00066455,1,,,,3.0,1.0,1.0,1.0,,,3.0,2.0,1.0,,,0.0196,0.0306,,,,,,,,1.0,,,,,,,,
12499313,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,True,8.0,5.0,3.0,2.0,0.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,,,,,,,12.0,14.0,6.6,4.0,0.00056521,0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Antonio Donnarumma,antonio-donnarumma,A. Donnarumma,G,1,192,596,M,125921,EUR,647308800,G,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Francesco Plaia,francesco-plaia,F. Plaia,G,90,192,38,M,1446129,EUR,1143590400,G,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Ali Dembélé,dembele-ali,A. Dembélé,D,3,185,224,M,1397347,EUR,1073260800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,home,Torino,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185,1024,M,802149,EUR,899856000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,26.0,10.0,19.0,3.0,0.0,9.0,12.0,1.0,14.0,1.0,1.0,1.0,11.0,,2.0,5.0,,,90.0,39.0,7.1,17.0,0.00033542,0,-0.2872,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
12499313,away,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,25.0,21.0,,,0.0,12.0,12.0,10.0,18.0,,4.0,,4.0,1.0,,,,,80.0,46.0,6.8,11.0,0.105974,0,,5.0,2.0,3.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,
12499313,away,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,38.0,34.0,8.0,5.0,0.0,26.0,27.0,8.0,11.0,2.0,2.0,5.0,2.0,1.0,,,,,90.0,50.0,6.6,6.0,0.0566448,0,,,2.0,4.0,,2.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
12499313,away,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,31.0,24.0,3.0,,0.0,21.0,23.0,3.0,8.0,2.0,3.0,5.0,3.0,,,,,,90.0,40.0,6.6,7.0,0.0005272,1,,,2.0,2.0,,,1.0,1.0,,,,1.0,,2.0,0.3797,0.2664,,,,,,,,,,,,,,1.0,,
12499313,away,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,30,30,False,39.0,29.0,7.0,3.0,1.0,13.0,16.0,17.0,26.0,,7.0,3.0,9.0,1.0,,,,,68.0,70.0,7.2,17.0,0.0770866,2,,3.0,,5.0,,1.0,,,1.0,10.0,6.0,,,1.0,0.0487,,,,1.0,2.0,,1.0,,,,nuno_tavares71,,,,,,
12499313,away,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,40.0,31.0,7.0,2.0,0.0,12.0,15.0,20.0,26.0,,3.0,2.0,5.0,1.0,,,,,90.0,54.0,7.7,10.0,0.144745,1,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0898,0.0381,,,1.0,,1.0,1.0,,1.0,,MatteoGuendouzi,,,,,1.0,
12499313,away,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,50.0,45.0,6.0,4.0,0.0,29.0,29.0,16.0,21.0,,5.0,1.0,6.0,,,,,,90.0,66.0,7.1,7.0,0.00764892,0,,,1.0,5.0,1.0,1.0,5.0,3.0,2.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,,
12499313,away,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,M,18,18,False,14.0,11.0,1.0,,1.0,3.0,3.0,9.0,13.0,,1.0,1.0,,,,,,,68.0,22.0,6.9,7.0,0.123595,1,,2.0,2.0,4.0,,,,,1.0,2.0,1.0,,,,0.123,,,,1.0,1.0,,3.0,,1.0,,,,,,,,
12499313,away,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,M,19,19,False,11.0,8.0,,,0.0,3.0,4.0,5.0,7.0,,,,1.0,,,,,,68.0,21.0,6.8,8.0,0.0115124,2,,,1.0,6.0,,1.0,,,1.0,3.0,,2.0,1.0,,0.3137,0.8493,,,,,,,,1.0,,boulaye_dia,,,,,,
12499313,away,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,M,10,10,False,23.0,17.0,1.0,1.0,0.0,4.0,4.0,13.0,21.0,1.0,9.0,1.0,2.0,4.0,,,,,90.0,39.0,6.8,10.0,0.0590977,0,,2.0,3.0,7.0,1.0,,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,1.0,,,True,,,,,
12499313,away,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,11,11,False,18.0,13.0,2.0,1.0,0.0,3.0,4.0,10.0,14.0,4.0,7.0,1.0,3.0,1.0,,,,,89.0,33.0,6.8,12.0,0.0332586,4,,,2.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,,0.523,0.2963,,,,1.0,,1.0,1.0,3.0,,tatycastellanos11,,,,1.0,,1.0
12499313,away,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,True,12.0,10.0,2.0,1.0,0.0,4.0,4.0,7.0,9.0,,3.0,,2.0,,,,,,22.0,31.0,6.9,6.0,0.0254743,0,,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,
12499313,away,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,True,15.0,12.0,,,1.0,5.0,6.0,7.0,9.0,,,1.0,,,,,,,22.0,17.0,7.1,3.0,0.262404,1,,,2.0,2.0,,,,,,,,,,,0.0104,,,,,1.0,,1.0,,,,,,,,,1.0,
12499313,away,Lazio,Loum Tchaouna,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,F,20,20,True,8.0,7.0,1.0,,0.0,,,7.0,8.0,,2.0,,1.0,,,,,,22.0,16.0,6.3,5.0,0.00908181,0,,,2.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,
12499313,away,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,True,5.0,2.0,,,0.0,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,,,10.0,9.0,6.3,4.0,0.00097114,0,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1223,M,1069244,EUR,931305600,F,14,14,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,,7.0,3.0,7.4,,0.00165884,1,,,,,,,,,,,,1.0,1.0,,0.6277,0.7871,,,,,,,,,,,,,,,,
12499313,away,Lazio,Alessio Furlanetto,alessio-furlanetto,A. Furlanetto,G,55,191,176,M,984095,EUR,1013040000,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185,640,M,587628,EUR,856137600,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3803,M,910121,EUR,981417600,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499313,away,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,,,,,,
