match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_accurateCross,stat_hitWoodwork,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12514009,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,24.0,15.0,11.0,3.0,0.0,13.0,15.0,2.0,9.0,1.0,10.0,1.0,3.0,4.0,90.0,38.0,7.1,9.0,0.00015406,0,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,77,77,False,66.0,50.0,6.0,1.0,0.0,24.0,26.0,26.0,44.0,2.0,4.0,,,,90.0,101.0,7.3,23.0,0.0157639,1,,,,4.0,4.0,4.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0169,,,,,,,,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,78.0,69.0,9.0,5.0,0.0,43.0,45.0,26.0,33.0,8.0,8.0,,,,90.0,88.0,6.7,9.0,0.015636,0,,,,,2.0,7.0,4.0,3.0,,,,,,,2.0,2.0,,True,3.0,,,,,,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Tiago Gabriel,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,53.0,47.0,4.0,2.0,0.0,37.0,39.0,10.0,14.0,3.0,1.0,,,,90.0,67.0,7.2,7.0,0.00538093,0,,Tiago Gabriel,,,4.0,1.0,8.0,,,,1.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,D,25,25,False,46.0,37.0,4.0,1.0,0.0,21.0,26.0,16.0,22.0,4.0,4.0,,,,73.0,67.0,6.8,14.0,0.0173688,0,,,,2.0,2.0,2.0,6.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
12514009,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,30.0,24.0,2.0,2.0,0.0,5.0,6.0,19.0,25.0,1.0,1.0,,,,69.0,45.0,7.0,11.0,0.0308339,2,,André Luiz,,1.0,,1.0,3.0,,1.0,1.0,,,,3.0,2.0,,0.0719,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
12514009,home,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,51.0,49.0,5.0,4.0,0.0,21.0,21.0,28.0,30.0,2.0,4.0,,,,73.0,65.0,7.1,4.0,0.0205416,0,,Manuel Keliano,,,,4.0,5.0,1.0,2.0,,1.0,4.0,3.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
12514009,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,76.0,67.0,3.0,1.0,0.0,26.0,26.0,41.0,51.0,,7.0,,,,90.0,89.0,7.2,13.0,0.0403123,2,,,,1.0,,2.0,5.0,,,1.0,,2.0,1.0,1.0,3.0,,0.0449,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,
12514009,home,CF Estrela Amadora,Nani,nani,Nani,F,17,177,2178,M,17740,EUR,532569600,M,17,17,False,29.0,25.0,1.0,,0.0,5.0,5.0,20.0,26.0,,2.0,,,,64.0,39.0,6.6,8.0,0.0590399,0,,,,2.0,,3.0,5.0,1.0,,,,2.0,,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,F,10,10,False,43.0,37.0,9.0,8.0,0.0,9.0,9.0,28.0,35.0,,2.0,,,,64.0,56.0,7.3,11.0,0.03928,3,,,,1.0,2.0,8.0,4.0,1.0,2.0,,,,,1.0,1.0,,0.0675,,4.0,,,,2.0,1.0,2.0,2.0,1.0,0.032,,,,,,,
12514009,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,11.0,6.0,2.0,,0.0,3.0,4.0,3.0,7.0,1.0,,,,,90.0,17.0,6.7,7.0,0.00266105,2,,,,,2.0,3.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,0.1341,,1.0,,,,,,,,1.0,0.2273,1.0,,,,,,
12514009,home,CF Estrela Amadora,Petterson,petterson,Petterson,M,19,181,622,M,1170955,EUR,1073174400,F,37,37,True,10.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,7.0,,1.0,,,,26.0,16.0,6.6,4.0,0.00500073,2,,,,1.0,,1.0,1.0,1.0,,2.0,,,,2.0,,,0.074,,,,,,1.0,1.0,,,,,,,,,,,
12514009,home,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,True,7.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,7.0,,1.0,,,,26.0,13.0,6.8,4.0,0.0111106,1,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,1.0,,0.0392,,,,,,,,,1.0,1.0,0.074,,,,,,,
12514009,home,CF Estrela Amadora,Caio Santana,caio-santana,C. Santana,F,38,188,49,M,1902003,EUR,1079913600,F,38,38,True,12.0,10.0,1.0,,0.0,1.0,1.0,9.0,11.0,,1.0,,,,21.0,17.0,7.0,3.0,0.03204,0,,Caio Santana,,,,1.0,3.0,,1.0,,,3.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,
12514009,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,True,16.0,15.0,1.0,1.0,0.0,5.0,5.0,11.0,14.0,,1.0,,,,17.0,25.0,6.9,3.0,0.0685971,0,,,,3.0,,2.0,4.0,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,
12514009,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,True,18.0,15.0,2.0,1.0,0.0,6.0,6.0,9.0,12.0,,1.0,,,,17.0,25.0,6.9,6.0,0.0212413,1,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,,1.0,0.014,,,,,,,,1.0,,,,,,1.0,,,,
