match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
14073471,home,Stockport County,Ben Hinchliffe,Ben,Hinchliffe,ben-hinchliffe,B. Hinchliffe,G,1,178.0,21,M,860349,EUR,592358400.0,G,1,1,False,26.0,21.0,12.0,7.0,0.0,16.0,17.0,5.0,9.0,9.0,3.0,3.0,90.0,35.0,7.4,5.0,0.528,0,0.04,0.0,-0.08,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073471,home,Stockport County,Callum Connolly,,,callum-connolly,C. Connolly,D,16,183.0,21,M,823078,EUR,874972800.0,D,16,16,False,59.0,48.0,13.0,4.0,0.0,33.0,35.0,15.0,24.0,7.0,,,90.0,82.0,7.2,18.0,,1,0.23,-0.02,0.25,,3.0,1.0,1.0,5.0,3.0,8.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,-0.21,,,,,,,,,,,,
14073471,home,Stockport County,Ethan Pye,,,ethan-pye,E. Pye,D,15,183.0,37,M,1137493,EUR,1036627200.0,D,15,15,False,61.0,53.0,1.0,,0.0,40.0,43.0,13.0,18.0,5.0,,,90.0,70.0,7.3,8.0,,0,0.29,0.11,-0.03,,,,,7.0,,8.0,,7.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
14073471,home,Stockport County,Danny Andrew,Danny,Andrew,danny-andrew,D. Andrew,D,21,180.0,20,M,47510,EUR,661910400.0,D,23,23,False,71.0,62.0,7.0,1.0,0.0,25.0,26.0,37.0,45.0,6.0,,,90.0,105.0,6.7,23.0,,2,0.25,0.26,-0.08,,9.0,1.0,2.0,,6.0,4.0,1.0,4.0,,1.0,2.0,2.0,,1.0,1.0,1.0,-0.12,1.0,1.0,2.0,1.0,1.0,,,,,,,
14073471,home,Stockport County,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180.0,229,M,100637,EUR,671414400.0,M,26,26,False,69.0,57.0,15.0,9.0,0.0,27.0,30.0,30.0,39.0,3.0,,,61.0,83.0,7.8,15.0,,1,0.49,0.1,0.27,,5.0,2.0,,,1.0,3.0,,3.0,,,3.0,3.0,,,,1.0,0.01,1.0,,,,1.0,True,,,,,,
14073471,home,Stockport County,Corey O'Keeffe,Corey,O'Keeffe,corey-okeeffe,C. O'Keeffe,M,7,184.0,57,M,856713,EUR,897004800.0,M,2,2,False,41.0,35.0,4.0,1.0,0.0,21.0,22.0,14.0,19.0,6.0,,,61.0,55.0,7.9,6.0,,0,0.53,0.13,-0.02,,2.0,2.0,,1.0,1.0,9.0,,,,,4.0,1.0,,3.0,2.0,3.0,,,,1.0,1.0,,,1.0,,,,,
14073471,home,Stockport County,Lewis Fiorini,,,lewis-fiorini,L. Fiorini,M,18,178.0,105,M,991587,EUR,1021593600.0,M,18,18,False,23.0,17.0,3.0,1.0,0.0,6.0,8.0,11.0,15.0,3.0,,,90.0,31.0,7.7,8.0,,2,0.03,-0.06,-0.08,,,,,3.0,3.0,4.0,,,,,,,1.0,1.0,2.0,1.0,0.56,,1.0,,,,,,2.0,1.0,,,
14073471,home,Stockport County,Odin Bailey,Odin,Bailey,odin-bailey,O. Bailey,M,27,178.0,26,M,930855,EUR,944611200.0,M,27,27,False,43.0,38.0,3.0,2.0,0.0,14.0,16.0,24.0,27.0,6.0,,,90.0,57.0,7.4,8.0,,3,0.12,0.64,0.16,,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,-0.58,,1.0,2.0,2.0,1.0,,,1.0,,1.0,,
14073471,home,Stockport County,Owen Dodgson,Owen,Dodgson,owen-dodgson,O. Dodgson,M,3,178.0,37,M,1085982,EUR,1048032000.0,M,3,3,False,26.0,16.0,1.0,,2.0,5.0,5.0,11.0,21.0,,,,60.0,43.0,8.0,14.0,,1,0.53,0.14,0.17,,2.0,1.0,1.0,1.0,5.0,4.0,1.0,,,1.0,,,,3.0,1.0,2.0,-0.08,,3.0,,,,,2.0,,,,,
14073471,home,Stockport County,Nathan Lowe,Nathan,Lowe,lowe-nathan,N. Lowe,F,11,190.0,350,M,1197297,EUR,1127001600.0,F,9,9,False,11.0,6.0,,,0.0,2.0,2.0,4.0,9.0,,,,76.0,25.0,7.6,11.0,,5,0.05,0.31,-0.04,,1.0,,4.0,4.0,8.0,6.0,2.0,1.0,,,,,3.0,2.0,1.0,1.0,0.44,1.0,2.0,,,,,1.0,3.0,1.0,1.0,,
