match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_penaltyConceded,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_goalAssist,stat_penaltyWon
10438042,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,12,12,False,20.0,14.0,10.0,4.0,12.0,15.0,2.0,5.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,3.0,1.0,90.0,31.0,6.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438042,home,Boavista,Reggie Cannon,,,reggie-cannon,R. Cannon,D,4,180,224,M,864226,EUR,897523200,D,2,2,False,41.0,32.0,7.0,1.0,23.0,25.0,9.0,17.0,,3.0,5.0,3.0,,,,,,90.0,55.0,6.3,11.0,0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10438042,home,Boavista,Vincent Sasso,,,vincent-sasso,V. Sasso,D,23,190,44,M,74071,EUR,666662400,D,23,23,False,34.0,31.0,3.0,2.0,27.0,29.0,4.0,5.0,1.0,2.0,5.0,7.0,,,,,,90.0,46.0,6.6,3.0,0,,3.0,,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438042,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,29.0,23.0,6.0,1.0,12.0,14.0,11.0,15.0,,,1.0,5.0,,,,,,62.0,38.0,6.5,7.0,0,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438042,home,Boavista,Pedro Malheiro,,,pedro-malheiro,P. Malheiro,D,79,179,415,M,1131249,EUR,980035200,M,79,79,False,33.0,22.0,2.0,,14.0,19.0,8.0,17.0,,5.0,1.0,10.0,,,,,,90.0,74.0,6.6,24.0,1,3.0,9.0,4.0,1.0,4.0,4.0,1.0,,,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10438042,home,Boavista,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,299,M,847013,EUR,869788800,M,42,42,False,37.0,25.0,6.0,4.0,13.0,15.0,12.0,22.0,1.0,5.0,2.0,2.0,,,,,,90.0,51.0,6.2,15.0,0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
10438042,home,Boavista,Bruno Lourenço,,,bruno-lourenco,B. Lourenço,M,8,179,99,M,984810,EUR,886377600,M,8,8,False,15.0,11.0,1.0,1.0,3.0,4.0,8.0,15.0,,7.0,,2.0,,,,,,85.0,34.0,5.8,16.0,1,4.0,3.0,4.0,,1.0,1.0,1.0,,,3.0,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,
10438042,home,Boavista,Sebastián Pérez,,,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,32.0,31.0,2.0,2.0,24.0,24.0,7.0,8.0,2.0,9.0,,3.0,,,,,,86.0,43.0,6.1,4.0,1,,5.0,,1.0,1.0,1.0,2.0,,,2.0,3.0,1.0,1.0,,1.0,4.0,,True,,,,,,,,,,,,
10438042,home,Boavista,Bruno Onyemaechi,,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,M,70,70,False,29.0,20.0,2.0,1.0,15.0,21.0,5.0,9.0,1.0,6.0,2.0,4.0,,,,,,90.0,50.0,6.5,15.0,0,1.0,6.0,3.0,1.0,4.0,4.0,1.0,1.0,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,
10438042,home,Boavista,Salvador Agra,,,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,F,21,21,False,13.0,9.0,3.0,1.0,1.0,2.0,9.0,20.0,2.0,3.0,,1.0,,,,,,62.0,27.0,6.8,13.0,0,9.0,3.0,,,1.0,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,
