match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalCross,stat_fouls,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_ownGoals
12530850,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196.0,4070,M,39573,EUR,604713600,G,34,34,False,True,27.0,15.0,14.0,3.0,0.0,13.0,17.0,2.0,10.0,1.0,1.0,12.0,1.0,2.0,5.0,5.0,90.0,42.0,6.7,12.0,0.00089628,0,-0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187.0,5352,M,124737,EUR,659577600,D,3,3,False,,51.0,41.0,5.0,3.0,0.0,26.0,31.0,15.0,20.0,10.0,11.0,6.0,,,,,90.0,72.0,7.0,12.0,0.00490029,1,,5.0,7.0,1.0,1.0,1.0,10.0,2.0,3.0,1.0,1.0,0.0599,,,,,,,,,,,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193.0,1725,M,792142,EUR,873763200,D,14,14,False,,54.0,42.0,11.0,3.0,0.0,31.0,36.0,11.0,18.0,3.0,7.0,3.0,,,,,90.0,73.0,6.8,13.0,0.00526199,0,,,1.0,,,,6.0,2.0,4.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188.0,2617,M,895009,EUR,971222400,D,53,53,False,,36.0,28.0,5.0,1.0,0.0,22.0,26.0,6.0,11.0,,2.0,1.0,,,,,59.0,50.0,6.5,12.0,0.0384714,0,,,2.0,1.0,,,3.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170.0,1475,M,98199,EUR,731376000,M,2,2,False,,68.0,50.0,7.0,,1.0,16.0,24.0,36.0,47.0,2.0,7.0,8.0,,,,,90.0,101.0,6.9,24.0,0.184746,0,,1.0,5.0,,1.0,,3.0,,1.0,3.0,2.0,,,,3.0,2.0,,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189.0,2806,M,868958,EUR,828748800,M,6,6,False,,34.0,31.0,3.0,3.0,0.0,15.0,16.0,17.0,19.0,1.0,3.0,2.0,,,,,59.0,45.0,6.4,6.0,0.026249,0,,2.0,8.0,4.0,1.0,,2.0,,,2.0,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184.0,5232,M,862055,EUR,915840000,M,83,83,False,,63.0,49.0,5.0,1.0,0.0,23.0,28.0,26.0,35.0,1.0,6.0,8.0,,,,,90.0,79.0,6.4,18.0,0.0377573,0,,3.0,10.0,3.0,2.0,,1.0,,4.0,1.0,2.0,,2.0,1.0,2.0,1.0,,,,1.0,,1.0,gedson_83,,,,,,,,,,,,
12530850,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179.0,10350,M,174975,EUR,752630400,M,26,26,False,,47.0,37.0,4.0,2.0,0.0,14.0,16.0,23.0,34.0,1.0,5.0,5.0,,,,,90.0,68.0,7.0,18.0,0.0114983,2,,1.0,3.0,1.0,1.0,1.0,4.0,,,3.0,,0.0515,2.0,2.0,2.0,2.0,,,3.0,,,1.0,masuaku26,1.0,0.2032,,,,,,,,,,
12530850,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177.0,3712,M,800411,EUR,835920000,F,7,7,False,,39.0,27.0,3.0,2.0,0.0,4.0,8.0,25.0,42.0,,5.0,4.0,,,,,90.0,65.0,6.8,25.0,0.187252,1,,,2.0,,,1.0,,,,2.0,2.0,0.4717,3.0,1.0,2.0,,,,11.0,,2.0,2.0,MRashica,,,1.0,,,,,,,,,
12530850,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170.0,17005,M,252577,EUR,737596800,F,27,27,False,,32.0,25.0,,,0.0,3.0,5.0,23.0,32.0,1.0,6.0,3.0,,,,,90.0,59.0,6.6,16.0,0.227284,2,,4.0,9.0,1.0,1.0,,,,1.0,1.0,1.0,0.3941,4.0,1.0,3.0,1.0,,,5.0,,1.0,1.0,Rafa_Silva,1.0,0.5625,1.0,1.0,1.0,,,,,,,
