match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim
11369875,home,Club Brugge KV,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175,1060,M,328247,EUR,787536000,F,77,77,False,27.0,22.0,1.0,1.0,4.0,4.0,18.0,25.0,1.0,6.0,,,,,62.0,42.0,6.9,12.0,0.0346969,1,,,,,2.0,,,,4.0,3.0,,2.0,3.0,,,,1.0,1.0,1.0,,0.106,,,1.0,,,,2.0,1.0,,0.1024,,,
11369875,home,Club Brugge KV,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,F,32,32,True,8.0,7.0,1.0,1.0,,,8.0,9.0,,3.0,,,,,28.0,18.0,6.6,8.0,0.182222,0,,,,,1.0,1.0,2.0,,4.0,,,1.0,1.0,,,,,,3.0,,,2.0,,,1.0,,,,,,,nusaantonio,,
11369875,home,Club Brugge KV,Igor Thiago,igor-thiago,I. Thiago,F,9,191,31387,M,1016907,EUR,993513600,F,99,99,True,8.0,8.0,,,3.0,3.0,5.0,5.0,,1.0,,,,,28.0,13.0,6.7,3.0,0.380362,1,,,,1.0,,,2.0,1.0,3.0,2.0,,,1.0,,,,,,1.0,1.0,0.226,1.0,,,2.0,,,,1.0,,0.8744,,1.0,
11369875,home,Club Brugge KV,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,55,55,True,8.0,6.0,1.0,1.0,3.0,3.0,3.0,5.0,,1.0,,,,,11.0,12.0,6.6,4.0,0.00483323,0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
11369875,home,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,M,10,10,True,6.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,,,,,,,11.0,12.0,6.4,4.0,0.00415899,0,,,,,,,,,4.0,1.0,,3.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,
11369875,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,True,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,home,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,home,Club Brugge KV,Éder Balanta,eder-balanta,É. Balanta,M,,181,410,M,322529,EUR,730857600,M,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,67.0,53.0,26.0,12.0,46.0,51.0,7.0,16.0,,8.0,3.0,3.0,,,90.0,76.0,6.7,15.0,0.00343112,0,-0.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11369875,away,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,92,M,30420,EUR,596678400,D,2,2,False,51.0,46.0,7.0,4.0,27.0,27.0,19.0,25.0,2.0,4.0,,,,,85.0,68.0,6.9,14.0,0.0106598,0,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1445,M,44575,EUR,604800000,D,23,23,False,105.0,95.0,17.0,10.0,83.0,86.0,12.0,20.0,1.0,4.0,,,,,90.0,112.0,7.0,12.0,0.00761759,1,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,0.0295,,1.0,,,,True,,1.0,,0.0281,,,
11369875,away,Royal Antwerp FC,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190,1098,M,1001858,EUR,1066089600,D,44,44,False,92.0,87.0,7.0,5.0,76.0,78.0,11.0,14.0,3.0,6.0,,,,,90.0,105.0,6.7,6.0,0.0704747,0,,,,,,,,1.0,3.0,4.0,,1.0,,,,2.0,1.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,
11369875,away,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,33.0,26.0,1.0,,16.0,19.0,10.0,15.0,1.0,2.0,,,,,63.0,39.0,6.5,8.0,0.0232356,0,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
11369875,away,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,42.0,31.0,5.0,3.0,20.0,22.0,11.0,20.0,1.0,10.0,,,,,90.0,51.0,6.8,11.0,0.0934642,0,,Arthur Vermeeren,,,,,5.0,,7.0,3.0,2.0,,,,,2.0,3.0,3.0,,,,1.0,,,,,,,,,,arthurvermeeren,,
11369875,away,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,False,51.0,44.0,3.0,1.0,24.0,26.0,20.0,25.0,,15.0,,,,,90.0,61.0,6.4,11.0,0.0942404,0,,,,,,,1.0,2.0,7.0,4.0,1.0,4.0,,,,3.0,,,,2.0,,2.0,,1.0,,,,,,,,,,
11369875,away,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,M,11,11,False,20.0,16.0,1.0,,7.0,9.0,10.0,14.0,1.0,,,,,,71.0,34.0,6.8,9.0,0.0298006,1,,Arbnor,Muja,,3.0,1.0,1.0,,4.0,3.0,2.0,,,,1.0,1.0,2.0,2.0,3.0,1.0,0.0151,,,1.0,,,,,,,,,,
11369875,away,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1195,M,904887,EUR,954892800,M,24,24,False,25.0,23.0,2.0,2.0,10.0,10.0,13.0,15.0,1.0,2.0,,,,,90.0,35.0,7.0,3.0,0.0137893,3,,,,,,,1.0,1.0,2.0,4.0,1.0,,,,3.0,,2.0,,,1.0,0.1064,1.0,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,M,10,10,False,27.0,23.0,2.0,2.0,12.0,13.0,13.0,19.0,1.0,3.0,,,,,90.0,60.0,7.4,16.0,0.131909,1,,,,,5.0,2.0,1.0,,8.0,10.0,,4.0,3.0,,1.0,1.0,6.0,4.0,2.0,3.0,0.0421,1.0,,1.0,,,,1.0,,,,,,
11369875,away,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,22.0,16.0,3.0,2.0,5.0,6.0,11.0,18.0,,1.0,,,,,90.0,33.0,6.7,11.0,0.0362361,1,,,,,2.0,,2.0,1.0,2.0,1.0,,,,,,1.0,,,3.0,,0.0696,1.0,,1.0,2.0,1.0,,,,,,,,
11369875,away,Royal Antwerp FC,Kobe Corbanie,corbanie-kobe,K. Corbanie,D,2,187,205,M,1463869,EUR,1115683200,D,52,52,True,15.0,9.0,1.0,1.0,7.0,9.0,2.0,7.0,,,,,,,27.0,22.0,7.0,8.0,0.300164,0,,Kobe Corbanie,,1.0,1.0,,1.0,3.0,2.0,5.0,,,,1.0,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,
11369875,away,Royal Antwerp FC,George Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185,2537,M,1462434,EUR,1155686400,F,9,9,True,1.0,1.0,,,1.0,1.0,,,,,,,,,19.0,5.0,7.2,2.0,3.014e-05,1,,George,Ilenikhena,,,,1.0,,2.0,,,,,,,,,,2.0,,0.1256,,,1.0,1.0,,,,1.0,1.0,0.9855,,,
11369875,away,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,True,3.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,,,,,12.0,4.0,6.2,2.0,2.92e-06,0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Senne Lammens,senne-lammens,S. Lammens,G,31,193,27447,M,964753,EUR,1026000000,G,91,91,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Gyrano Kerk,gyrano-kerk,G. Kerk,M,7,175,505,M,386950,EUR,817862400,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369875,away,Royal Antwerp FC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,F,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
