match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,captain,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_totalCross,stat_errorLeadToAGoal,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim
11352582,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,35.0,26.0,12.0,3.0,24.0,27.0,2.0,8.0,1.0,1.0,7.0,3.0,5.0,2.0,2.0,90.0,46.0,6.6,10.0,0.00272558,0,0.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352582,home,Luton Town,Teden Mengi,teden-mengi,T. Mengi,D,15,183,754,M,979233,EUR,1020124800,D,15,15,False,43.0,32.0,9.0,5.0,18.0,21.0,14.0,22.0,2.0,,6.0,,,,,90.0,58.0,6.9,13.0,0.284017,0,,,,2.0,10.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352582,home,Luton Town,Gabriel Osho,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,2,2,False,36.0,30.0,3.0,,27.0,28.0,3.0,8.0,9.0,1.0,5.0,,,,,90.0,47.0,6.2,8.0,0.00107912,0,,,,4.0,6.0,,2.0,2.0,1.0,1.0,,1.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,
11352582,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,289,M,369674,EUR,768096000,D,29,29,False,44.0,39.0,3.0,1.0,24.0,26.0,15.0,18.0,2.0,,3.0,,,,,90.0,55.0,6.5,8.0,0.0121573,0,,,,,4.0,,1.0,1.0,,,2.0,,1.0,,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11352582,home,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,M,12,12,False,20.0,16.0,2.0,1.0,11.0,12.0,5.0,10.0,4.0,1.0,5.0,,,,,45.0,40.0,6.2,8.0,0.00277343,0,,,,1.0,8.0,,,4.0,3.0,,2.0,2.0,,,,,,2.0,1.0,issa_kabore_29,2.0,1.0,1.0,,,,,,,,,,,,
11352582,home,Luton Town,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,28,28,False,56.0,49.0,10.0,8.0,28.0,31.0,21.0,26.0,3.0,1.0,2.0,,,,,89.0,67.0,7.0,9.0,0.0120311,0,,,,3.0,8.0,,,1.0,1.0,,4.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11352582,home,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,6,6,False,52.0,49.0,,,20.0,20.0,29.0,33.0,12.0,3.0,9.0,,,,,90.0,80.0,7.4,14.0,0.0489441,5,,,,,7.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,3.0,7.0,4.0,,1.0,,,2.0,2.0,1.0,1.0,0.4592,0.5314,,,,,,
11352582,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,39.0,28.0,2.0,1.0,14.0,16.0,19.0,43.0,6.0,3.0,5.0,,,,,90.0,86.0,7.9,32.0,0.372821,1,,,,,4.0,,2.0,3.0,3.0,2.0,,1.0,4.0,,,,1.0,2.0,1.0,,20.0,,2.0,,1.0,,,0.1294,0.1917,1.0,5.0,2.0,,,
11352582,home,Luton Town,Andros Townsend,andros-townsend,A. Townsend,F,30,181,590,M,47992,EUR,679622400,F,30,30,False,14.0,12.0,2.0,1.0,3.0,3.0,10.0,16.0,2.0,,3.0,,,,,62.0,27.0,6.9,9.0,0.352305,0,,,,,2.0,,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,5.0,,1.0,,,,,,,,1.0,,,,
11352582,home,Luton Town,Jacob Brown,jacob-brown,J. Brown,F,40,178,156,M,858911,EUR,892166400,F,19,19,False,11.0,10.0,,,4.0,4.0,6.0,7.0,3.0,1.0,4.0,,,,,45.0,22.0,7.0,3.0,0.017198,2,,,,1.0,6.0,,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,2.0,,0.1298,,,,,,,
