match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_lastManTackle
12764895,home,LASK,Jörg Siebenhandl,jorg-siebenhandl,J. Siebenhandl,G,27,183.0,40,M,90008,EUR,632620800,G,28,28,False,16.0,14.0,4.0,2.0,0.0,13.0,14.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,90.0,23.0,7.2,2.0,0.00027994,0,0.1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764895,home,LASK,Filip Stojković,filip-stojkovic,F. Stojković,D,30,180.0,106,M,98433,EUR,727660800,D,22,22,False,41.0,26.0,10.0,3.0,0.0,18.0,22.0,8.0,20.0,1.0,6.0,,,,75.0,68.0,6.8,19.0,0.0416854,2,,1.0,2.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.163,1.0,,,,,,,,,,,,,,,
12764895,home,LASK,Philipp Ziereis,philipp-ziereis,P. Ziereis,D,4,189.0,52,M,142852,EUR,732067200,D,5,5,False,93.0,74.0,12.0,3.0,0.0,45.0,50.0,29.0,43.0,4.0,11.0,,,,90.0,111.0,7.1,21.0,0.0226998,2,,,5.0,3.0,7.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,0.0392,,,,1.0,1.0,1.0,,,,,,,,,,
12764895,home,LASK,Hrvoje Smolčić,hrvoje-smolcic,H. Smolčić,D,6,181.0,720,M,974582,EUR,966470400,D,26,26,False,73.0,64.0,7.0,,0.0,42.0,47.0,22.0,26.0,7.0,5.0,,,,75.0,86.0,7.2,9.0,0.028662,1,,,5.0,2.0,5.0,,,,1.0,,,,,,,0.0102,,,,2.0,1.0,1.0,,,,,,,,,,
12764895,home,LASK,George Bello,george-bello,G. Bello,D,2,170.0,312,M,931742,EUR,1011657600,D,2,2,False,61.0,49.0,8.0,4.0,0.0,18.0,22.0,31.0,44.0,1.0,6.0,,,,90.0,96.0,7.5,21.0,0.156184,2,,5.0,,2.0,3.0,,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,,0.0399,,,,,3.0,,1.0,,,,,,,,,
12764895,home,LASK,Melayro Bogarde,melayro-bogarde,M. Bogarde,D,6,184.0,191,M,961672,EUR,1022544000,M,6,6,False,37.0,28.0,5.0,,0.0,16.0,16.0,12.0,22.0,5.0,3.0,,,,90.0,55.0,6.8,12.0,0.0250547,0,,1.0,2.0,6.0,6.0,1.0,1.0,,,,,3.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,1.0,,,,,,,,,,
12764895,home,LASK,Branko Jovičić,branko-jovicic,B. Jovičić,M,18,179.0,109,M,220231,EUR,732412800,M,18,18,False,38.0,32.0,4.0,1.0,0.0,11.0,14.0,21.0,24.0,1.0,5.0,,,,61.0,44.0,6.8,7.0,0.063415,0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
12764895,home,LASK,Sascha Horvath,sascha-horvath,S. Horvath,M,30,164.0,114,M,282093,EUR,840672000,M,30,30,False,32.0,24.0,3.0,1.0,0.0,5.0,5.0,21.0,31.0,,3.0,,,,90.0,59.0,6.6,20.0,0.187039,2,,4.0,1.0,13.0,6.0,2.0,3.0,4.0,,1.0,,5.0,2.0,3.0,1.0,0.1167,2.0,,,4.0,1.0,,,2.0,1.0,0.1154,,,,,,
12764895,home,LASK,Robert Žulj,robert-zulj,R. Žulj,M,32,189.0,271,M,121613,EUR,697248000,M,10,10,False,31.0,17.0,2.0,1.0,0.0,4.0,8.0,16.0,28.0,,3.0,,,,90.0,48.0,7.2,19.0,0.437978,3,,5.0,4.0,8.0,7.0,,1.0,3.0,2.0,1.0,,2.0,1.0,,1.0,0.2109,3.0,,,4.0,,,1.0,3.0,,,True,,,,,
12764895,home,LASK,Valon Berisha,valon-berisha,V. Berisha,M,23,176.0,464,M,98197,EUR,729043200,M,14,14,False,32.0,22.0,2.0,1.0,0.0,5.0,8.0,19.0,30.0,1.0,2.0,,,,90.0,50.0,7.7,15.0,0.122947,3,,6.0,3.0,3.0,7.0,,,1.0,3.0,,,1.0,1.0,1.0,1.0,0.1757,2.0,,,3.0,1.0,2.0,1.0,2.0,,,,2.0,,,,
