match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_outfielderBlock,stat_wonTackle,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
11392826,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,33.0,28.0,11.0,6.0,25.0,25.0,3.0,8.0,1.0,1.0,6.0,2.0,1.0,2.0,90.0,43.0,6.9,5.0,0.00030522,0,0.0929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,False,25.0,20.0,1.0,,11.0,12.0,9.0,14.0,1.0,3.0,4.0,,,,70.0,41.0,6.7,11.0,0.244967,0,,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,54.0,49.0,6.0,4.0,34.0,37.0,15.0,17.0,,1.0,1.0,,,,90.0,66.0,6.8,6.0,0.00752812,2,,,2.0,3.0,,,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.2644,,,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,False,70.0,67.0,5.0,3.0,55.0,56.0,12.0,14.0,,2.0,4.0,,,,90.0,77.0,6.9,3.0,0.00223038,0,,,,,,,3.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,D,3,3,False,48.0,40.0,1.0,,28.0,33.0,12.0,17.0,,10.0,3.0,,,,90.0,84.0,7.9,19.0,0.0181339,1,,2.0,1.0,5.0,2.0,4.0,,3.0,3.0,1.0,,,,4.0,0.017,1.0,1.0,,,3.0,1.0,1.0,0.4588,,,,,,,,
11392826,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,65.0,55.0,8.0,6.0,31.0,34.0,26.0,38.0,,,6.0,,,,90.0,88.0,7.1,18.0,0.086366,3,,7.0,,4.0,1.0,2.0,4.0,,,,3.0,1.0,,,0.1226,1.0,,,,,1.0,,0.4577,True,2.0,1.0,1.0,,,,
11392826,home,Stade Rennais,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,21,21,False,62.0,57.0,2.0,1.0,38.0,40.0,19.0,22.0,,2.0,6.0,,,,76.0,73.0,6.8,8.0,0.0142372,0,,,,4.0,2.0,,,2.0,,2.0,1.0,,4.0,,,,,,,,,,,,,,,Mati,,,
11392826,home,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,False,45.0,36.0,7.0,5.0,13.0,16.0,23.0,29.0,1.0,8.0,4.0,,,,90.0,64.0,6.8,16.0,0.10584,2,,,3.0,9.0,2.0,1.0,,4.0,4.0,2.0,1.0,,,3.0,0.1021,,1.0,Désiré Doué,,,,,,,,1.0,2.0,DD14,,,
11392826,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,F,11,11,False,25.0,21.0,1.0,1.0,9.0,9.0,12.0,18.0,,3.0,8.0,,,,82.0,37.0,7.0,8.0,0.0195778,3,,2.0,,4.0,,1.0,,1.0,1.0,3.0,1.0,3.0,,2.0,0.0681,,1.0,,,,,,,,,,,,1.0,,
11392826,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,14.0,11.0,,,4.0,5.0,8.0,10.0,,5.0,,,,,70.0,28.0,6.9,7.0,0.205695,3,,1.0,3.0,5.0,1.0,2.0,,,1.0,,,2.0,,4.0,0.1833,,,,,1.0,,,,,1.0,,1.0,,2.0,,
11392826,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,28.0,23.0,,,5.0,7.0,18.0,21.0,1.0,3.0,3.0,,,,82.0,40.0,6.9,8.0,0.119153,3,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,0.2532,,,,,1.0,,,,,,,3.0,amine_gouiri,,,
11392826,home,Stade Rennais,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,17,17,True,9.0,6.0,1.0,,3.0,5.0,3.0,5.0,3.0,3.0,,,,,20.0,18.0,6.5,6.0,0.00429262,2,,1.0,1.0,4.0,1.0,,2.0,,,2.0,1.0,1.0,,,0.0889,,,,,,,,,,,,1.0,,,,
11392826,home,Stade Rennais,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,F,7,7,True,4.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,20.0,7.0,6.6,2.0,0.0897153,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
11392826,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,True,7.0,2.0,1.0,,2.0,6.0,,1.0,1.0,3.0,1.0,,,,14.0,11.0,6.5,5.0,2.092e-05,0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1574,M,929620,EUR,1013817600,M,32,32,True,3.0,,,,,,,3.0,,,,,,,8.0,4.0,6.5,4.0,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11392826,home,Stade Rennais,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,8.0,5.0,6.8,2.0,1.67e-05,1,,,,1.0,1.0,1.0,,,1.0,,,,,,0.0392,,,,,1.0,1.0,,0.0447,,,,,,,,
11392826,home,Stade Rennais,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
