match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_challengeLost,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,captain,stat_bigChanceMissed,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork
10388383,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,38.0,24.0,36.0,22.0,3.0,5.0,21.0,33.0,1.0,1.0,7.0,1.0,1.0,2.0,90.0,43.0,7.3,14.0,0.0,0.0,0.0168991,0,0.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,False,26.0,20.0,3.0,2.0,7.0,11.0,13.0,17.0,5.0,3.0,9.0,4.0,3.0,,90.0,48.0,7.5,13.0,0.0,0.0,0.00772784,0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,44.0,34.0,2.0,1.0,22.0,25.0,12.0,19.0,9.0,3.0,5.0,2.0,2.0,,90.0,56.0,7.4,11.0,0.0306,0.0,0.00775357,1,,,4.0,1.0,2.0,,2.0,,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,33.0,30.0,4.0,3.0,19.0,20.0,11.0,13.0,5.0,4.0,8.0,2.0,1.0,,90.0,43.0,7.1,4.0,0.0,0.0,0.00709003,0,,,2.0,,1.0,1.0,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,30,30,False,16.0,15.0,3.0,2.0,6.0,7.0,9.0,10.0,5.0,,3.0,2.0,1.0,,57.0,24.0,6.8,2.0,0.0,0.0,0.00764764,0,,1.0,3.0,1.0,1.0,,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,51.0,38.0,4.0,2.0,6.0,8.0,33.0,50.0,5.0,,6.0,2.0,2.0,,89.0,72.0,8.6,24.0,0.0707,0.0277,0.179685,1,,7.0,4.0,,,4.0,2.0,1.0,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,27.0,20.0,2.0,,9.0,9.0,11.0,18.0,9.0,1.0,6.0,5.0,2.0,,90.0,45.0,7.3,10.0,0.0335,0.0,0.0463712,1,,,8.0,,4.0,1.0,,3.0,1.0,4.0,,1.0,3.0,,,1.0,,,,,,True,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,21.0,19.0,1.0,1.0,6.0,6.0,13.0,16.0,3.0,,8.0,2.0,1.0,,56.0,36.0,7.4,10.0,0.3874,0.6125,0.172356,1,,1.0,7.0,,,2.0,,1.0,,,1.0,,2.0,,,4.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
10388383,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,F,11,11,False,17.0,11.0,2.0,1.0,2.0,3.0,11.0,16.0,3.0,2.0,5.0,1.0,1.0,,81.0,35.0,8.1,12.0,0.2964,0.149,0.299171,2,,2.0,2.0,,,5.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
10388383,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,26.0,15.0,,,3.0,3.0,12.0,23.0,9.0,5.0,3.0,1.0,,,81.0,44.0,7.1,14.0,0.3257,0.0258,0.0822588,4,,,9.0,,,2.0,3.0,2.0,5.0,5.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,2.0,1.0,,,,,,
