match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,player_firstName,stat_dispossessed,player_lastName,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
10407244,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184.0,78,M,986770,EUR,987465600,G,30,30,False,30.0,18.0,21.0,9.0,11.0,13.0,7.0,17.0,1.0,2.0,2.0,12.0,1.0,4.0,4.0,2.0,90.0,44.0,7.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407244,home,RFC Seraing,Daniel Opare,daniel-opare,D. Opare,D,,172.0,62,,121251,EUR,656208000,D,40,40,False,49.0,37.0,16.0,8.0,20.0,24.0,17.0,25.0,3.0,5.0,3.0,4.0,,,,,89.0,61.0,6.9,13.0,0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407244,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188.0,10,M,45907,EUR,467424000,D,23,23,False,46.0,40.0,8.0,4.0,33.0,34.0,7.0,12.0,1.0,1.0,1.0,5.0,,,,,90.0,54.0,7.1,6.0,0,2.0,2.0,,,,,,,,,,True,4.0,,,,,,,,,,,,,,,
10407244,home,RFC Seraing,Abdoulaye Sylla,abdoulaye-sylla,A. Sylla,D,2,181.0,339,M,1102501,EUR,955324800,D,2,2,False,43.0,40.0,10.0,8.0,30.0,30.0,10.0,13.0,1.0,3.0,1.0,4.0,,,,,90.0,50.0,6.8,4.0,0,1.0,3.0,,,,,2.0,,,1.0,,,1.0,Abdoulaye Sylla,1.0,,,,,,,,,,,,,
10407244,home,RFC Seraing,Sérgio Conceição,sergio-conceicao,S. Conceição,M,35,180.0,139,M,1010877,EUR,847756800,M,35,35,False,23.0,14.0,5.0,2.0,4.0,8.0,12.0,26.0,1.0,3.0,,4.0,1.0,,,,90.0,44.0,6.9,22.0,1,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,11.0,2.0,1.0,,,,,,,,,
10407244,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186.0,49,M,893030,EUR,925171200,M,27,27,False,33.0,25.0,2.0,,12.0,14.0,13.0,19.0,,3.0,,2.0,1.0,,,,90.0,40.0,6.7,8.0,0,,2.0,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10407244,home,RFC Seraing,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,103,M,834261,EUR,873849600,M,12,12,False,13.0,10.0,,,1.0,1.0,9.0,12.0,1.0,11.0,,5.0,6.0,,,,90.0,38.0,6.6,12.0,4,2.0,11.0,,3.0,1.0,,3.0,2.0,1.0,2.0,,,,,6.0,,,,1.0,2.0,1.0,,,,,,,
10407244,home,RFC Seraing,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177.0,235,M,957895,EUR,906076800,M,15,15,False,53.0,38.0,7.0,3.0,17.0,20.0,21.0,34.0,1.0,11.0,1.0,14.0,2.0,,,,90.0,76.0,7.2,18.0,1,1.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,
10407244,home,RFC Seraing,Leroy Abanda,leroy-abanda,L. A. Mfomo,D,97,178.0,136,M,859030,EUR,960336000,M,11,11,False,24.0,16.0,3.0,1.0,5.0,6.0,13.0,22.0,2.0,6.0,1.0,5.0,,,,,89.0,51.0,7.3,19.0,2,,2.0,,3.0,1.0,1.0,3.0,3.0,1.0,,2.0,,,,,,4.0,2.0,1.0,,1.0,,,,,,,
10407244,home,RFC Seraing,Simon Elisor,elisor-simon,S. Elisor,F,12,186.0,169,M,1049526,EUR,932515200,F,9,9,False,9.0,6.0,,,3.0,3.0,3.0,6.0,3.0,5.0,,2.0,,,,,72.0,13.0,6.9,4.0,1,2.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
