match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,captain,stat_challengeLost,stat_bigChanceMissed,stat_wonTackle,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_goals
14572817,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,390,M,347726,EUR,770256000,G,1,1,False,39.0,27.0,27.0,15.0,0.0,18.0,24.0,9.0,15.0,2.0,3.0,3.0,90.0,43.0,8.0,12.0,0.00396863,0.9474,0,0.0607,0.07,-0.04,-0.11,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572817,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,27.0,10.0,8.0,,0.0,6.0,12.0,4.0,15.0,2.0,,,90.0,45.0,6.1,23.0,0.0524269,,0,,0.13,-0.07,-0.2,,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14572817,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190.0,158,M,152414,EUR,719107200,D,3,3,False,27.0,23.0,6.0,4.0,0.0,20.0,22.0,3.0,5.0,3.0,,,90.0,44.0,7.0,6.0,0.00154989,,3,,0.03,-0.08,0.3,,,,2.0,5.0,3.0,6.0,,6.0,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.1017,-0.29,,,,,,,,,,,,,,,
14572817,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182.0,150,M,46900,EUR,618105600,D,24,24,False,32.0,30.0,3.0,3.0,0.0,27.0,27.0,3.0,5.0,2.0,,,89.0,39.0,6.8,2.0,0.0686039,,1,,0.24,0.01,-0.21,,,,1.0,1.0,2.0,4.0,,1.0,,3.0,,,,,1.0,,,,0.45,-0.2,True,1.0,1.0,3.0,,,,,,,,,,,
14572817,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3584,M,991679,EUR,971913600,D,16,16,False,26.0,18.0,8.0,4.0,0.0,8.0,12.0,10.0,14.0,2.0,,,90.0,52.0,7.3,17.0,0.604699,,2,,0.53,0.33,-0.09,,10.0,2.0,,,3.0,2.0,,4.0,2.0,1.0,,3.0,1.0,,1.0,1.0,,1.0,0.2119,-0.34,,,,1.0,,,,,,,,,,,
14572817,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173.0,363,M,1000548,EUR,1043625600,M,27,27,False,23.0,17.0,2.0,2.0,0.0,11.0,13.0,6.0,10.0,4.0,,,90.0,33.0,6.4,8.0,0.00489984,,0,,0.01,0.03,-0.09,,,,3.0,1.0,7.0,4.0,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
14572817,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179.0,685,M,1433802,EUR,1086048000,M,21,21,False,38.0,32.0,4.0,1.0,0.0,18.0,20.0,14.0,18.0,5.0,,,90.0,49.0,6.4,8.0,0.0316205,,1,,0.18,0.15,-0.01,,1.0,,1.0,,4.0,1.0,1.0,5.0,1.0,,,2.0,,,1.0,,,1.0,0.0807,-0.54,,,,,,,,,,,,,,,
14572817,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185.0,77,M,837010,EUR,928627200,M,23,23,False,11.0,8.0,,,0.0,5.0,8.0,3.0,3.0,2.0,,,80.0,23.0,6.1,8.0,0.00653845,,0,,-0.14,0.29,-0.08,,1.0,,3.0,,7.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,
14572817,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179.0,648,M,1014118,EUR,1051574400,M,22,22,False,13.0,6.0,,,0.0,1.0,2.0,5.0,11.0,3.0,,,90.0,41.0,6.8,14.0,0.00777239,,2,,-0.32,0.11,-0.08,,2.0,,3.0,2.0,11.0,12.0,2.0,,1.0,1.0,1.0,3.0,,,1.0,,,7.0,0.0402,-0.05,,1.0,,,4.0,2.0,1.0,1.0,0.4084,,,,,,
14572817,home,FC Utrecht,Derry Murkin,,,derry-murkin,D. Murkin,D,2,183.0,178,M,946561,EUR,933033600,M,55,55,False,16.0,11.0,1.0,,0.0,4.0,7.0,7.0,9.0,2.0,,,80.0,23.0,6.8,8.0,0.0276912,,0,,0.04,0.05,-0.01,,1.0,,2.0,1.0,3.0,5.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,
