match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_totalLongBalls,stat_accurateLongBalls,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,captain,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_hitWoodwork,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_outfielderBlock,stat_totalOffside,player_lastName
12437864,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,15.0,15.0,0.0,14.0,14.0,1.0,1.0,4.0,90.0,15.0,6.7,0.00022165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437864,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,78.0,69.0,0.0,15.0,18.0,54.0,62.0,3.0,90.0,98.0,7.4,0.0849154,0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437864,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,59.0,56.0,1.0,18.0,19.0,38.0,40.0,1.0,76.0,68.0,8.5,0.0480805,2,3.0,1.0,,3.0,,5.0,3.0,,1.0,,3.0,2.0,,1.0,4.0,True,1.0,1.0,1.0,1.0,1.0,0.3944,0.1925,1.0,,,,,,,,,,,,,,,,
12437864,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,2,2,False,71.0,67.0,0.0,17.0,18.0,50.0,53.0,2.0,59.0,73.0,7.0,0.0519824,0,3.0,2.0,,2.0,1.0,2.0,1.0,,1.0,,,,,,4.0,,,,,,,,,,Pau Cubarsí,,,,,,,,,,,,,,,
12437864,home,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186,43738,M,gerardmaartin,1094827,EUR,1014681600,D,35,35,False,58.0,56.0,0.0,20.0,22.0,37.0,39.0,5.0,90.0,75.0,8.1,0.144376,3,6.0,5.0,3.0,1.0,,4.0,3.0,2.0,,1.0,1.0,,1.0,1.0,5.0,,,,1.0,1.0,1.0,0.1965,0.5734,,Gerard,1.0,2.0,2.0,1.0,,,,,,,,,,,
12437864,home,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,84.0,77.0,0.0,16.0,16.0,61.0,69.0,4.0,90.0,95.0,8.1,0.1726,1,2.0,1.0,1.0,,1.0,8.0,6.0,2.0,,2.0,4.0,3.0,,6.0,8.0,,,,,1.0,1.0,0.1108,0.7743,1.0,,,,,,1.0,,,,,,,,,,
12437864,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,19,19,False,78.0,68.0,0.0,4.0,5.0,64.0,74.0,4.0,90.0,108.0,9.0,1.11997,5,1.0,,1.0,,,5.0,9.0,,,1.0,2.0,2.0,4.0,2.0,21.0,,1.0,1.0,,1.0,,0.1248,0.0243,6.0,,,10.0,6.0,4.0,1.0,,,,,,,,,,
12437864,home,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179,191682,M,DaniOlmo,789071,EUR,894499200,M,20,20,False,38.0,35.0,2.0,4.0,5.0,31.0,33.0,4.0,71.0,50.0,8.7,0.506098,5,2.0,1.0,,2.0,,3.0,2.0,,,,,,3.0,1.0,6.0,,,1.0,1.0,2.0,,0.3909,0.6433,5.0,,,,,2.0,2.0,,,,,,,,,,
12437864,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,67.0,62.0,0.0,11.0,11.0,52.0,58.0,4.0,59.0,82.0,8.0,0.252851,3,5.0,4.0,2.0,,,2.0,3.0,,,1.0,2.0,2.0,,,8.0,,1.0,,1.0,1.0,,0.1757,0.0416,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,
12437864,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,11,11,False,41.0,32.0,0.0,7.0,9.0,27.0,40.0,4.0,59.0,56.0,6.7,0.1407,2,1.0,,8.0,,,2.0,,,,,,,,,17.0,,,,1.0,,,0.0698,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,
