match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_goalAssist,stat_errorLeadToAShot
10434158,home,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190.0,61,M,213542,EUR,780710400,G,1,1,False,True,27.0,13.0,20.0,6.0,7.0,11.0,6.0,16.0,3.0,9.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,38.0,7.9,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434158,home,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170.0,27,M,852161,EUR,800928000,D,77,77,False,,37.0,30.0,5.0,4.0,12.0,14.0,19.0,29.0,1.0,7.0,,,,,,,90.0,61.0,7.0,17.0,0,6.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10434158,home,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,42,181.0,87,M,158625,EUR,712195200,D,21,21,False,,38.0,24.0,9.0,2.0,18.0,22.0,6.0,16.0,1.0,4.0,,,,,,,90.0,46.0,6.2,16.0,0,,,7.0,,10.0,1.0,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,
10434158,home,Giresunspor,Alexis Pérez,alexis-perez,A. Pérez,D,25,181.0,189,M,602812,EUR,764553600,D,25,25,False,,51.0,42.0,16.0,9.0,31.0,35.0,11.0,17.0,4.0,4.0,,,,,,,90.0,68.0,7.6,11.0,0,1.0,,3.0,1.0,5.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,6.0,1.0,,,,,,,,,,,
10434158,home,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180.0,20,M,100102,EUR,660873600,D,6,6,False,,32.0,21.0,5.0,2.0,11.0,16.0,11.0,22.0,,10.0,,,,,,,90.0,65.0,7.0,23.0,0,6.0,1.0,2.0,3.0,5.0,7.0,2.0,,,,3.0,3.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,
10434158,home,Giresunspor,Hamidou Traoré,hamidou-traore,H. Traoré,M,6,175.0,134,M,333213,EUR,844646400,M,8,8,False,,43.0,31.0,9.0,6.0,15.0,19.0,16.0,24.0,,4.0,,,,,,,90.0,56.0,7.2,13.0,4,,,3.0,1.0,4.0,4.0,1.0,,,,2.0,2.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,,
10434158,home,Giresunspor,Robert Mejía,robert-mejia,R. Mejía,M,88,173.0,79,M,1020193,EUR,970790400,M,14,14,False,,32.0,26.0,1.0,,19.0,21.0,7.0,11.0,,3.0,,,,,,,64.0,39.0,6.7,7.0,1,,,2.0,4.0,6.0,5.0,,,,,,,1.0,3.0,,1.0,2.0,,1.0,,1.0,,,,,,,,
10434158,home,Giresunspor,Serginho,serginho,Serginho,M,70,180.0,333,M,849301,EUR,797126400,M,10,10,False,,26.0,21.0,,,3.0,3.0,18.0,26.0,,6.0,,,,,,,88.0,43.0,5.9,14.0,1,3.0,,1.0,,7.0,3.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,
10434158,home,Giresunspor,Vukan Savićević,vukan-savicevic,V. Savićević,M,8,180.0,71,M,257071,EUR,759801600,M,26,26,False,,28.0,24.0,,,13.0,14.0,12.0,16.0,,1.0,,,,,,,64.0,43.0,6.8,11.0,1,2.0,1.0,1.0,,5.0,3.0,1.0,1.0,,1.0,,,3.0,,4.0,2.0,,,3.0,,1.0,,,,,,,,
10434158,home,Giresunspor,Borja Sainz,borja-sainz,B. Sainz,F,17,174.0,2630,M,992567,EUR,980985600,M,7,7,False,,27.0,20.0,5.0,2.0,11.0,14.0,9.0,15.0,,3.0,,,,,,,88.0,51.0,6.8,18.0,2,2.0,,,,4.0,3.0,2.0,4.0,2.0,,1.0,,,,2.0,,2.0,,4.0,,,,,,2.0,1.0,,,
