match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_keyPass,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_punches
10411439,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,13.0,6.0,11.0,4.0,4.0,4.0,2.0,9.0,8.0,3.0,90.0,22.0,6.3,7.0,0.0,0.0,0.000242,0,-0.6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411439,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,22.0,18.0,3.0,1.0,13.0,15.0,5.0,7.0,7.0,,90.0,33.0,6.4,7.0,0.0429,0.0,0.00259139,1,,23,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10411439,home,Roma,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1585,M,,893642,EUR,949968000,D,24,24,False,2.0,1.0,,,1.0,2.0,,,,,15.0,3.0,6.5,1.0,0.0,0.0,6.12e-06,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411439,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,27.0,21.0,4.0,,16.0,19.0,5.0,8.0,6.0,,90.0,38.0,6.6,8.0,0.0,0.0,0.00247961,0,,3,1.0,7.0,4.0,,1.0,1.0,,3.0,,2.0,,,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
10411439,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,180,2880,M,,893008,EUR,856137600,M,19,19,False,38.0,27.0,7.0,3.0,14.0,19.0,14.0,22.0,5.0,,90.0,76.0,7.0,23.0,0.0,0.0,0.141805,0,,19,,7.0,5.0,3.0,1.0,,,1.0,,1.0,,,1.0,1.0,,5.0,4.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,
10411439,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,30.0,27.0,8.0,6.0,17.0,18.0,10.0,12.0,8.0,,90.0,37.0,7.0,4.0,0.0,0.0,0.01137,0,,4,1.0,3.0,2.0,,,,,2.0,1.0,1.0,,,2.0,,,1.0,,,,,2.0,,,,,,,,,
10411439,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3565,M,Mati,44241,EUR,586396800,M,8,8,False,36.0,32.0,4.0,3.0,16.0,17.0,16.0,19.0,7.0,,90.0,48.0,7.3,5.0,0.0,0.0,0.00901595,0,,18,,1.0,6.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,4.0,3.0,,,,1.0,1.0,1.0,,,,,,,
10411439,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,M,37,37,False,34.0,26.0,5.0,2.0,12.0,14.0,14.0,21.0,3.0,,90.0,54.0,6.5,16.0,0.087,0.0,0.327175,1,,37,,4.0,1.0,,4.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,
10411439,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,F,7,7,False,36.0,27.0,2.0,1.0,9.0,13.0,19.0,28.0,8.0,,90.0,59.0,6.9,19.0,0.5298,0.0,0.146653,4,,7,1.0,6.0,5.0,4.0,2.0,1.0,1.0,3.0,5.0,,,,1.0,,,2.0,1.0,,5.0,1.0,1.0,2.0,1.0,,3.0,True,1.0,,,
10411439,home,Roma,Andrea Belotti,andrea-belotti,A. Belotti,F,181,3521,M,gallobelotti,220223,EUR,756345600,F,11,11,False,13.0,8.0,,,3.0,3.0,5.0,10.0,,,45.0,22.0,6.5,7.0,0.1074,0.0,0.0769917,2,,19,1.0,8.0,2.0,,2.0,,1.0,,,,,,6.0,,,,,,,,,1.0,1.0,,1.0,,,,,
