match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_accurateKeeperSweeper,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork
11409132,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,20.0,16.0,9.0,5.0,16.0,16.0,4.0,1.0,6.0,4.0,1.0,1.0,90.0,31.0,6.4,4.0,6.546e-05,0,-1.1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,D,7,7,False,47.0,43.0,3.0,1.0,15.0,17.0,45.0,1.0,7.0,,,,90.0,76.0,6.8,18.0,0.141504,1,,11,30.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0322,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,189,1826,M,804764,EUR,852076800,D,5,5,False,83.0,73.0,13.0,7.0,48.0,49.0,35.0,1.0,5.0,,,,90.0,90.0,6.0,13.0,0.0106987,1,,6,25.0,1.0,,3.0,5.0,6.0,1.0,1.0,,,,0.0445,,,,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,80.0,69.0,14.0,9.0,52.0,54.0,30.0,4.0,7.0,,,,90.0,98.0,7.1,17.0,0.0477078,1,,26,17.0,4.0,,1.0,4.0,7.0,,,,4.0,1.0,0.0858,1.0,,,3.0,1.0,,,3.0,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,M,1134441,EUR,923097600,D,70,70,False,25.0,20.0,1.0,1.0,10.0,14.0,16.0,,5.0,,,,56.0,46.0,6.6,14.0,0.122608,1,,70,10.0,5.0,,1.0,3.0,3.0,2.0,1.0,,1.0,1.0,0.0188,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,
11409132,home,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,184,1041,M,892309,EUR,923616000,M,10,10,False,33.0,27.0,3.0,2.0,8.0,8.0,25.0,,2.0,,,,78.0,47.0,6.9,10.0,0.0309867,0,,7,19.0,,,4.0,7.0,6.0,1.0,1.0,,2.0,,,2.0,,,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11409132,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,M,158597,EUR,733363200,M,24,24,False,100.0,92.0,6.0,4.0,55.0,59.0,44.0,1.0,6.0,,,,90.0,111.0,6.8,12.0,0.0668478,2,,42,38.0,3.0,1.0,2.0,6.0,3.0,,,2.0,,,0.1184,2.0,,,1.0,,,2.0,2.0,2.0,,,2.0,True,,,,,,,,,,,,
11409132,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,M,847013,EUR,869788800,M,42,42,False,16.0,13.0,,,3.0,4.0,14.0,2.0,,,,,40.0,25.0,6.5,6.0,0.213338,1,,42,11.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,,0.0337,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11409132,home,Boavista,Masaki Watai,masaki-watai,M. Watai,M,168,73,M,926641,EUR,932256000,F,13,13,False,17.0,15.0,1.0,1.0,5.0,5.0,14.0,,,,,,56.0,25.0,6.8,4.0,0.0975908,1,,11,11.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,0.0192,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,M,912033,EUR,942883200,F,9,9,False,15.0,11.0,1.0,,3.0,3.0,12.0,2.0,1.0,,,,90.0,33.0,7.8,7.0,0.0120024,6,,11,8.0,,,2.0,5.0,5.0,,,1.0,,,0.3865,1.0,,,2.0,3.0,,2.0,2.0,,1.0,,3.0,,2.0,1.0,1.0,,,,,,,,,
11409132,home,Boavista,Tiago Morais,tiago-morais,T. Morais,F,168,233,M,1067284,EUR,1062547200,F,21,21,False,15.0,13.0,1.0,,3.0,3.0,15.0,,2.0,,,,56.0,28.0,6.9,9.0,0.223149,1,,21,11.0,3.0,1.0,,3.0,1.0,1.0,,,,,0.0248,3.0,,,,,,3.0,,2.0,,,1.0,,1.0,,,,,,,,,,,
11409132,home,Boavista,Luís Santos,luis-santos,L. Santos,M,176,37,M,1035183,EUR,948326400,F,11,11,True,23.0,22.0,,,8.0,8.0,19.0,,4.0,,,,50.0,33.0,6.8,5.0,0.0128156,1,,17,15.0,4.0,1.0,1.0,3.0,1.0,,,,1.0,,0.0527,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,M,143584,EUR,654393600,D,20,20,True,13.0,9.0,4.0,,4.0,4.0,11.0,,1.0,,,,34.0,27.0,6.2,10.0,0.001999,0,,20,5.0,2.0,,3.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,Filipe,Ferreira,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Berna,berna,Berna,M,169,81,M,1133287,EUR,1063584000,M,80,80,True,10.0,7.0,,,2.0,2.0,10.0,,,,,,34.0,18.0,6.4,7.0,0.00270243,1,,20,5.0,2.0,,2.0,5.0,4.0,1.0,,,1.0,,0.0199,,Berna,,2.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
11409132,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,M,1136423,EUR,1068422400,F,59,59,True,10.0,10.0,,,3.0,3.0,7.0,,,,,,34.0,14.0,6.8,2.0,0.0582129,1,,79,7.0,,,,3.0,,1.0,,1.0,,,0.0905,1.0,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,
11409132,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,True,6.0,5.0,,,1.0,1.0,5.0,,1.0,,,,12.0,8.0,6.1,3.0,0.00279006,0,,8,4.0,,,1.0,2.0,,1.0,,,,,,,Ilija,Vukotić,,,,1.0,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,Tomé Sousa,,,,,,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,M,1393991,EUR,1044921600,M,16,16,True,,,,,,,,,,,,,,,,,,0,,26,,,,,,,,,,,,,,Joel Silva,,,,,,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,F,8,8,True,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,home,Boavista,Jeriel De Santis,jeriel-de-santis,J. D. Santis,F,190,307,M,944825,EUR,1024358400,F,27,27,True,,,,,,,,,,,,,,,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,away,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,188,499,M,845792,EUR,903571200,G,33,33,False,30.0,17.0,16.0,3.0,15.0,17.0,13.0,,11.0,2.0,,1.0,90.0,39.0,6.6,14.0,0.00034073,0,-0.1557,24,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,
11409132,away,SC Farense,Pastor,pastor,Pastor,D,176,138,M,1046354,EUR,951004800,D,28,28,False,32.0,27.0,4.0,1.0,20.0,22.0,10.0,3.0,8.0,,,,89.0,51.0,6.7,7.0,0.00871173,0,,2,7.0,,,3.0,4.0,6.0,2.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,
11409132,away,SC Farense,Gonçalo Silva,goncalo-silva,G. Silva,D,184,75,M,169729,EUR,675993600,D,37,37,False,49.0,38.0,13.0,4.0,31.0,35.0,14.0,10.0,3.0,,,,90.0,64.0,6.9,11.0,0.00215237,0,,37,7.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,True,,,,,,2.0,,,,,,
11409132,away,SC Farense,Zach Muscat,zach-muscat,Z. Muscat,D,184,90,M,97622,EUR,745977600,D,6,6,False,33.0,28.0,6.0,2.0,24.0,26.0,7.0,12.0,1.0,,,,90.0,50.0,7.1,5.0,0.00073292,0,,22,4.0,,,1.0,3.0,6.0,,,,1.0,,,,,,3.0,,,,2.0,,,1.0,2.0,,,,,,,1.0,,,,,,
11409132,away,SC Farense,Talocha,talocha,Talocha,D,180,43,M,778216,EUR,620438400,D,31,31,False,28.0,23.0,5.0,1.0,8.0,9.0,22.0,2.0,,,,,90.0,41.0,6.8,8.0,0.010253,0,,31,15.0,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
11409132,away,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,187,132,M,845699,EUR,773193600,M,29,29,False,33.0,21.0,3.0,,12.0,18.0,15.0,10.0,5.0,,,,90.0,56.0,6.9,13.0,0.00705265,1,,29,9.0,,,,4.0,7.0,,,,2.0,1.0,0.0211,,,,2.0,1.0,,,2.0,1.0,1.0,1.0,3.0,,,,,,,1.0,,,,,,
11409132,away,SC Farense,Vítor Gonçalves,vitor-goncalves,V. Gonçalves,M,174,14,M,170483,EUR,701827200,M,80,80,False,22.0,21.0,1.0,1.0,8.0,8.0,16.0,4.0,6.0,,,,66.0,35.0,7.4,3.0,0.140192,0,,8,14.0,2.0,1.0,,,5.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,
11409132,away,SC Farense,Mohamed Belloumi,mohamed-belloumi,M. Belloumi,F,174,4940,M,1125839,EUR,1022889600,M,62,62,False,34.0,27.0,6.0,4.0,10.0,13.0,23.0,1.0,5.0,,,,89.0,53.0,7.1,14.0,0.0412153,3,,10,17.0,2.0,,,6.0,9.0,4.0,1.0,,2.0,1.0,0.1104,,,,5.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,,,,,,,b.m.belooumi.10,,
11409132,away,SC Farense,Mattheus,mattheus,Mattheus,M,182,151,M,243575,EUR,773539200,M,27,27,False,30.0,24.0,3.0,1.0,14.0,14.0,18.0,1.0,6.0,,,,75.0,48.0,7.2,12.0,0.301232,1,,,11.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,,1.0,,0.0219,3.0,,,,,,2.0,,,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,
11409132,away,SC Farense,Elves Baldé,elves-balde,E. Baldé,F,168,195,M,846040,EUR,938822400,M,7,7,False,13.0,10.0,1.0,1.0,1.0,3.0,14.0,,1.0,,,,66.0,25.0,6.9,11.0,0.0102281,2,,21,9.0,4.0,,,3.0,1.0,1.0,,,,,1.2324,,,,,1.0,,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,
11409132,away,SC Farense,Bruno Duarte,bruno-duarte,B. Duarte,F,182,1470,M,878830,EUR,827625600,F,9,9,False,23.0,16.0,1.0,,6.0,9.0,14.0,,4.0,,,,90.0,37.0,7.3,12.0,0.233839,1,,17,10.0,,,10.0,14.0,7.0,1.0,,,1.0,,0.2087,3.0,,,5.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,
11409132,away,SC Farense,Facundo Cáseres,facundo-caseres,F. Cáseres,M,178,226,M,989837,EUR,991008000,M,5,5,True,10.0,8.0,1.0,,5.0,6.0,4.0,1.0,1.0,,,,24.0,13.0,6.5,2.0,0.00785176,0,,5,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
11409132,away,SC Farense,Rui Costa,rui-costa,R. Costa,F,179,88,M,845782,EUR,824774400,F,19,19,True,6.0,5.0,1.0,1.0,1.0,1.0,5.0,,3.0,,,,24.0,13.0,6.7,3.0,0.00934607,3,,7,4.0,,,,1.0,3.0,,,1.0,,,0.3434,,,,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,,1.0,,,,,,,,1.0,1.0
11409132,away,SC Farense,Fabrício Isidoro,fabricio-isidoro,F. Isidoro,M,172,31,M,915638,EUR,696556800,M,14,14,True,5.0,5.0,,,3.0,3.0,2.0,1.0,2.0,,,,15.0,11.0,7.3,1.0,0.0010046,1,,14,2.0,,,,1.0,2.0,,,,1.0,1.0,0.0182,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,
11409132,away,SC Farense,Fran Delgado,fran-delgado,F. Delgado,D,181,27,M,1066011,EUR,994809600,D,2,2,True,1.0,,,,,1.0,,,,,,,8.0,3.0,6.5,1.0,1.13e-06,0,,2,,,,,,,,,,,,,,Fran Delgado,,,,,,,,,,,,,,,,,,,,,,,
11409132,away,SC Farense,Rafael Barbosa,rafael-barbosa,R. Barbosa,M,170,124,M,823128,EUR,828057600,M,8,8,True,3.0,2.0,1.0,,2.0,3.0,,,2.0,,,,8.0,8.0,7.4,2.0,5.49e-06,1,,27,,,,,1.0,2.0,,,,,,0.0162,,,,,,,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,
11409132,away,SC Farense,Luiz Felipe,luis-felipe,L. Felipe,G,197,35,M,928228,EUR,861840000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,away,SC Farense,Artur Jorge,artur-jorge,A. Jorge,D,186,53,M,310800,EUR,776822400,D,4,4,True,,,,,,,,,,,,,,,,,,0,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,away,SC Farense,Igor Rossi,igor-rossi,I. Rossi,D,189,32,M,147732,EUR,605491200,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409132,away,SC Farense,Cristian Ponde,cristian-ponde,C. Ponde,F,179,38,M,190169,EUR,791078400,F,20,20,True,,,,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
