match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_penaltyWon
11388413,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188.0,180,M,40859,EUR,602726400,G,1,1,False,True,40.0,17.0,29.0,6.0,11.0,13.0,6.0,27.0,13.0,1.0,5.0,1.0,8.0,90.0,54.0,7.9,23.0,0.00164693,0,1.4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388413,home,Vitesse,Giovanni van Zwam,giovanni-van-zwam,G. v. Zwam,D,185.0,62,M,1119473,EUR,1073001600,D,43,43,False,,43.0,31.0,5.0,1.0,22.0,28.0,9.0,15.0,5.0,,,,,81.0,66.0,5.8,19.0,0.00984627,0,,Giovanni van Zwam,,25,5.0,4.0,12.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
11388413,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190.0,131,M,874936,EUR,972777600,D,6,6,False,,36.0,27.0,7.0,5.0,20.0,27.0,7.0,9.0,6.0,,,,,90.0,50.0,6.8,10.0,0.00816063,0,,,,5,2.0,4.0,5.0,6.0,2.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11388413,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189.0,435,M,916943,EUR,995414400,D,15,15,False,,41.0,33.0,6.0,1.0,21.0,27.0,12.0,14.0,2.0,,,,,90.0,56.0,6.5,10.0,0.0168936,0,,,,3,3.0,2.0,5.0,7.0,1.0,,4.0,2.0,,,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11388413,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176.0,157,M,785815,EUR,739152000,D,5,5,False,,46.0,40.0,4.0,3.0,24.0,27.0,17.0,20.0,6.0,,,,,90.0,62.0,7.0,6.0,0.0205499,1,,,,5,,3.0,3.0,8.0,,,5.0,,3.0,3.0,3.0,,,,,,2.0,,1.0,1.0,1.0,0.0236,2.0,,,,,,,,,
11388413,home,Vitesse,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,175.0,898,M,1035515,EUR,1061856000,M,14,14,False,,28.0,21.0,1.0,,13.0,18.0,8.0,13.0,6.0,,,,,90.0,49.0,8.5,15.0,0.0361334,4,,Paxten Aaronson,,31,3.0,1.0,9.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,4.0,2.0,,2.0,,1.0,,3.0,,,1.4153,1.0,1.0,3.0,1.0,2.0,1.7519,,,,
11388413,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181.0,116,M,966542,EUR,1019779200,M,21,21,False,,44.0,37.0,2.0,1.0,22.0,26.0,16.0,21.0,3.0,,,,,86.0,59.0,6.7,12.0,0.0959034,0,,,,8,1.0,,3.0,4.0,,1.0,,2.0,3.0,3.0,,2.0,1.0,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,
11388413,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,182.0,3151,M,984602,EUR,1066262400,M,17,17,False,,23.0,20.0,,,5.0,5.0,15.0,18.0,4.0,,,,,90.0,46.0,7.2,13.0,0.743526,2,,,,10,3.0,1.0,10.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,6.0,,1.0,,,,,0.107,2.0,,1.0,1.0,,0.0739,1.0,2.0,,
11388413,home,Vitesse,Anis Hadj Moussa,anis-hadj-moussa,A. H. Moussa,F,176.0,22233,M,1218066,EUR,1013385600,F,28,28,False,,13.0,11.0,,,4.0,4.0,8.0,11.0,2.0,,,,,60.0,34.0,6.5,12.0,0.2012,0,,,,23,2.0,1.0,11.0,5.0,2.0,1.0,1.0,,,,1.0,8.0,3.0,,2.0,,1.0,,2.0,1.0,,,2.0,,,,,,,1.0,hadj.a20,
11388413,home,Vitesse,Thomas Buitink,thomas-buitink,T. Buitink,F,174.0,85,M,856736,EUR,960940800,F,19,19,False,,8.0,5.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,,,,,60.0,16.0,6.8,6.0,0.0147835,0,,Thomas,Buitink,29,4.0,,8.0,1.0,2.0,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,
11388413,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,176.0,358,M,1126966,EUR,1061164800,F,25,25,False,,26.0,21.0,1.0,1.0,10.0,11.0,11.0,17.0,2.0,,,,,81.0,48.0,6.6,15.0,0.102483,2,,,,11,6.0,2.0,16.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,,2.0,,,,2.0,,1.0,0.6191,,1.0,1.0,,,0.1159,,,,
11388413,home,Vitesse,Amine Boutrah,amine-boutrah,A. Boutrah,M,173.0,300,M,975307,EUR,972518400,F,7,7,True,,13.0,12.0,,,5.0,5.0,7.0,10.0,1.0,,,,,30.0,18.0,7.2,3.0,0.48637,1,,,,10,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,0.0121,1.0,,,,,,1.0,1.0,,
