match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_goals
11392864,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,30.0,19.0,13.0,3.0,17.0,19.0,2.0,11.0,10.0,1.0,3.0,2.0,4.0,1.0,1.0,90.0,44.0,6.6,12.0,0.0,0.0,0.00060713,0,-0.5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,54.0,38.0,10.0,,29.0,31.0,9.0,23.0,9.0,,,,,,,90.0,76.0,6.3,24.0,0.0257,0.0,0.0290048,2,,Alidu Seidu,,2.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,43.0,38.0,2.0,1.0,35.0,38.0,3.0,5.0,7.0,,,,,,,90.0,50.0,6.7,5.0,0.0,0.0,0.00157312,0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,52.0,44.0,2.0,1.0,27.0,31.0,17.0,21.0,2.0,,,,,,,90.0,64.0,6.9,9.0,0.0,0.0,0.0336342,0,,,,,4.0,6.0,,,,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,217770,EUR,706233600,M,2,2,False,25.0,18.0,3.0,3.0,12.0,13.0,6.0,15.0,3.0,,,,,,,62.0,38.0,6.7,13.0,0.0121,0.0,0.00713758,1,,,,1.0,3.0,4.0,1.0,1.0,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,34.0,27.0,7.0,4.0,11.0,11.0,16.0,23.0,8.0,,,,,,,70.0,47.0,7.5,8.0,0.0267,0.0,0.0203598,1,,,,,,8.0,,1.0,,3.0,,2.0,1.0,,,,,4.0,2.0,1.0,,True,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,36.0,27.0,3.0,2.0,20.0,26.0,7.0,11.0,8.0,,,,,,,62.0,45.0,6.3,13.0,0.0,0.0,0.00608172,0,,,,,6.0,2.0,1.0,,1.0,,3.0,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,35.0,24.0,5.0,2.0,13.0,18.0,11.0,19.0,9.0,,,,,,,90.0,65.0,7.2,16.0,0.1091,0.0,0.0357489,4,,,,2.0,4.0,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,
11392864,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,10,10,False,26.0,23.0,1.0,1.0,10.0,11.0,14.0,21.0,6.0,,,,,,,90.0,43.0,6.4,12.0,0.929,0.1922,0.0487807,4,,,,2.0,7.0,2.0,1.0,3.0,,2.0,1.0,1.0,,,1.0,,,,,,6.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,
11392864,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,11.0,7.0,,,3.0,6.0,4.0,6.0,2.0,,,,,,,83.0,24.0,6.4,12.0,0.0,0.0,0.00344319,0,,,,1.0,5.0,3.0,3.0,,,2.0,,,1.0,,1.0,,,,,6.0,1.0,,,,,,,,1.0,,,,,,,,,
