match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalClearance,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_goalAssist
10913441,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200,G,16,16,False,40.0,23.0,24.0,7.0,18.0,19.0,5.0,21.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,54.0,6.9,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,D,14,14,False,30.0,27.0,8.0,6.0,17.0,19.0,10.0,12.0,5.0,,5.0,3.0,2.0,,,,,,90.0,49.0,6.7,8.0,0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
10913441,home,Abha,Saad Natiq,,,saad-natiq,S. Natiq,D,,188.0,510,M,836756,EUR,764035200,D,4,4,False,34.0,29.0,11.0,6.0,24.0,24.0,5.0,10.0,4.0,2.0,9.0,4.0,3.0,,,,,,90.0,47.0,7.0,5.0,0,,3.0,,6.0,,,,,,3.0,5.0,,,,,,,,,,,,,,
10913441,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800,D,19,19,False,65.0,59.0,1.0,,40.0,43.0,19.0,22.0,1.0,1.0,4.0,,,,,,,,90.0,76.0,7.4,7.0,2,,1.0,1.0,2.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,,,,,,,,,,,
10913441,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200,D,3,3,False,54.0,47.0,4.0,1.0,20.0,24.0,27.0,33.0,2.0,1.0,7.0,1.0,1.0,,,,,,90.0,73.0,6.3,13.0,0,3.0,,,5.0,1.0,3.0,,,,2.0,2.0,,,,True,1.0,,,,,,,,,
10913441,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,10,10,False,35.0,26.0,2.0,1.0,7.0,8.0,22.0,32.0,2.0,,1.0,,,,,,,,90.0,51.0,6.8,14.0,3,5.0,,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,,,3.0,2.0,1.0,4.0,,,,,
10913441,home,Abha,Dries Saddiki,,,dries-saddiki,D. Saddiki,M,17,179.0,158,M,795133,EUR,839548800,M,34,34,False,24.0,17.0,2.0,2.0,8.0,10.0,9.0,14.0,6.0,2.0,2.0,3.0,2.0,,,,,,90.0,41.0,6.9,10.0,0,,,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,,,,
10913441,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,42.0,30.0,3.0,,20.0,25.0,10.0,17.0,,2.0,6.0,,,,,,,,90.0,51.0,7.0,12.0,2,,1.0,,2.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,
10913441,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,7,7,False,47.0,36.0,3.0,2.0,18.0,21.0,18.0,30.0,7.0,1.0,13.0,3.0,1.0,,,,,,87.0,71.0,7.6,18.0,5,4.0,2.0,2.0,4.0,,2.0,,,2.0,,,3.0,1.0,,,,,1.0,,2.0,,1.0,,,
10913441,home,Abha,Abdulfattah Adam Mohammed,,,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400,F,9,9,False,33.0,21.0,1.0,1.0,4.0,4.0,17.0,30.0,6.0,,2.0,1.0,,,,,,,90.0,50.0,7.0,17.0,2,1.0,7.0,,11.0,1.0,4.0,,2.0,2.0,1.0,,1.0,1.0,,,3.0,,,,5.0,1.0,,1.0,,
10913441,home,Abha,Felipe Caicedo,,,felipe-caicedo,F. Caicedo,F,,185.0,1058,M,18841,EUR,589420800,F,20,20,False,30.0,24.0,,,9.0,10.0,15.0,20.0,9.0,,4.0,,,,,,,,90.0,43.0,7.1,10.0,2,,3.0,4.0,5.0,,5.0,,2.0,2.0,,1.0,1.0,,,,3.0,,1.0,,2.0,,,,,
10913441,home,Abha,Saad Al-Salouli,,,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400,D,88,88,True,8.0,7.0,,,2.0,2.0,5.0,6.0,1.0,,1.0,,,,,,,,9.0,10.0,6.6,2.0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10913441,home,Abha,Mansour Jawhar,,,mansour-jawhar,M. Jawhar,G,1,180.0,2,M,793872,EUR,795571200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Ahmad Al Hbeab,Ahmad,Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,76,176.0,1,M,818761,EUR,725932800,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178.0,2,,817952,EUR,627091200,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Nasser Al-Omran,,,nasser-al-omran,N. Al-Omran,M,,172.0,2,M,923943,EUR,868752000,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,home,Abha,Aseel Al-Harbi,Aseel Al-Harbi,,aseel-al-haribi,A. Al-Haribi,M,6,175.0,4,M,1914909,EUR,954115200,M,86,86,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Mailson,,,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,21.0,19.0,8.0,7.0,13.0,14.0,6.0,7.0,1.0,,7.0,,,,1.0,4.0,,,90.0,35.0,6.8,2.0,0,,1.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,
10913441,away,Al-Taawoun,Mohamed Al-Ghamdi,,,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,False,30.0,19.0,6.0,4.0,10.0,16.0,10.0,16.0,8.0,2.0,5.0,2.0,,,,,,,67.0,50.0,6.9,17.0,0,2.0,,4.0,2.0,1.0,,,2.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,,
10913441,away,Al-Taawoun,Naldo,,,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,36.0,28.0,4.0,1.0,23.0,28.0,5.0,8.0,5.0,2.0,9.0,2.0,,,,,,,85.0,49.0,6.3,10.0,0,,3.0,3.0,8.0,1.0,,1.0,,,3.0,1.0,,,,True,,,,,,1.0,,,,
10913441,away,Al-Taawoun,Hassan Kadesh,,,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,44.0,34.0,4.0,,21.0,24.0,13.0,20.0,5.0,4.0,8.0,2.0,2.0,,,,,,90.0,58.0,6.9,11.0,1,,2.0,3.0,4.0,2.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,35.0,29.0,3.0,,12.0,13.0,17.0,24.0,3.0,1.0,4.0,1.0,1.0,,,,,,90.0,56.0,6.4,11.0,0,2.0,1.0,1.0,6.0,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,
10913441,away,Al-Taawoun,Ashraf El Mahdioui,,,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,89.0,81.0,7.0,6.0,36.0,38.0,45.0,52.0,3.0,5.0,4.0,,,,,,,,90.0,110.0,7.2,10.0,0,1.0,1.0,2.0,4.0,,,1.0,,1.0,2.0,5.0,,,,,,,,,1.0,1.0,,,,
10913441,away,Al-Taawoun,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,81.0,65.0,14.0,6.0,32.0,34.0,36.0,53.0,2.0,,11.0,2.0,1.0,,,,,,90.0,94.0,7.5,19.0,3,6.0,,,1.0,,,,,,1.0,,2.0,,,,,3.0,1.0,,2.0,,,,,
10913441,away,Al-Taawoun,Fahad Ayed Al-Rashidi,,,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,M,7,7,False,13.0,11.0,2.0,2.0,4.0,4.0,7.0,12.0,6.0,2.0,9.0,2.0,2.0,,,,,,90.0,37.0,7.0,15.0,1,3.0,,1.0,7.0,1.0,6.0,,4.0,1.0,,,,1.0,1.0,,2.0,,,,,2.0,,,,
10913441,away,Al-Taawoun,Hassan Al-Amri,,,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,M,77,77,False,35.0,27.0,2.0,,10.0,12.0,18.0,24.0,7.0,,2.0,,,,,,,,73.0,49.0,6.6,13.0,0,1.0,,,2.0,,5.0,,3.0,3.0,,,,,,,4.0,1.0,,1.0,,1.0,,,,
10913441,away,Al-Taawoun,Sumaihan Al-Nabit,,,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800,M,8,8,False,32.0,22.0,1.0,,6.0,7.0,16.0,25.0,3.0,1.0,2.0,,,,,,,,64.0,42.0,6.5,13.0,0,,,,2.0,,,,1.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,
10913441,away,Al-Taawoun,Léandre Tawamba,,,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,32.0,24.0,2.0,2.0,5.0,8.0,19.0,24.0,3.0,,3.0,,,,,,,,90.0,42.0,7.0,10.0,3,,1.0,3.0,1.0,,,1.0,2.0,,,,,1.0,,,,,2.0,2.0,1.0,,,,,
10913441,away,Al-Taawoun,Alejandro Romero,,,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,M,17,17,True,22.0,17.0,3.0,2.0,4.0,6.0,14.0,20.0,3.0,,1.0,,,,,,,,26.0,30.0,7.6,10.0,0,4.0,,1.0,1.0,,2.0,,,,,,,,,,2.0,1.0,,,2.0,1.0,1.0,,,1.0
10913441,away,Al-Taawoun,Yazeed Al Bakr,,,yazeed-al-bakr,Y. A. Bakr,D,13,178.0,6,M,914887,EUR,816048000,D,2,2,True,4.0,2.0,2.0,,1.0,1.0,2.0,5.0,,,2.0,,,,,,,,23.0,9.0,6.4,4.0,0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,
10913441,away,Al-Taawoun,Abdullah Radif,Abdullah Radif,,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,True,7.0,6.0,,,2.0,2.0,4.0,6.0,1.0,,,,,,,,,,17.0,13.0,6.5,6.0,1,1.0,1.0,1.0,3.0,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,
10913441,away,Al-Taawoun,Raghed Al-Najjar,,,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Awn Al Saluli,,,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Faisal Al-Mutairi,Faisal Al-Mot,,faisal-al-mutairi,F. Al-Mutairi,M,19,,2,M,1135866,EUR,962323200,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Faisal Darwish,,,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Turki Al Mutairi,Turki,Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10913441,away,Al-Taawoun,Yacouba Dembele,Yacouba Dembele,,yacouba-dembele,Y. Dembele,F,,166.0,5,M,1134107,EUR,981504000,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
