match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10390072,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,41.0,32.0,17.0,8.0,31.0,33.0,1.0,8.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,90.0,60.0,8.1,9.0,0.0,0.0,0.000275544,0,1.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,39.0,34.0,6.0,5.0,20.0,21.0,15.0,20.0,4.0,1.0,4.0,,2.0,2.0,1.0,,,,66.0,51.0,7.1,7.0,0.0,0.0,0.176098,0,,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,37.0,29.0,5.0,2.0,25.0,30.0,4.0,7.0,1.0,2.0,3.0,,1.0,,,,,,90.0,46.0,6.6,9.0,0.1785,0.0696,0.00183864,1,,,,,,3.0,,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,60.0,47.0,9.0,6.0,30.0,33.0,17.0,27.0,6.0,5.0,3.0,,4.0,3.0,1.0,,,,90.0,79.0,6.9,15.0,0.0,0.0,0.0108721,0,,,,2.0,1.0,5.0,,2.0,,,,1.0,2.0,,,alex_djiku,1.0,1.0,,,,,,,,,,,,
10390072,home,RC Strasbourg,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,M,18,18,False,21.0,14.0,,,10.0,12.0,4.0,10.0,4.0,,1.0,,3.0,3.0,,,,,45.0,33.0,6.8,9.0,0.0,0.0,0.00264509,0,,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
10390072,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,False,47.0,35.0,7.0,4.0,22.0,30.0,13.0,18.0,2.0,2.0,6.0,,2.0,1.0,,,,,90.0,66.0,7.2,18.0,0.1004,0.4078,0.0465076,2,,1.0,,2.0,,7.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,
10390072,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,37.0,29.0,4.0,1.0,15.0,18.0,16.0,22.0,5.0,,6.0,,1.0,,1.0,,,,66.0,49.0,7.0,14.0,0.0,0.0,0.177959,0,,3.0,2.0,,2.0,1.0,1.0,,2.0,,,4.0,,,,,,,1.0,,,1.0,,,,,,,,
10390072,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,False,52.0,43.0,9.0,5.0,26.0,27.0,17.0,29.0,5.0,1.0,7.0,,1.0,1.0,1.0,,,,82.0,76.0,7.3,15.0,0.0663,0.3519,0.0237126,2,,4.0,,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,True,1.0,,,,,,
10390072,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,F,10,10,False,45.0,39.0,3.0,3.0,24.0,28.0,16.0,19.0,11.0,,10.0,,4.0,2.0,4.0,,,,90.0,69.0,7.2,11.0,0.0313,0.6723,0.0304027,1,,2.0,1.0,,,4.0,3.0,,1.0,1.0,,2.0,2.0,,,,1.0,,1.0,,,3.0,,,1.0,,,,,
10390072,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,24.0,19.0,,,8.0,8.0,11.0,16.0,10.0,,3.0,,,,3.0,,,,90.0,45.0,7.5,16.0,0.1444,0.8189,0.00685178,2,,,,3.0,7.0,5.0,,2.0,,2.0,,9.0,,,,habibdiallo28,1.0,2.0,1.0,,,,,,,1.0,,,,
10390072,home,RC Strasbourg,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,25,25,False,20.0,15.0,1.0,1.0,10.0,11.0,5.0,9.0,6.0,1.0,,,1.0,1.0,,,,,66.0,32.0,7.0,8.0,0.285,0.3504,0.0685958,3,,,,2.0,5.0,5.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,,,,,,
10390072,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,D,3,3,True,17.0,11.0,2.0,,4.0,5.0,10.0,15.0,7.0,,1.0,,3.0,1.0,1.0,,,,45.0,31.0,7.5,6.0,0.0,0.0,0.373609,0,,3.0,3.0,1.0,1.0,5.0,2.0,,2.0,,,,3.0,,,,1.0,,,1.0,,2.0,,,,,1.0,,,
10390072,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,True,19.0,15.0,,,13.0,16.0,2.0,3.0,2.0,,4.0,,,,,,,,24.0,22.0,6.5,6.0,0.0,0.0,0.000678535,0,,,,1.0,2.0,3.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
10390072,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,True,10.0,8.0,2.0,1.0,4.0,4.0,4.0,6.0,4.0,2.0,2.0,,3.0,1.0,,,,,24.0,17.0,6.7,4.0,0.0,0.0,0.0102283,0,,,,,1.0,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
10390072,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,True,8.0,8.0,,,3.0,3.0,5.0,5.0,3.0,,,,,,1.0,,,,24.0,13.0,6.7,3.0,0.0,0.0,0.292141,0,,,,,1.0,1.0,1.0,,1.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,
10390072,home,RC Strasbourg,Dany Jean,dany-jean,D. Jean,F,7,168,1278,M,1002402,EUR,1038441600,M,38,38,True,5.0,2.0,1.0,,,2.0,2.0,3.0,,,,,,,,,,,8.0,9.0,6.1,5.0,0.0,0.0,0.0648957,0,,,,1.0,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10390072,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Robin Risser,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Ismael Doukoure,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Marvin Senaya,marvin-senaya,M. Senaya,D,29,179,213,M,1087805,EUR,980640000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Marvin Senaya,,,,,,,,,,,,,,,,
10390072,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Habib,Diarra,,,,,,,,,,,,,,,
10390072,away,AS Monaco,Alexander Nübel,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,21.0,13.0,16.0,8.0,10.0,11.0,3.0,10.0,,,12.0,,,,,,3.0,6.0,90.0,34.0,7.6,8.0,0.0,0.0,0.000676831,0,1.6709,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10390072,away,AS Monaco,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,False,68.0,54.0,10.0,4.0,24.0,28.0,32.0,45.0,2.0,4.0,9.0,,1.0,,,,,,90.0,93.0,6.8,18.0,0.0,0.0,0.089832,0,,5.0,2.0,4.0,,6.0,1.0,2.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,
