match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,player_sofascoreId,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_totalOffside
10385434,home,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,False,30.0,23.0,18.0,11.0,15.0,17.0,8.0,13.0,7.0,1.0,1.0,2.0,90.0,36.0,6.2,7.0,0.0,0.0,0.0011159,0,-1.0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385434,home,Leicester City,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,30.0,20.0,2.0,,10.0,19.0,10.0,12.0,5.0,,,,90.0,48.0,6.5,12.0,0.0,0.0,0.00291125,0,,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
10385434,home,Leicester City,Daniel Amartey,daniel-amartey,D. Amartey,M,,188,1219,M,308526,EUR,787968000,D,18,18,False,42.0,42.0,,,42.0,42.0,,,1.0,,,,90.0,52.0,6.5,,0.0,0.0,0.00053102,0,,,3.0,2.0,4.0,1.0,,,8.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10385434,home,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,52.0,46.0,6.0,4.0,35.0,38.0,11.0,14.0,4.0,,,,90.0,62.0,6.9,6.0,0.0,0.0,0.00359691,0,,,2.0,2.0,5.0,,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385434,home,Leicester City,Luke Thomas,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,False,26.0,21.0,1.0,,11.0,14.0,10.0,12.0,2.0,,,,90.0,48.0,6.4,8.0,0.0681,0.0,0.007578,2,,,,3.0,,1.0,,,2.0,4.0,,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10385434,home,Leicester City,Dennis Praet,dennis-praet,D. Praet,M,8,181,725,M,135647,EUR,768873600,M,26,26,False,12.0,10.0,,,5.0,5.0,5.0,8.0,2.0,,,,35.0,17.0,6.5,4.0,0.0,0.0,0.00265828,0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10385434,home,Leicester City,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,56.0,47.0,4.0,3.0,23.0,27.0,26.0,33.0,11.0,,,,90.0,75.0,7.2,14.0,0.0893,0.0,0.0567507,1,,4.0,,4.0,4.0,,,,2.0,3.0,4.0,3.0,,,,1.0,,,3.0,,,youritielemans,True,2.0,1.0,2.0,,,,,,
10385434,home,Leicester City,Nampalys Mendy,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,24,24,False,40.0,33.0,2.0,,20.0,24.0,13.0,16.0,2.0,,,,90.0,47.0,6.4,9.0,0.0,0.0,0.00699002,0,,,,3.0,4.0,2.0,,,,,2.0,1.0,,,,1.0,,2.0,,,2.0,papy.mendy,,,,,,,,,,
10385434,home,Leicester City,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,7,7,False,24.0,13.0,,,2.0,3.0,11.0,21.0,2.0,,,,90.0,38.0,6.7,16.0,0.4102,0.0908,0.0102137,3,,,2.0,4.0,2.0,,3.0,,1.0,1.0,,,,,1.0,,,,,,2.0,,,,2.0,,1.0,1.0,,,,
10385434,home,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,10.0,3.0,,,1.0,3.0,2.0,7.0,1.0,,,,86.0,24.0,6.5,12.0,0.0449,0.0,0.0302501,1,,,3.0,8.0,4.0,,,,1.0,,1.0,1.0,,,4.0,2.0,,,2.0,,3.0,Vardy7,,,1.0,,,,,,,
