match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_dispossessed,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_penaltyWon,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyConceded,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_penaltySave
11396378,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,43.0,30.0,16.0,4.0,28.0,32.0,2.0,11.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,55.0,6.8,13.0,0.00242907,0,-0.0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Paul Jaeckel,paul-jaeckel,P. Jaeckel,D,3,189,73,M,856668,EUR,901065600,D,3,3,False,70.0,67.0,8.0,8.0,50.0,51.0,17.0,19.0,1.0,9.0,,,,,,,90.0,81.0,7.2,3.0,0.0686348,0,,,,1.0,2.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,85.0,71.0,8.0,3.0,49.0,54.0,22.0,31.0,4.0,8.0,,,,,,,90.0,101.0,7.2,16.0,0.00681011,2,,,,2.0,6.0,3.0,9.0,1.0,,3.0,2.0,,,2.0,2.0,2.0,2.0,0.8796,1.0285,1.0,,,,,,,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,76.0,68.0,8.0,5.0,47.0,51.0,21.0,25.0,3.0,9.0,,,,,,,86.0,83.0,6.6,10.0,0.0178242,0,,,,1.0,3.0,3.0,3.0,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,24.0,15.0,4.0,2.0,7.0,12.0,9.0,15.0,1.0,2.0,,,,,,,76.0,46.0,7.4,12.0,0.13127,1,,,,1.0,2.0,2.0,5.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,0.052,0.046,,,,True,3.0,1.0,1.0,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,43.0,37.0,3.0,1.0,23.0,27.0,14.0,16.0,,8.0,,,,,,,67.0,51.0,6.9,6.0,0.0145398,0,,,,2.0,2.0,5.0,8.0,2.0,,3.0,3.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11396378,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,False,65.0,61.0,6.0,5.0,37.0,38.0,24.0,28.0,,6.0,,,,,,,90.0,80.0,6.8,10.0,0.0295192,0,,,,,,6.0,4.0,1.0,2.0,1.0,,1.0,,,,,,,,,3.0,1.0,,1.0,,,laids_93,3.0,2.0,,,,,,,,
11396378,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,31.0,23.0,4.0,2.0,11.0,13.0,13.0,21.0,,3.0,,,,,,,75.0,52.0,7.1,14.0,0.0594767,2,,,,1.0,,4.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,1.0,0.0749,,,1.0,1.0,,3.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,
11396378,home,1. FC Union Berlin,Kevin Volland,kevin-volland,K. Volland,F,31,179,1031,M,117373,EUR,712454400,F,10,10,False,30.0,21.0,3.0,2.0,6.0,9.0,16.0,24.0,,,,,,,,,90.0,50.0,7.5,19.0,0.149051,3,,Kevin,Volland,2.0,1.0,6.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,,5.0,0.2168,0.2484,,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,
11396378,home,1. FC Union Berlin,David Datro Fofana,david-datro-fofana,D. D. Fofana,F,15,181,7869,M,1090458,EUR,1040515200,F,11,11,False,14.0,11.0,1.0,1.0,2.0,2.0,9.0,12.0,,2.0,,,,,,,75.0,29.0,6.2,12.0,0.0241528,1,,,,1.0,2.0,7.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,3.0,0.3046,0.5799,,4.0,,,,,,datro_9,1.0,,,,,1.0,,,,
11396378,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,False,29.0,21.0,5.0,2.0,8.0,9.0,13.0,22.0,1.0,4.0,,,,,,,90.0,42.0,7.2,13.0,0.191459,2,,,,6.0,8.0,9.0,12.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,0.3667,0.1951,,,2.0,,2.0,,,,,,,1.0,,1.0,,,,
11396378,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,True,17.0,15.0,3.0,2.0,11.0,13.0,4.0,4.0,,2.0,,,,,,,23.0,22.0,6.5,4.0,0.0218497,2,,,,1.0,,3.0,,,,,,,1.0,,,,,0.0483,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,
