match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,player_sofascoreId,stat_accurateCross,stat_wasFouled,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_penaltyWon,stat_hitWoodwork,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12451054,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,False,24.0,19.0,9.0,4.0,0.0,15.0,17.0,4.0,7.0,1.0,8.0,2.0,3.0,90.0,31.0,6.6,6.0,0.00163965,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,31.0,25.0,,,0.0,13.0,13.0,12.0,20.0,,2.0,,,85.0,45.0,6.4,11.0,0.00909739,0,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,79.0,72.0,7.0,1.0,0.0,40.0,42.0,32.0,37.0,8.0,3.0,,,90.0,98.0,8.1,7.0,0.0170586,0,,,2.0,2.0,4.0,,,1.0,3.0,,1.0,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,79.0,70.0,6.0,2.0,0.0,34.0,35.0,37.0,45.0,2.0,2.0,,,90.0,90.0,6.7,11.0,0.0596521,0,,1.0,2.0,3.0,5.0,,,,3.0,2.0,1.0,1.0,,,2.0,niakhate,1.0,1.0,,,,,,,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,67.0,57.0,5.0,2.0,0.0,28.0,31.0,29.0,38.0,3.0,5.0,,,90.0,97.0,7.4,15.0,0.0305219,2,,2.0,3.0,6.0,14.0,1.0,,3.0,5.0,1.0,1.0,6.0,,,3.0,tagliafico3,,3.0,1.0,1.0,1.0,0.0742,0.355,,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Tanner Tessmann,,,tanner-tessmann,T. Tessmann,M,6,187,1230,M,1022084,EUR,1001289600,M,15,15,False,41.0,36.0,3.0,2.0,0.0,13.0,16.0,26.0,33.0,5.0,3.0,,,90.0,60.0,7.0,11.0,0.124707,0,,8.0,1.0,4.0,3.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,3.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,
12451054,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,67.0,61.0,3.0,2.0,0.0,25.0,26.0,36.0,41.0,4.0,9.0,,,77.0,83.0,7.1,9.0,0.0316642,0,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,Mati,,,,,,,,,True,2.0,,,,,,,,,,
12451054,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,7,7,False,56.0,45.0,7.0,3.0,0.0,22.0,25.0,23.0,31.0,,8.0,,,90.0,64.0,7.3,12.0,0.154748,1,,,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.0737,0.0482,3.0,,,1.0,,,,,,,,,
12451054,home,Olympique Lyonnais,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,F,17,17,False,24.0,18.0,,,1.0,6.0,7.0,12.0,18.0,,2.0,,,69.0,34.0,6.6,13.0,0.268394,1,,1.0,,5.0,2.0,4.0,1.0,,1.0,1.0,,,,,1.0,said_benrahma11,,,,,,0.4404,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,
12451054,home,Olympique Lyonnais,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,69,69,False,17.0,11.0,1.0,,0.0,6.0,6.0,5.0,11.0,,1.0,,,77.0,28.0,9.0,7.0,0.130719,4,,,,3.0,5.0,1.0,,,,,,2.0,,,,georgesmkd,,3.0,2.0,3.0,1.0,1.2261,1.8557,2.0,,,1.0,1.0,,,2.0,1.0,,,,
