match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,player_firstName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wasFouled,stat_wonContest,stat_unsuccessfulTouch,player_lastName,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAShot,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
12437725,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,False,17.0,12.0,11.0,6.0,0.0,7.0,7.0,5.0,10.0,3.0,8.0,5.0,7.0,1.0,90.0,32.0,8.7,6.0,0.00148963,0,0.9445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6663,M,1064026,EUR,1063324800,D,23,23,False,28.0,18.0,4.0,3.0,1.0,11.0,13.0,8.0,17.0,3.0,6.0,,,,90.0,45.0,8.0,11.0,0.0847426,0,,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191,1585,M,893642,EUR,949968000,D,4,4,False,18.0,14.0,6.0,3.0,0.0,10.0,11.0,4.0,7.0,9.0,4.0,,,,90.0,32.0,7.0,4.0,0.00151401,0,,,,,2.0,3.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,6,6,False,29.0,23.0,4.0,,0.0,14.0,16.0,9.0,13.0,8.0,1.0,,,,90.0,43.0,7.2,6.0,0.00307262,0,,,,2.0,3.0,4.0,,,,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174,1103,M,1396048,EUR,1004313600,D,22,22,False,16.0,10.0,2.0,,0.0,4.0,5.0,6.0,12.0,6.0,3.0,,,,90.0,32.0,7.7,7.0,0.00190474,2,,1.0,,,3.0,1.0,3.0,,,1.0,1.0,,,,,2.0,Carlos Romero,1.0,1.0,1.0,0.2035,0.5339,,,,,,,,,,,,,
12437725,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176,521,M,826010,EUR,939168000,M,10,10,False,25.0,21.0,3.0,3.0,0.0,8.0,11.0,13.0,15.0,2.0,5.0,,,,90.0,39.0,7.0,7.0,0.00850545,0,,1.0,,,8.0,3.0,1.0,,,2.0,1.0,4.0,2.0,1.0,1.0,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12437725,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189,462,M,1064009,EUR,985046400,M,19,19,False,24.0,23.0,,,0.0,15.0,15.0,8.0,9.0,3.0,3.0,,,,66.0,36.0,7.0,2.0,0.00669116,0,,,,1.0,2.0,4.0,,,,2.0,1.0,1.0,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,
12437725,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,M,17,17,False,10.0,7.0,1.0,,0.0,4.0,5.0,3.0,8.0,1.0,3.0,,,,67.0,27.0,6.8,11.0,0.00207088,1,,3.0,,,4.0,5.0,1.0,,,3.0,2.0,,,,,,,,1.0,,0.0311,0.1024,2.0,2.0,1.0,1.0,2.0,,,,,,,,
12437725,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185,664,M,825740,EUR,895536000,M,20,20,False,26.0,19.0,3.0,,0.0,5.0,7.0,14.0,20.0,1.0,5.0,,,,90.0,38.0,6.8,10.0,0.0151777,0,,1.0,,,3.0,2.0,,,,,,1.0,,1.0,2.0,,,,,,,,,3.0,,2.0,1.0,,,,,,,,
12437725,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,M,7,7,False,11.0,8.0,1.0,,0.0,5.0,5.0,3.0,7.0,1.0,1.0,,,,83.0,21.0,6.9,5.0,0.00225365,1,,1.0,,,3.0,3.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,0.0252,,,3.0,,3.0,1.0,,True,,,,,,
12437725,home,Espanyol,Roberto Fernández,roberto-fernandez,R. Fernández,F,9,186,2068,M,1392592,EUR,1025654400,F,2,2,False,16.0,14.0,1.0,1.0,0.0,7.0,9.0,7.0,7.0,1.0,5.0,,,,73.0,26.0,6.8,5.0,0.00501942,1,,,,,2.0,,,,,,,2.0,1.0,,1.0,,,,,,0.0551,,,,,,2.0,,,1.0,,,,,
12437725,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180,175,M,1099344,EUR,1031184000,F,31,31,True,5.0,4.0,1.0,,0.0,1.0,2.0,3.0,3.0,,,,,,24.0,7.0,6.5,2.0,0.00716268,0,,,,,3.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
12437725,home,Espanyol,Álvaro Tejero,alvaro-tejero,Á. Tejero,D,15,173,307,M,826679,EUR,837820800,D,12,12,True,7.0,6.0,1.0,,0.0,2.0,3.0,4.0,7.0,,4.0,,,,23.0,11.0,6.6,4.0,0.00908671,0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12437725,home,Espanyol,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187,3243,M,1116987,EUR,1063929600,F,9,9,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,1.0,1.0,,,,17.0,13.0,6.6,4.0,0.00209676,0,,,,2.0,2.0,2.0,,,,,,1.0,,1.0,,,Alejo Veliz,,,,,,,,,,2.0,,,,aleeveliz,,,,
12437725,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,D,5,5,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,,,,15.0,6.0,6.7,,0.00037872,0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Angel Fortuno,fortuno-angel,A. Fortuno,G,1,183,108,M,1082734,EUR,978307200,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Álvaro Aguado,alvaro-aguado,Á. Aguado,M,,174,148,M,916136,EUR,830908800,M,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Pere Milla,pere-milla,P. Milla,M,11,179,867,M,175185,EUR,717206400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437725,home,Espanyol,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walo_98,,,,
12437725,away,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,70988,EUR,705542400,G,1,1,False,19.0,19.0,1.0,1.0,0.0,18.0,18.0,1.0,1.0,1.0,10.0,,1.0,1.0,90.0,29.0,6.9,,9.532e-05,0,-0.3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheOctopus,,,,
12437725,away,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,255239,EUR,678326400,D,17,17,False,86.0,79.0,2.0,1.0,0.0,23.0,24.0,56.0,64.0,1.0,4.0,,,,87.0,100.0,7.7,9.0,0.276118,2,,2.0,,,1.0,4.0,1.0,,,,,,3.0,,,1.0,,,,,0.079,,,1.0,3.0,1.0,,,True,2.0,LucasVaz91,,,,
