match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_challengeLost,captain,stat_aerialLost,stat_totalClearance,stat_wasFouled,stat_accurateCross,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_hitWoodwork,stat_goalAssist,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
10382110,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,28.0,18.0,17.0,7.0,15.0,17.0,3.0,11.0,9.0,2.0,2.0,90.0,35.0,7.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,30.0,21.0,2.0,1.0,10.0,14.0,11.0,19.0,5.0,,,90.0,60.0,8.7,14.0,3,3.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,58.0,48.0,11.0,5.0,32.0,34.0,16.0,24.0,11.0,,,76.0,65.0,7.1,10.0,0,,2.0,1.0,7.0,3.0,3.0,,,,,1.0,2.0,1.0,,,,meeshilgerss,1.0,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,44.0,35.0,6.0,2.0,22.0,25.0,13.0,19.0,3.0,,,90.0,58.0,6.9,9.0,3,,2.0,7.0,5.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,1.0,True,6.0,2.0,1.0,,,,,,,,,,,,
10382110,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,54.0,43.0,11.0,7.0,16.0,20.0,31.0,46.0,6.0,,,90.0,83.0,8.2,22.0,0,12.0,1.0,3.0,4.0,,,,,,,1.0,3.0,1.0,1.0,,8.0,,,,3.0,,,4.0,1.0,,,,,,,,,,
10382110,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,61.0,48.0,13.0,8.0,19.0,24.0,30.0,41.0,7.0,,,90.0,73.0,7.6,17.0,1,4.0,2.0,4.0,6.0,2.0,1.0,1.0,,,,1.0,3.0,2.0,,,2.0,rramizz_,1.0,,2.0,,,1.0,,,,,,,,,,,
10382110,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,26.0,18.0,1.0,,5.0,9.0,13.0,17.0,5.0,,,90.0,50.0,7.2,13.0,7,,3.0,4.0,7.0,2.0,1.0,4.0,1.0,2.0,,2.0,1.0,1.0,2.0,,,,1.0,,,1.0,2.0,,,,,2.0,1.0,,,,,,
10382110,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,21,21,False,43.0,38.0,4.0,4.0,23.0,26.0,15.0,17.0,5.0,,,76.0,55.0,6.8,9.0,1,,,1.0,2.0,,,1.0,,,,,1.0,1.0,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10382110,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,False,39.0,32.0,2.0,1.0,6.0,7.0,26.0,33.0,4.0,,,77.0,63.0,7.4,14.0,1,1.0,3.0,7.0,12.0,3.0,3.0,1.0,,,,1.0,5.0,4.0,3.0,,2.0,,2.0,,2.0,,1.0,,,,,3.0,,,,,,,
10382110,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,22.0,15.0,1.0,,2.0,2.0,13.0,20.0,4.0,,,85.0,30.0,8.2,9.0,3,,1.0,6.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,4.0,,,,,,,1.0,1.0,2.0,1.0,,,,
10382110,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173,282,M,148623,EUR,743472000,F,10,10,False,42.0,35.0,1.0,,16.0,18.0,21.0,32.0,7.0,,,90.0,72.0,7.4,21.0,3,8.0,1.0,7.0,6.0,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,3.0,1.0,,,2.0,,,,2.0,2.0,1.0,,,3.0,,,,,,,
10382110,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,788238,EUR,854236800,D,4,4,True,5.0,5.0,,,5.0,5.0,,,,,,14.0,6.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,True,8.0,6.0,1.0,,4.0,6.0,2.0,2.0,,,,14.0,11.0,6.7,3.0,0,,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,F,26,26,True,1.0,1.0,,,,,1.0,1.0,2.0,,,13.0,7.0,6.5,2.0,1,,,2.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,
10382110,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,True,,,,,,,,,,,,8.0,1.0,6.7,,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Max Bruns,,,,,,,,,
10382110,home,FC Twente,Luca Everink,luca-everink,L. Everink,D,36,179,80,M,1014260,EUR,981676800,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Jaïr Haakmat,jair-haakmat,J. Haakmat,D,43,190,7,M,1183535,EUR,1062028800,D,43,43,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Thijs van Leeuwen,thijs-van-leeuwen,T. v. Leeuwen,M,10,175,37,M,1048428,EUR,995155200,F,37,37,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,home,FC Twente,Casper Staring,casper-staring,C. Staring,M,6,186,53,M,1048427,EUR,980985600,M,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382110,away,FC Groningen,Peter Leeuwenburgh,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,False,40.0,19.0,32.0,11.0,12.0,13.0,7.0,27.0,9.0,1.0,5.0,90.0,51.0,6.4,21.0,0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,
