match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_interceptionWon,stat_shotOffTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_goalAssist,stat_penaltyWon,stat_bigChanceCreated,stat_goals
10980651,home,Walsall,Owen Evans,,,owen-evans,O. Evans,G,13,184,23,M,373554,EUR,849139200,G,1,1,False,34.0,13.0,33.0,12.0,1.0,2.0,12.0,32.0,6.0,5.0,1.0,6.0,90.0,40.0,7.4,21.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Hayden White,,,hayden-white,H. White,D,33,185,5,M,370938,EUR,797904000,D,2,2,False,26.0,15.0,1.0,,8.0,11.0,8.0,17.0,6.0,,,,90.0,50.0,6.7,18.0,1.0,0,2.0,1.0,3.0,2.0,8.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Donervon Daniels,,,donervon-daniels,D. Daniels,D,5,186,22,M,293249,EUR,754099200,D,5,5,False,23.0,13.0,10.0,4.0,10.0,11.0,3.0,12.0,8.0,,,,90.0,34.0,6.9,11.0,,1,,,2.0,1.0,3.0,7.0,,1.0,,1.0,2.0,1.0,1.0,3.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,
10980651,home,Walsall,Joe Low,Joe Low,,joe-low,J. Low,D,5,196,65,M,1153493,EUR,1014163200,D,24,24,False,17.0,12.0,3.0,1.0,8.0,8.0,4.0,9.0,2.0,,,,90.0,30.0,6.7,7.0,,0,,,1.0,3.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,
10980651,home,Walsall,Robbie Willmott,,,robbie-willmott,R. Willmott,M,7,176,9,M,46497,EUR,642816000,M,31,31,False,15.0,6.0,5.0,,3.0,7.0,5.0,14.0,6.0,,,,80.0,29.0,6.8,14.0,1.0,0,6.0,2.0,2.0,2.0,5.0,6.0,,1.0,1.0,,4.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Brandon Comley,,,brandon-comley,B. Comley,M,14,180,15,M,791757,EUR,816652800,M,14,14,False,21.0,13.0,5.0,2.0,7.0,9.0,6.0,13.0,3.0,,,,74.0,28.0,6.7,9.0,,0,1.0,,1.0,3.0,2.0,4.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Isaac Hutchinson,,,isaac-hutchinson,I. Hutchinson,M,23,178,51,M,950340,EUR,955324800,M,23,23,False,17.0,10.0,4.0,2.0,5.0,7.0,5.0,10.0,5.0,,,,62.0,22.0,6.2,8.0,,0,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10980651,home,Walsall,Liam Gordon,,,liam-gordon,L. Gordon,M,15,183,24,M,865638,EUR,926726400,M,3,3,False,14.0,13.0,1.0,1.0,5.0,5.0,8.0,10.0,6.0,,,,90.0,33.0,6.7,8.0,1.0,0,1.0,,,1.0,1.0,1.0,1.0,,3.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,
10980651,home,Walsall,Tom Knowles,,,tom-knowles,T. Knowles,M,11,183,22,M,876060,EUR,906854400,F,10,10,False,12.0,3.0,4.0,1.0,2.0,3.0,2.0,11.0,8.0,,,,90.0,40.0,6.7,22.0,,2,2.0,1.0,3.0,,9.0,3.0,,2.0,1.0,,1.0,1.0,3.0,2.0,2.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,
10980651,home,Walsall,Andy Williams,,,andy-williams,A. Williams,F,,178,18,M,19838,EUR,524361600,F,11,11,False,11.0,5.0,,,,4.0,5.0,7.0,2.0,,,,62.0,20.0,6.5,11.0,,1,,,1.0,1.0,2.0,2.0,1.0,,,,,,3.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10980651,home,Walsall,Jacob Maddox,,,jacob-maddox,J. Maddox,M,16,178,27,M,803181,EUR,910051200,F,16,16,False,10.0,6.0,2.0,,5.0,7.0,1.0,3.0,6.0,,,,80.0,26.0,6.7,5.0,,0,,,2.0,,7.0,5.0,1.0,,,1.0,3.0,2.0,,2.0,,,4.0,,,,1.0,,1.0,,,,,,,,,,,
10980651,home,Walsall,Yann Songo'o,Yann,Songo'o,yann-songoo,Y. Songo'o,M,24,186,25,M,161711,EUR,690508800,M,42,42,True,10.0,7.0,1.0,,4.0,4.0,3.0,7.0,3.0,,,,28.0,14.0,6.2,7.0,,0,1.0,,,,3.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Conor Wilkinson,,,conor-wilkinson,C. Wilkinson,F,10,185,35,M,189073,EUR,790819200,F,9,9,True,4.0,2.0,,,,,2.0,4.0,,,,,28.0,14.0,6.8,3.0,,3,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,
10980651,home,Walsall,Douglas James-Taylor,Douglas,James-Taylor,douglas-james-taylor,D. James-Taylor,F,18,186,57,M,1116969,EUR,1006041600,F,15,15,True,3.0,1.0,,,1.0,1.0,,3.0,,,,,16.0,6.0,6.5,3.0,,0,1.0,,2.0,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Taylor Allen,,,taylor-allen,T. Allen,D,6,178,42,M,990382,EUR,961113600,M,21,21,True,1.0,,1.0,,,,,2.0,1.0,,,,10.0,4.0,6.6,2.0,,0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10980651,home,Walsall,Ronan Maher,,,ronan-maher,R. Maher,M,31,171,73,M,1392870,EUR,1104364800,M,25,25,True,1.0,1.0,,,,,1.0,1.0,1.0,,,,10.0,4.0,6.3,2.0,1.0,1,,,1.0,,3.0,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
10980651,home,Walsall,Jackson Smith,,,smith-jackson,J. Smith,G,31,187,30,M,1018506,EUR,1003017600,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980651,home,Walsall,Oisin McEntee,,,oisin-mcentee,O. McEntee,D,31,190,102,M,988345,EUR,978652800,D,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
