match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_wonContest,stat_hitWoodwork,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_penaltyWon
11067320,home,Coritiba,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,True,20.0,19.0,5.0,4.0,16.0,16.0,3.0,4.0,1.0,8.0,2.0,1.0,3.0,1.0,90.0,30.0,6.8,1.0,0.0,0.0,0.00053517,0,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Jean Pedroso,jean-pedroso,Jean Pedroso,D,47,191,259,M,1462756,EUR,1075248000,D,47,47,False,,48.0,38.0,6.0,,31.0,33.0,7.0,15.0,2.0,3.0,,,,,90.0,56.0,5.8,11.0,0.0,0.0,0.00293846,0,,2.0,2.0,8.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,,60.0,53.0,7.0,4.0,38.0,41.0,15.0,19.0,4.0,8.0,,,,,90.0,69.0,6.4,7.0,0.1865,0.0,0.0146669,1,,4.0,1.0,5.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Thiago Dombroski,thiago-dombroski,T. Dombroski,D,55,190,95,M,1134106,EUR,1024531200,D,55,55,False,,42.0,26.0,11.0,4.0,13.0,19.0,13.0,23.0,3.0,2.0,,,,,77.0,48.0,6.4,17.0,0.0,0.0,0.00904314,0,,,3.0,2.0,4.0,1.0,,1.0,1.0,1.0,,1.0,,,Thiago Dombroski,,1.0,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Andrey,andrey,Andrey,M,5,176,251,M,822513,EUR,887500800,M,7,7,False,,26.0,24.0,3.0,2.0,13.0,14.0,12.0,17.0,1.0,9.0,,,,,74.0,43.0,6.8,9.0,0.0585,0.2553,0.00855253,2,,1.0,,6.0,4.0,,1.0,,3.0,1.0,,3.0,,,,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11067320,home,Coritiba,Robson,robson,Robson,F,11,179,708,M,850987,EUR,675561600,M,30,30,False,,28.0,14.0,4.0,2.0,4.0,4.0,11.0,30.0,1.0,6.0,,,,,90.0,57.0,7.3,23.0,0.5593,0.9746,0.12693,2,,,4.0,3.0,14.0,,,,5.0,4.0,,3.0,1.0,1.0,,,1.0,6.0,1.0,,1.0,,5.0,1.0,,,,,,,,,
11067320,home,Coritiba,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,M,6,6,False,,25.0,23.0,1.0,1.0,6.0,6.0,17.0,21.0,,1.0,,,,,89.0,38.0,7.0,6.0,0.2106,0.0,0.0112583,3,,1.0,,5.0,4.0,,,,2.0,,,3.0,,2.0,,,,2.0,,3.0,,1.0,,,2.0,1.0,,,,,,,
11067320,home,Coritiba,Marcelino Moreno,marcelino-moreno,M. Moreno,M,10,175,936,M,848472,EUR,804038400,M,10,10,False,,31.0,25.0,3.0,1.0,7.0,10.0,19.0,26.0,,7.0,,,,,90.0,61.0,7.2,19.0,0.0,0.0,0.530698,0,,1.0,,7.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,4.0,5.0,1.0,8.0,,,4.0,3.0,4.0,,1.0,,,,,,
11067320,home,Coritiba,Jamerson,jamerson,Jamerson,D,83,177,408,M,972373,EUR,905299200,M,83,83,False,,20.0,17.0,4.0,2.0,9.0,11.0,10.0,12.0,,5.0,,,,,74.0,31.0,7.0,4.0,0.0509,0.0,0.140367,1,,,,2.0,1.0,,,1.0,1.0,,,2.0,,1.0,,,,3.0,2.0,,,,,2.0,,,,,,,,,
11067320,home,Coritiba,Zé Roberto,ze-roberto,Z. Roberto,F,99,184,348,M,842076,EUR,747964800,F,18,18,False,,13.0,11.0,,,5.0,5.0,6.0,8.0,,3.0,,,,,77.0,20.0,6.9,4.0,0.0,0.0,0.0375742,0,,2.0,,6.0,2.0,,,,1.0,1.0,,3.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,
11067320,home,Coritiba,Alef Manga,manga-alef,A. Manga,F,11,190,617,M,954719,EUR,786067200,F,11,11,False,,22.0,12.0,2.0,1.0,3.0,4.0,10.0,19.0,1.0,4.0,,,,,90.0,37.0,7.6,13.0,0.4884,0.4006,0.169734,5,,,5.0,3.0,7.0,,1.0,,,,,2.0,,1.0,Alef,Manga,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,,1.0,,,,,,
11067320,home,Coritiba,Matheus Bianqui,matheus-bianqui,M. Bianqui,M,17,187,122,M,981746,EUR,886204800,M,17,17,True,,8.0,5.0,,,3.0,3.0,2.0,5.0,,1.0,,,,,16.0,10.0,6.6,3.0,0.0,0.0,0.00549016,0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,
11067320,home,Coritiba,Gabriel Boschilia,gabriel-boschilia,G. Boschilia,M,29,173,451,M,358540,EUR,825984000,M,35,35,True,,11.0,9.0,1.0,,3.0,3.0,6.0,10.0,1.0,1.0,,,,,16.0,19.0,6.6,5.0,0.0,0.0,0.00954819,0,,,1.0,2.0,2.0,,,,1.0,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,
11067320,home,Coritiba,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,5,5,True,,19.0,14.0,1.0,,9.0,9.0,5.0,10.0,2.0,1.0,,,,,13.0,21.0,6.6,5.0,0.0,0.0,0.00114263,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Kaio César,kaio-cesar,Kaio César,M,37,168,5030,M,1396009,EUR,1076803200,F,37,37,True,,8.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,,2.0,,,,,13.0,12.0,6.6,5.0,0.0,0.0,0.00635864,0,,1.0,,1.0,1.0,,,,,,,,,,Kaio César,,1.0,,,1.0,,,,,1.0,,,,,,,,
11067320,home,Coritiba,Ruan Lucas de Assis,ruan-assis,Ruan Assis,F,11,183,80,M,1495892,EUR,1082419200,M,97,97,True,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,Ruan Assis,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Luan Polli,luan-polli,Luan Polli,G,,189,94,M,880117,EUR,734054400,G,27,27,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Henrique,henrique,Henrique,D,,185,55,,37288,EUR,529632000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067320,home,Coritiba,Marcos Vinícius,marcos-vinicius,M. Vinícius,D,2,175,102,M,942054,EUR,859334400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
