match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalLongBalls,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_penaltyConceded,player_firstName,player_lastName,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_punches,stat_errorLeadToAShot,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyMiss
14844437,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,12.0,12.0,0.0,11.0,11.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,19.0,6.5,1.0,0.00016865,6.0714315445371,1.0,-1.365,-1.365,-0.0002,0,-0.1171,0.04,0.0,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844437,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,,74.0,69.0,0.0,33.0,33.0,36.0,41.0,5.0,,,,,,,90.0,87.0,7.5,5.0,0.0985506,143.17312032513,21.0,62.055,30.66,,0,,0.5,0.01,-0.01,,4.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,31.480393898425,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14844437,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,,826195,EUR,940464000,D,46,46,False,,52.0,46.0,0.0,32.0,35.0,14.0,17.0,4.0,,,,,,,75.0,60.0,6.8,6.0,0.00748826,102.86875246847,17.0,43.47,15.96,,3,,0.09,0.04,-0.04,,5.0,2.0,,,,4.0,1.0,6.0,,1.0,1.0,2.0,,1.0,,,2.0,1.0,2.0,1.0,0.2482,0.5994,-0.56,,,,,,,,,,,,,,,,,,
14844437,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194,8727,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,78.0,70.0,0.0,25.0,26.0,45.0,52.0,2.0,,,,,,,90.0,93.0,7.7,9.0,0.217513,343.53731394563,34.0,277.2,30.03,,4,,0.81,0.32,-0.07,,3.0,2.0,1.0,,6.0,6.0,7.0,7.0,,2.0,,,,1.0,128.64155844465,5.0,3.0,,,2.0,0.2758,,-0.43,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
14844437,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,AS56,901891,EUR,930441600,M,56,56,False,,24.0,22.0,0.0,8.0,8.0,14.0,16.0,3.0,,,,,,,65.0,40.0,6.7,10.0,0.197472,133.01212898185,16.0,65.52,25.41,,1,,0.26,0.2,-0.09,,1.0,,4.0,1.0,,,2.0,1.0,1.0,,,,,,66.977217433082,3.0,,,,,0.0645,,-0.15,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,
14844437,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6182,M,YFofana19_,945062,EUR,915926400,M,19,19,False,,14.0,13.0,0.0,3.0,3.0,10.0,11.0,1.0,,,,,,,45.0,24.0,6.1,6.0,0.034125,31.810035805933,6.0,11.865,6.825,,1,,-0.23,0.02,-0.05,,,,1.0,,1.0,,4.0,1.0,,,,,,,12.526533845301,2.0,,,,,0.0241,,-0.05,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,
14844437,home,Milan,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,14,14,False,,68.0,63.0,0.0,10.0,11.0,53.0,57.0,5.0,,,,,,,90.0,78.0,7.1,9.0,0.143574,209.65626827508,30.0,55.545,19.845,,1,,0.44,0.25,-0.14,,7.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,41.135137825526,3.0,,,,1.0,0.046,,-0.17,,,1.0,4.0,,,,,,,,,,,,,,
14844437,home,Milan,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,12,12,False,,59.0,51.0,0.0,10.0,11.0,41.0,48.0,4.0,,,,,,,90.0,80.0,7.9,14.0,0.138211,211.37118938568,27.0,69.51,19.32,,2,,0.29,0.14,,,6.0,5.0,6.0,1.0,1.0,4.0,1.0,11.0,,,,4.0,4.0,,20.089809954303,1.0,1.0,,,,0.0806,,-0.19,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
14844437,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193,5573,M,,1390489,EUR,1135814400,M,33,33,False,,56.0,49.0,0.0,16.0,18.0,33.0,38.0,3.0,,,,,,,90.0,99.0,7.0,26.0,0.714425,135.8895959209,21.0,68.46,23.415,,1,,0.81,0.01,-0.48,,3.0,1.0,21.0,6.0,,3.0,6.0,6.0,1.0,2.0,,3.0,,2.0,23.52886671729,1.0,1.0,,,1.0,0.0643,,-0.23,1.0,,,8.0,1.0,,2.0,1.0,,,,,,,,,,
14844437,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,F,10,10,False,,41.0,37.0,0.0,7.0,8.0,30.0,33.0,4.0,,,,,,,90.0,59.0,8.0,10.0,0.12595,170.64525213816,21.0,74.55,24.78,,7,,0.07,0.52,-0.03,,1.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,,,,,,2.0,57.48375824773,4.0,,4.0,,,0.8306,1.3663,0.55,1.0,1.0,3.0,,3.0,1.0,3.0,,,,1.0,1.0,,,,,,
