match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_wasFouled,stat_wonContest,player_sofascoreId,stat_outfielderBlock,stat_goals,stat_penaltyWon
12501529,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,22.0,11.0,14.0,3.0,0.0,9.0,11.0,2.0,11.0,1.0,1.0,8.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,90.0,36.0,6.8,12.0,0.00091366,0,0.2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501529,home,Torino,Ali Dembélé,dembele-ali,A. Dembélé,D,3,185,224,M,1397347,EUR,1073260800,D,21,21,False,18.0,15.0,1.0,,0.0,6.0,9.0,9.0,9.0,6.0,3.0,3.0,1.0,,3.0,,,,,63.0,32.0,6.4,6.0,0.00683898,1,,,,3.0,1.0,1.0,0.0257,1.0,,,,,,,,,,,,,,,,,,,,,,
12501529,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,52.0,45.0,2.0,1.0,0.0,17.0,18.0,28.0,34.0,3.0,3.0,11.0,1.0,,1.0,,,,,90.0,62.0,7.0,9.0,0.0270422,1,,,,1.0,1.0,,0.0148,,4.0,5.0,1.0,1.0,1.0,0.0348,,,,,,,,,,,,,,,,
12501529,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,35.0,32.0,4.0,4.0,0.0,19.0,19.0,13.0,16.0,5.0,3.0,5.0,2.0,,2.0,,,,,90.0,47.0,6.2,7.0,0.00496583,1,,,,,1.0,1.0,0.3016,,2.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12501529,home,Torino,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,34,34,False,47.0,43.0,2.0,2.0,0.0,14.0,15.0,35.0,46.0,3.0,1.0,7.0,1.0,,1.0,,,,,90.0,74.0,8.1,13.0,0.570482,2,,,,1.0,,1.0,0.0601,5.0,,2.0,,2.0,1.0,,1.0,,,,14.0,6.0,4.0,1.0,1.0,,,,,,,
12501529,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,30.0,25.0,4.0,2.0,0.0,4.0,5.0,21.0,25.0,1.0,,,1.0,,,,,,,80.0,34.0,6.5,8.0,0.0177023,1,,,,,1.0,,0.03,,1.0,2.0,,,,,,,,,,,,1.0,,True,1.0,,,,,
12501529,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,False,15.0,12.0,1.0,,0.0,3.0,3.0,9.0,12.0,1.0,1.0,2.0,,,1.0,,,,,63.0,22.0,6.8,3.0,0.010752,0,,,,,,,,1.0,,3.0,,,,,,2.0,,2.0,,,,,,,1.0,2.0,,,,
12501529,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,20,20,False,27.0,23.0,2.0,1.0,0.0,4.0,4.0,22.0,30.0,2.0,,2.0,2.0,,1.0,,,,,80.0,42.0,6.6,10.0,0.112493,2,,,,1.0,,1.0,0.1723,2.0,,,,,,,,,1.0,1.0,7.0,3.0,,1.0,,,,,,,,
12501529,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,False,34.0,33.0,2.0,1.0,0.0,4.0,4.0,29.0,33.0,9.0,1.0,2.0,1.0,,3.0,,,,,90.0,52.0,6.6,10.0,0.0541026,2,,,,2.0,4.0,1.0,0.1984,2.0,,3.0,,1.0,1.0,,,2.0,,,3.0,,,1.0,,,1.0,1.0,niksivlasic_,,,
12501529,home,Torino,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,11,11,False,30.0,24.0,1.0,,0.0,3.0,4.0,22.0,31.0,4.0,,3.0,1.0,,,,,,,90.0,48.0,6.7,14.0,0.200649,2,,,,,1.0,,0.0775,,,3.0,1.0,,,0.0903,2.0,3.0,,,5.0,1.0,,1.0,,,1.0,2.0,,,,
