match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,length,confirmed,injury
10408482,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10408482,,1.0,1.0,,90,2.0,,1,,,goal,penalty,166804382.0,False,penalty,25682.0,Radamel Falcao,,,,,,
10408482,,,,,90,1.0,,1,,,card,,120510231.0,True,yellow,325355.0,José María Giménez,José María Giménez,Handball,False,,,
10408482,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,5.0,,
10408482,,,,,90,,,1,,,varDecision,,13889.0,False,penaltyNotAwarded,932764.0,Randy Nteka,,,,,False,
10408482,,,,,88,,,3,,,card,,120510227.0,True,yellow,116955.0,Saúl Ñíguez,Saúl Ñíguez,Foul,False,,,
10408482,,,,,88,,,3,,,substitution,,121389649.0,False,regular,,,,,,,,False
10408482,,,,,87,,,4,,,substitution,,121389648.0,False,regular,,,,,,,,False
10408482,,,,,80,,,11,,,substitution,,121389626.0,False,regular,,,,,,,,False
10408482,,,,,76,,,15,,,substitution,,121389592.0,True,regular,,,,,,,,False
10408482,,,,,61,,,30,,,substitution,,121389506.0,True,regular,,,,,,,,False
10408482,,,,,61,,,30,,,substitution,,121389507.0,False,regular,,,,,,,,False
10408482,,,,,61,,,30,,,substitution,,121389505.0,True,regular,,,,,,,,False
10408482,,,,,47,,,44,,,card,,120510136.0,True,yellow,76265.0,Stefan Savić,Stefan Savić,Foul,False,,,
10408482,,,,,46,,,45,,,substitution,,121389371.0,False,regular,,,,,,,,False
10408482,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10408482,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,1.0,,
10408482,,,,,40,,,6,,,substitution,,121389226.0,True,injury,,,,,,,,True
10408482,,1.0,0.0,,20,,,26,,,goal,,166803739.0,True,regular,125407.0,Álvaro Morata,,,,,,
