match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals
11368685,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,True,29.0,18.0,20.0,10.0,9.0,10.0,9.0,19.0,2.0,9.0,1.0,3.0,3.0,90.0,35.0,6.6,11.0,0.00437859,0,-0.3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368685,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,,30.0,19.0,9.0,1.0,15.0,18.0,5.0,17.0,2.0,4.0,,,,90.0,61.0,7.1,17.0,0.0900215,0,,5.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11368685,home,Cádiz,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1250,M,965265,EUR,947376000,D,24,24,False,,35.0,30.0,7.0,4.0,22.0,22.0,8.0,13.0,4.0,9.0,,,,90.0,50.0,7.3,7.0,0.23217,1,,,,3.0,7.0,,1.0,1.0,2.0,2.0,2.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,0.0638,,,,,,,,,,,,,
11368685,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,,38.0,29.0,12.0,5.0,18.0,19.0,11.0,19.0,5.0,5.0,,,,84.0,50.0,7.4,11.0,0.00817127,1,,,,3.0,4.0,,,,1.0,,,,,,,1.0,3.0,,,,,0.1977,2.0,1.0,1.0,1.0,,,,,,,,,
11368685,home,Cádiz,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,15,15,False,,31.0,23.0,3.0,1.0,13.0,14.0,12.0,21.0,2.0,5.0,,,,90.0,57.0,7.2,12.0,0.139144,3,,4.0,2.0,2.0,5.0,,1.0,,4.0,3.0,1.0,1.0,,,,,,,,,1.0,0.0687,,2.0,,1.0,1.0,0.1872,,,,,,,
11368685,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,,15.0,12.0,,,4.0,4.0,8.0,12.0,1.0,2.0,,,,90.0,31.0,7.2,8.0,0.131963,2,,1.0,,6.0,5.0,,1.0,,3.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,3.0,5.0,0.4062,,1.0,,,,,1.0,,,,,,
11368685,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,False,,31.0,27.0,4.0,3.0,12.0,13.0,16.0,24.0,1.0,6.0,,,,77.0,45.0,6.9,11.0,0.0657567,0,,6.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,
11368685,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,,32.0,22.0,8.0,4.0,8.0,11.0,15.0,22.0,1.0,6.0,,,,90.0,49.0,7.1,13.0,0.256567,2,,1.0,1.0,6.0,9.0,,2.0,1.0,3.0,2.0,3.0,,2.0,,,1.0,2.0,2.0,1.0,2.0,3.0,0.0755,1.0,,,1.0,,,,,,,,,
11368685,home,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,,30.0,22.0,2.0,,8.0,9.0,14.0,22.0,,5.0,,,,76.0,49.0,6.9,16.0,0.0306274,0,,1.0,,5.0,7.0,1.0,6.0,4.0,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,,
11368685,home,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,F,16,16,False,,6.0,3.0,,,1.0,1.0,2.0,6.0,,1.0,,,,52.0,11.0,6.3,8.0,0.00075754,0,,1.0,,4.0,,1.0,,,,,,1.0,,,,1.0,,,,3.0,1.0,,1.0,,,,,,,,,,,,
