match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_clearanceOffLine,stat_punches,stat_errorLeadToAShot
10408463,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,31.0,18.0,27.0,14.0,5.0,5.0,13.0,26.0,2.0,14.0,3.0,3.0,3.0,1.0,1.0,90.0,43.0,7.5,13.0,0.0,0.0,0.00771843,0,0.5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,33.0,24.0,7.0,3.0,13.0,16.0,11.0,17.0,9.0,5.0,,,,,,90.0,65.0,8.1,13.0,0.0,0.0,0.00579709,0,,True,3.0,2.0,3.0,6.0,3.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,D,12,12,False,21.0,15.0,6.0,3.0,10.0,13.0,5.0,8.0,2.0,6.0,,,,,,90.0,29.0,7.2,7.0,0.0422,0.1027,0.00521355,1,,,5.0,6.0,5.0,6.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,27.0,20.0,2.0,2.0,11.0,13.0,10.0,15.0,7.0,1.0,,,,,,90.0,44.0,7.4,7.0,0.0,0.0,0.108763,0,,,2.0,3.0,6.0,6.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
10408463,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,M,15,15,False,20.0,9.0,5.0,1.0,3.0,6.0,8.0,19.0,5.0,4.0,,,,,,90.0,50.0,7.5,20.0,0.7219,0.9666,0.0768887,1,,,,3.0,6.0,7.0,,3.0,3.0,1.0,,1.0,,3.0,,,5.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,
10408463,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,11,11,False,24.0,19.0,,,7.0,11.0,12.0,13.0,2.0,2.0,,,,,,83.0,32.0,6.3,7.0,0.0,0.0,0.00592177,0,,,4.0,1.0,7.0,3.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
10408463,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,43.0,36.0,8.0,4.0,13.0,15.0,23.0,28.0,,11.0,,,,,,90.0,54.0,7.0,7.0,0.0612,0.0,0.0178514,1,,,2.0,,5.0,7.0,,1.0,2.0,2.0,3.0,,,,,,,,3.0,,,2.0,2.0,,,1.0,,,,,,,,
10408463,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,M,18,18,False,21.0,14.0,2.0,,6.0,8.0,9.0,14.0,,4.0,,,,,,63.0,33.0,6.4,11.0,0.0,0.0,0.0698102,0,,,2.0,2.0,5.0,2.0,,2.0,,,,,,2.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,
10408463,home,Mallorca,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179,448,M,845168,EUR,837475200,F,23,23,False,18.0,11.0,3.0,2.0,4.0,4.0,7.0,14.0,,1.0,,,,,,62.0,26.0,6.5,12.0,0.0,0.0,0.104183,0,,,1.0,,4.0,2.0,,1.0,1.0,1.0,1.0,,,3.0,,,,,1.0,,,,,,2.0,,,,,,,,,
10408463,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,30.0,20.0,,,3.0,3.0,17.0,27.0,6.0,2.0,,,,,,90.0,53.0,6.7,17.0,0.4002,0.5934,0.066049,4,,,2.0,11.0,6.0,13.0,,,,,2.0,1.0,,5.0,,,,,2.0,,,,,,2.0,,vedatmuriqi,2.0,3.0,,,,,
10408463,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,F,19,19,False,28.0,22.0,3.0,1.0,6.0,6.0,18.0,26.0,1.0,5.0,,,,,,90.0,39.0,7.4,9.0,0.0,0.0,0.17264,0,,,5.0,2.0,6.0,6.0,,,,,1.0,,,1.0,,,4.0,2.0,1.0,2.0,,3.0,3.0,,,,kanginlee,,,1.0,1.0,,,
10408463,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,10,10,True,12.0,10.0,,,5.0,6.0,6.0,9.0,1.0,2.0,,,,,,28.0,20.0,7.0,5.0,0.0,0.0,0.111965,0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,1.0,,,,
10408463,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,True,9.0,8.0,,,2.0,2.0,6.0,8.0,,2.0,,,,,,27.0,19.0,6.7,7.0,0.1224,0.0,0.0051198,1,,,,,4.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,2.0,1.0,,,,,,1.0,,
10408463,home,Mallorca,Clément Grenier,clement-grenier,C. Grenier,M,,186,105,M,39009,EUR,663206400,M,8,8,True,3.0,3.0,,,,,3.0,3.0,,1.0,,,,,,14.0,4.0,6.6,1.0,0.0,0.0,0.0316993,0,,,1.0,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10408463,home,Mallorca,Leo Román,leo-roman,L. Román,G,1,189,1557,M,1131909,EUR,962841600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Dennis Hadžikadunić,dennis-hadzikadunic,D. Hadžikadunić,D,17,190,800,M,802830,EUR,899942400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Josep Gayá,josep-gaya,J. Gayá,D,24,185,21,M,1100406,EUR,962928000,D,29,29,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Josep Gaya,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Marcos Fernández,marcos-fernandez,M. Fernández,D,50,176,9,M,1198968,EUR,1058400000,D,42,42,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Marcos Fernández,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Benjamín Garay,benjamin-garay,B. Garay,D,19,183,46,M,907496,EUR,956102400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Ángel Rodríguez,angel-rodriguez,Á. Rodríguez,F,,172,145,M,52093,EUR,546393600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408463,away,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,24.0,16.0,12.0,4.0,12.0,14.0,4.0,10.0,2.0,11.0,,2.0,2.0,,,90.0,38.0,6.9,9.0,0.0,0.0,0.017749,0,0.6627,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,
