match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_errorLeadToAShot,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
14057801,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,24.0,23.0,5.0,4.0,0.0,22.0,22.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,90.0,31.0,7.6,1.0,0.00025788,0.3462,0,0.4485,0.08,0.02,0.24,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14057801,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,58.0,51.0,2.0,1.0,1.0,11.0,12.0,40.0,46.0,6.0,1.0,3.0,1.0,,,,,90.0,79.0,7.3,12.0,0.312055,,1,,0.18,0.19,0.13,,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0291,5.0,-0.21,,,,,,,,,,,,,,
14057801,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,43.0,41.0,1.0,,0.0,13.0,14.0,28.0,29.0,1.0,,5.0,,,,,,45.0,47.0,6.9,3.0,0.0271605,,0,,0.18,0.16,0.13,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14057801,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,False,,82.0,80.0,2.0,,0.0,27.0,28.0,53.0,54.0,4.0,6.0,1.0,1.0,,,,,90.0,93.0,7.6,3.0,0.121966,,0,,0.35,0.22,0.3,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
14057801,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,62.0,58.0,,,0.0,18.0,18.0,40.0,44.0,,6.0,3.0,,,,,,90.0,72.0,7.2,5.0,0.0358211,,0,,0.02,0.06,0.38,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,
14057801,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,137.0,126.0,7.0,6.0,1.0,27.0,29.0,99.0,108.0,2.0,,5.0,1.0,,,,,90.0,152.0,8.1,17.0,0.294792,,1,,0.87,0.27,-0.13,,4.0,1.0,,,5.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0586,5.0,-0.31,,1.0,,,,1.0,,,,,,,,
14057801,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,116.0,111.0,4.0,3.0,0.0,22.0,24.0,89.0,92.0,1.0,1.0,5.0,,,,,,90.0,123.0,8.5,7.0,0.122352,,1,,0.49,0.25,0.37,,,,1.0,,6.0,,2.0,,,,,,1.0,1.0,,0.178,,0.51,1.0,3.0,,,,,1.0,1.0,0.2753,,,,,
14057801,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,61.0,49.0,1.0,,1.0,7.0,7.0,42.0,54.0,7.0,,2.0,3.0,,,,,90.0,86.0,8.3,20.0,0.353486,,5,,0.38,0.59,-0.03,,5.0,,,1.0,2.0,1.0,,4.0,3.0,1.0,2.0,,,,2.0,0.2935,1.0,0.2,,,,,,,3.0,,0.404,1.0,,,,
14057801,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,31.0,29.0,1.0,1.0,0.0,3.0,3.0,26.0,28.0,1.0,,1.0,,,,,,45.0,41.0,7.7,4.0,0.112505,,3,,0.07,0.26,-0.03,,1.0,1.0,,,3.0,1.0,2.0,1.0,1.0,,1.0,,,,,0.0935,1.0,0.49,,,,,,1.0,1.0,1.0,0.1069,,,,,
14057801,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143501,M,LuisDíaz,883537,EUR,853113600,M,14,14,False,,32.0,26.0,,,0.0,5.0,7.0,21.0,25.0,3.0,,1.0,1.0,,,,,76.0,42.0,7.8,8.0,0.0369678,,4,,-0.15,0.3,-0.02,,1.0,,,1.0,3.0,,,1.0,1.0,,,1.0,,,1.0,0.2854,1.0,0.54,,3.0,,,,1.0,3.0,1.0,0.4331,,1.0,1.0,,
