match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_lastManTackle,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,captain,stat_penaltyWon,stat_totalOffside,player_sofascoreId,stat_wonContest,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11407506,home,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178,4596,M,147368,EUR,634348800,F,9,9,False,6.0,4.0,,,1.0,1.0,3.0,5.0,,1.0,,,45.0,7.0,6.5,2.0,0.00491622,0,,,,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,gianlucalapadula,,,,,,,,
11407506,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,F,77,77,True,4.0,2.0,,,,1.0,2.0,7.0,,2.0,,,45.0,21.0,6.5,11.0,0.00956261,1,,4.0,,,,5.0,4.0,1.0,,,,1.0,4.0,1.0,,,,3.0,,,,0.0278,,1.0,,,,,,,,LuvumboZito,,,,,,,,
11407506,home,Cagliari,Marco Mancosu,marco-mancosu,M. Mancosu,M,,177,118,M,25522,EUR,588211200,M,5,5,True,4.0,3.0,1.0,,1.0,1.0,2.0,4.0,,1.0,,,11.0,5.0,6.5,2.0,0.267563,0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,M,19,19,True,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,11.0,10.0,6.3,5.0,0.0425275,0,,1.0,1.0,,,4.0,1.0,1.0,1.0,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,
11407506,home,Cagliari,Andrea Petagna,andrea-petagna,A. Petagna,F,37,190,474,M,295973,EUR,804470400,F,32,32,True,2.0,2.0,,,2.0,2.0,,,,1.0,,,11.0,6.0,6.7,1.0,3.886e-05,1,,,,3.0,1.0,4.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,0.0822,,,,1.0,0.0373,,,,,,,,,,,,,
11407506,home,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,320,M,569556,EUR,822009600,M,21,21,True,5.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,,1.0,,,1.0,6.0,,2.0,0.00463891,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Boris Radunović,boris-radunovic,B. Radunović,G,22,193,193,M,795926,EUR,833068800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Simone Aresti,simone-aresti,S. Aresti,G,,189,18,M,17756,EUR,511228800,G,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Alessandro Di Pardo,alessandro-di-pardo,A. D. Pardo,M,29,182,158,M,928814,EUR,932256000,D,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,home,Cagliari,Gastón Pereiro,gaston-pereiro,G. Pereiro,F,20,188,417,M,311396,EUR,802828800,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Elia Caprile,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,36.0,21.0,27.0,12.0,13.0,16.0,8.0,20.0,,8.0,3.0,3.0,90.0,50.0,8.3,15.0,0.00237207,0,1.2361,,,,1.0,,4.0,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
11407506,away,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,580512,EUR,819072000,D,24,24,False,58.0,50.0,12.0,9.0,28.0,31.0,23.0,28.0,,14.0,,,90.0,75.0,7.3,13.0,0.0426842,0,,1.0,1.0,2.0,,4.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,42.0,35.0,9.0,4.0,31.0,36.0,4.0,6.0,,2.0,,,90.0,56.0,6.6,7.0,0.00142287,0,,,,9.0,3.0,12.0,5.0,,9.0,1.0,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0
11407506,away,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,28.0,19.0,5.0,1.0,19.0,24.0,,4.0,,5.0,,,90.0,40.0,7.0,9.0,0.00015798,1,,,,1.0,4.0,2.0,5.0,,8.0,1.0,,,,1.0,,,,,,,1.0,0.0338,,,,,,,True,,,,,,,,,,,
11407506,away,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,False,38.0,29.0,6.0,1.0,18.0,22.0,11.0,19.0,,4.0,,,90.0,56.0,6.8,16.0,0.0135533,0,,3.0,,1.0,,5.0,3.0,,2.0,2.0,2.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Viktor Kovalenko,viktor-kovalenko,V. Kovalenko,M,21,182,749,M,287659,EUR,824256000,M,8,8,False,28.0,16.0,3.0,,8.0,10.0,8.0,19.0,1.0,,,,84.0,43.0,6.4,19.0,0.00264165,0,,1.0,,4.0,3.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,29.0,19.0,12.0,5.0,11.0,14.0,8.0,15.0,3.0,7.0,,,90.0,45.0,7.1,11.0,0.00457201,1,,,,1.0,3.0,3.0,7.0,,3.0,2.0,2.0,,3.0,2.0,,,,,,,1.0,0.0542,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,14.0,10.0,3.0,,9.0,10.0,1.0,4.0,,2.0,,,45.0,20.0,6.4,6.0,0.0100983,0,,,,3.0,,4.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,M,27,27,False,14.0,10.0,1.0,1.0,5.0,5.0,6.0,14.0,,1.0,,,60.0,32.0,6.9,14.0,0.0605196,0,,5.0,1.0,,3.0,3.0,7.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,dani.malda,,,,,,,,
11407506,away,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,9,9,False,16.0,12.0,1.0,1.0,6.0,7.0,6.0,9.0,1.0,2.0,,,73.0,26.0,6.9,9.0,0.0108411,0,,,,1.0,3.0,1.0,5.0,1.0,,,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
11407506,away,Empoli,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,False,16.0,12.0,,,3.0,3.0,9.0,17.0,1.0,2.0,,,90.0,40.0,7.2,13.0,0.013978,3,,4.0,,2.0,1.0,7.0,6.0,2.0,,2.0,2.0,1.0,3.0,2.0,,,,1.0,1.0,,1.0,0.1955,,1.0,,1.0,0.3269,,,,1.0,,,,,,,,,
11407506,away,Empoli,Simone Bastoni,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,M,30,30,True,2.0,1.0,,,1.0,2.0,,,,,,,15.0,7.0,6.6,1.0,2.12e-06,0,,,,,2.0,1.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,F,11,11,True,12.0,9.0,,,6.0,6.0,3.0,6.0,,3.0,,,30.0,14.0,6.6,3.0,0.0314085,0,,,,1.0,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Filippo Ranocchia,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,934238,EUR,989798400,M,22,22,True,13.0,9.0,3.0,2.0,4.0,6.0,5.0,9.0,1.0,1.0,,,30.0,25.0,6.9,9.0,0.0253389,0,,2.0,,2.0,1.0,4.0,6.0,2.0,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,20,20,True,4.0,1.0,,,1.0,1.0,,3.0,,,,,17.0,7.0,6.4,4.0,3.266e-05,0,,,,4.0,1.0,7.0,1.0,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,True,4.0,1.0,1.0,,,1.0,1.0,3.0,,,,,16.0,6.0,6.7,3.0,0.00026602,0,,,,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Samuele Perisan,samuele-perisan,S. Perisan,G,1,191,50,M,794784,EUR,872121600,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Gabriele Indragoli,gabriele-indragoli,G. Indragoli,D,28,183,24,M,1067399,EUR,1077235200,D,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407506,away,Empoli,Stiven Shpendi,stiven-shpendi,S. Shpendi,F,11,181,395,M,1142825,EUR,1053302400,F,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
