match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,player_firstName,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_penaltyConceded,player_lastName,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_punches,stat_lastManTackle,stat_penaltyWon,stat_totalOffside
12437880,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,29.0,18.0,14.0,4.0,0.0,14.0,15.0,4.0,14.0,2.0,2.0,9.0,1.0,3.0,2.0,1.0,3.0,90.0,39.0,7.3,11.0,0.00172591,0,-0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437880,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,40.0,32.0,5.0,3.0,0.0,25.0,27.0,7.0,14.0,,6.0,5.0,1.0,,,,,90.0,64.0,7.0,11.0,0.00380004,0,,1.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437880,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,48.0,41.0,6.0,1.0,0.0,28.0,31.0,13.0,17.0,6.0,9.0,,,,,,,90.0,68.0,7.2,8.0,0.0743501,0,,,1.0,1.0,14.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437880,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,37.0,33.0,7.0,5.0,0.0,25.0,26.0,8.0,11.0,,2.0,,1.0,,,,,90.0,50.0,7.3,4.0,0.00383721,0,,,2.0,,6.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
12437880,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174.0,1103,M,1396048,EUR,1004313600,D,22,22,False,20.0,18.0,2.0,2.0,0.0,11.0,11.0,7.0,11.0,1.0,4.0,5.0,1.0,,,,,90.0,37.0,7.3,5.0,0.00686934,0,,2.0,3.0,2.0,4.0,,1.0,1.0,,3.0,1.0,1.0,Carlos Romero,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437880,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175.0,337,M,1019236,EUR,992736000,M,17,17,False,20.0,16.0,2.0,1.0,0.0,9.0,9.0,8.0,13.0,,4.0,1.0,1.0,,,,,70.0,37.0,7.1,11.0,0.0154014,1,,2.0,5.0,,1.0,,,,1.0,,1.0,,,6.0,3.0,,1.0,1.0,1.0,1.0,0.0453,0.0711,,,,,,,,,,
12437880,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176.0,521,M,826010,EUR,939168000,M,10,10,False,24.0,21.0,1.0,1.0,0.0,10.0,10.0,11.0,15.0,,3.0,3.0,1.0,,,,,88.0,37.0,6.5,6.0,0.0097446,1,,1.0,8.0,3.0,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,1.0,,1.0,,,0.0081,,1.0,,,,,,,,,
12437880,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,19,19,False,17.0,12.0,4.0,2.0,1.0,5.0,7.0,7.0,10.0,,6.0,3.0,2.0,,,,,88.0,35.0,6.7,9.0,0.00406866,0,,,4.0,1.0,4.0,,4.0,3.0,1.0,2.0,2.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,
12437880,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185.0,664,M,825740,EUR,895536000,M,20,20,False,14.0,10.0,,,0.0,2.0,4.0,10.0,12.0,1.0,3.0,3.0,,,,,,90.0,28.0,6.9,6.0,0.0406961,2,,2.0,3.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,0.1301,0.0349,,,,1.0,,,,,,
12437880,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178.0,1352,M,891511,EUR,896054400,M,7,7,False,19.0,17.0,1.0,1.0,0.0,3.0,4.0,14.0,16.0,,5.0,5.0,3.0,,,,,89.0,33.0,6.8,8.0,0.0106591,2,,1.0,7.0,,,,,,1.0,,,1.0,,5.0,2.0,2.0,,2.0,2.0,,0.0632,0.1369,,,,,True,,,,,
