match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot
10438031,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,891881,EUR,915667200,M,18,18,True,,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,1.0,,,,,16.0,9.0,6.7,2.0,0,Ilija,Vukotić,8,M,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
10438031,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,143584,EUR,654393600,D,20,20,True,,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,10.0,8.0,6.7,2.0,0,Filipe,Ferreira,20,M,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10438031,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,1136423,EUR,1068422400,F,59,59,True,,2.0,,,,,1.0,,1.0,2.0,1.0,,,,,13.0,7.0,6.7,2.0,0,,,79,M,,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10438031,home,Boavista,César Dutra,cesar-dutra,C. Dutra,G,194,270,158269,EUR,696470400,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,home,Boavista,Robson,robson,Robson,D,196,63,1067643,EUR,958867200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,Robson,,3,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,home,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,184,1041,892309,EUR,923616000,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,1393991,EUR,1044921600,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,Joel Silva,,26,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,home,Boavista,Luís Santos,luis-santos,L. Santos,M,176,37,1035183,EUR,948326400,F,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,17,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Daniel Figueira,daniel-figueira,D. Figueira,G,189,80,862060,EUR,900892800,G,99,99,False,,37.0,33.0,9.0,5.0,29.0,30.0,4.0,7.0,,8.0,1.0,1.0,3.0,,90.0,48.0,6.7,4.0,0,,,99,M,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
10438031,away,Estoril Praia,Tiago Santos,tiago-santos,T. Santos,D,175,1632,1087364,EUR,1027382400,D,62,62,False,,30.0,23.0,4.0,1.0,16.0,20.0,7.0,13.0,5.0,8.0,,,,,90.0,56.0,6.7,15.0,0,,,22,M,3.0,,1.0,6.0,,3.0,2.0,1.0,,,,1.0,,,3.0,,,,2.0,,,,,,,,,
10438031,away,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,186,247,869330,EUR,951955200,D,23,23,False,,60.0,50.0,12.0,5.0,37.0,39.0,13.0,21.0,5.0,2.0,,,,,90.0,69.0,7.0,10.0,0,,,,M,,,2.0,3.0,,,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,2.0,
10438031,away,Estoril Praia,Bernardo Vital,vital-bernardo,B. Vital,D,187,192,1065442,EUR,978048000,D,3,3,False,,57.0,48.0,10.0,1.0,39.0,40.0,9.0,17.0,3.0,4.0,,,,,90.0,64.0,6.4,9.0,0,,,13,M,,2.0,4.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,
10438031,away,Estoril Praia,Joãozinho,joaozinho,Joãozinho,D,185,30,156319,EUR,615340800,D,31,31,False,True,37.0,31.0,4.0,2.0,13.0,14.0,20.0,29.0,,6.0,,,,,90.0,58.0,6.3,12.0,0,,,31,M,6.0,1.0,5.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,
10438031,away,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,170,2125,826210,EUR,927676800,M,27,27,False,,23.0,21.0,3.0,3.0,9.0,9.0,12.0,14.0,1.0,1.0,,,,,81.0,42.0,6.5,10.0,0,,,99,M,,,7.0,4.0,1.0,6.0,3.0,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,2.0,,
10438031,away,Estoril Praia,João Gamboa,joao-gamboa,J. Gamboa,M,187,92,794318,EUR,841449600,M,5,5,False,,8.0,8.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,,,,,45.0,13.0,6.7,,0,,,5,M,,,2.0,2.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,1.0,
10438031,away,Estoril Praia,João Carvalho,joao-carvalho,J. Carvalho,F,170,372,548044,EUR,857865600,M,20,20,False,,24.0,18.0,4.0,2.0,7.0,9.0,11.0,17.0,1.0,5.0,,,,,81.0,36.0,6.6,10.0,0,,,12,M,2.0,,3.0,4.0,,3.0,2.0,,1.0,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0
10438031,away,Estoril Praia,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,176,1493,976410,EUR,992822400,F,21,21,False,,18.0,14.0,2.0,,4.0,5.0,11.0,14.0,2.0,2.0,,,,,90.0,31.0,6.5,8.0,1,,,47,M,1.0,,3.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,
10438031,away,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,189,759,929894,EUR,965347200,F,9,9,False,,13.0,12.0,,,6.0,6.0,6.0,7.0,,,,,,,73.0,24.0,6.4,5.0,2,,,9,M,,,2.0,3.0,,1.0,1.0,,,,,1.0,2.0,,1.0,,1.0,,2.0,,,,,,,2.0,,
10438031,away,Estoril Praia,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,173,359,795295,EUR,844905600,F,28,28,False,,16.0,13.0,,,4.0,5.0,9.0,11.0,2.0,5.0,,,,,62.0,32.0,6.7,10.0,1,,,96,M,,1.0,5.0,5.0,1.0,4.0,2.0,,,,,2.0,,,1.0,,,1.0,2.0,1.0,,,,,,1.0,,
10438031,away,Estoril Praia,Mor Ndiaye,mor-ndiaye,M. Ndiaye,M,185,163,979225,EUR,974764800,M,25,25,True,,12.0,8.0,,,7.0,10.0,1.0,2.0,1.0,3.0,,,,,45.0,21.0,6.5,7.0,0,,,19,M,,1.0,4.0,5.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,,2.0,,,,2.0,,,,,,,1.0,,
10438031,away,Estoril Praia,Francisco Geraldes,francisco-geraldes,F. Geraldes,M,175,224,314376,EUR,798163200,M,10,10,True,,15.0,10.0,2.0,,3.0,3.0,7.0,15.0,,2.0,,,,,28.0,23.0,6.7,9.0,2,,,8,M,3.0,,,1.0,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Cassiano,cassiano,Cassiano,F,184,251,157023,EUR,613958400,F,11,11,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,17.0,3.0,6.6,,0,,,90,M,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
10438031,away,Estoril Praia,Joao Marques,marques-joao,J. Marques,M,179,304,1087321,EUR,1013558400,M,33,33,True,,7.0,5.0,,,2.0,2.0,3.0,7.0,,,,,,,9.0,11.0,6.4,5.0,0,,,11,M,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10438031,away,Estoril Praia,Rodrigo Martins,rodrigo-martins,R. Martins,F,177,39,945059,EUR,905817600,F,7,7,True,,2.0,1.0,,,,,1.0,2.0,,,,,,,9.0,4.0,6.3,2.0,0,,,7,M,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Pedro Silva,silva-pedro,P. Silva,G,189,23,357724,EUR,855792000,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,33,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Lucas Áfrico,lucas-africo,L. Áfrico,D,188,120,939792,EUR,791942400,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,40,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Tiago Araújo,tiago-araujo,T. Araújo,D,184,265,997024,EUR,985651200,M,78,78,True,,,,,,,,,,,,,,,,,,,,0,,,20,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438031,away,Estoril Praia,Yusuf Bamidele,yusuf-bamidele,B. I. Yusuf,F,180,481,1020116,EUR,982800000,M,90,90,True,,,,,,,,,,,,,,,,,,,,0,,,11,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
