match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_duelLost,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wonTackle,stat_aerialLost,stat_accurateCross,stat_dispossessed,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_penaltyWon,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_clearanceOffLine,stat_penaltyConceded
12764215,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1342,M,1145999,EUR,1088726400,G,1,1,False,20.0,17.0,4.0,1.0,0.0,17.0,17.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,90.0,30.0,6.2,3.0,5.182e-05,0,-1.7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179,897,M,1028330,EUR,876960000,D,16,16,False,35.0,29.0,2.0,1.0,0.0,11.0,12.0,25.0,3.0,1.0,,,,,90.0,61.0,7.2,9.0,0.040008,1,,18.0,2.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0682,,,,,,,,,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,108.0,99.0,8.0,3.0,0.0,58.0,59.0,49.0,4.0,4.0,,,,,90.0,118.0,6.9,10.0,0.121425,0,,41.0,,1.0,3.0,,,,1.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,112.0,101.0,5.0,2.0,0.0,64.0,67.0,45.0,3.0,5.0,,,,,90.0,121.0,6.9,11.0,0.0147054,1,,37.0,,,1.0,,,,3.0,1.0,,,0.0781,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,957,M,1031283,EUR,1019520000,D,18,18,False,45.0,36.0,4.0,2.0,0.0,19.0,21.0,28.0,,4.0,,,,,90.0,67.0,7.0,18.0,0.0184453,0,,17.0,4.0,,5.0,1.0,,,1.0,4.0,2.0,1.0,,4.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,513,M,922018,EUR,957398400,M,6,6,False,53.0,42.0,5.0,3.0,0.0,14.0,16.0,43.0,,4.0,,,,,84.0,73.0,6.6,21.0,0.0282428,1,,29.0,6.0,,,1.0,,1.0,2.0,,3.0,,0.039,6.0,,2.0,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,73.0,64.0,5.0,1.0,0.0,30.0,31.0,42.0,2.0,4.0,,,,,90.0,79.0,7.1,9.0,0.0509778,1,,34.0,,1.0,2.0,,,,1.0,1.0,,,0.0074,2.0,1.0,,,1.0,,,,True,1.0,1.0,1.0,0.0662,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Ibrahim Sadiq,,,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,M,11,11,False,17.0,15.0,1.0,,0.0,7.0,7.0,13.0,1.0,,,,,,57.0,31.0,6.4,8.0,0.00793759,0,,8.0,3.0,,3.0,,,,,,2.0,3.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12764215,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1196,M,980671,EUR,952560000,M,10,10,False,46.0,34.0,7.0,2.0,0.0,4.0,8.0,39.0,,6.0,,,,,84.0,63.0,6.9,17.0,0.237898,0,,30.0,1.0,1.0,5.0,2.0,1.0,,1.0,3.0,2.0,,,6.0,1.0,1.0,,1.0,,,1.0,,3.0,,,,1.0,,,,,,,,,,,
12764215,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2027,M,1212550,EUR,1091491200,M,7,7,False,43.0,32.0,,,0.0,10.0,12.0,33.0,,6.0,,,,,89.0,65.0,8.6,19.0,0.366536,6,,23.0,2.0,1.0,4.0,5.0,2.0,,,1.0,4.0,,1.0952,7.0,3.0,2.0,2.0,1.0,,1.0,,,1.0,4.0,,1.328,,1.0,2.0,,,,,,,,,
