match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_totalClearance,stat_lastManTackle,stat_totalCross,stat_wonContest,stat_keyPass,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_clearanceOffLine,stat_goalAssist,stat_goals
11067582,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,10.0,7.0,8.0,5.0,7.0,8.0,2.0,7.0,2.0,2.0,90.0,16.0,6.1,3.0,0.00015318,0,-1.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067582,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,26.0,15.0,7.0,1.0,9.0,12.0,14.0,6.0,,,90.0,40.0,6.0,17.0,0.141416,2,,,,6.0,3.0,5.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0522,,,,,,,,,,,,,,,,,,,,
11067582,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,22.0,16.0,4.0,1.0,11.0,14.0,8.0,6.0,,,90.0,34.0,6.4,7.0,0.0119207,1,,,,5.0,1.0,3.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,,,,0.0526,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
11067582,home,Santos,Dodô,dodo,Dodô,D,,177,222,M,108481,EUR,697334400,D,16,16,False,12.0,11.0,,,7.0,7.0,6.0,4.0,,,45.0,18.0,6.0,3.0,0.00081893,1,,,,4.0,,6.0,2.0,2.0,,,1.0,,,2.0,1.0,1.0,,2.0,0.0525,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
11067582,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,M,30,30,False,29.0,28.0,2.0,1.0,14.0,14.0,19.0,5.0,,,90.0,48.0,6.8,8.0,0.0379275,1,,,,14.0,,4.0,6.0,1.0,,2.0,1.0,,,2.0,,1.0,3.0,2.0,0.0251,,1.0,,4.0,1.0,2.0,,,,,,,,,,,,,,
11067582,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,5.0,4.0,,,3.0,4.0,1.0,,,,45.0,6.0,6.2,1.0,0.00062401,0,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11067582,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,18.0,16.0,3.0,3.0,6.0,7.0,11.0,3.0,,,68.0,25.0,6.2,2.0,0.319524,1,,,,10.0,,7.0,1.0,3.0,,,1.0,,,1.0,,,,4.0,0.0307,,,,,,,1.0,,,,,,,,,,,,,
11067582,home,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,30.0,24.0,5.0,3.0,11.0,11.0,22.0,5.0,,,90.0,59.0,7.1,12.0,0.0260157,2,,,,14.0,1.0,5.0,5.0,2.0,2.0,2.0,,,3.0,1.0,1.0,1.0,2.0,,0.1085,,2.0,,3.0,1.0,3.0,1.0,1.0,2.0,0.2123,,,,,,,,,,
11067582,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,20,20,False,31.0,27.0,3.0,2.0,7.0,7.0,28.0,5.0,,,90.0,60.0,7.4,10.0,0.103643,3,,,,20.0,,6.0,8.0,,1.0,3.0,1.0,,,5.0,5.0,,1.0,4.0,0.1078,,,,4.0,2.0,4.0,,,1.0,0.1374,1.0,,,,,,,,,
11067582,home,Santos,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,F,10,10,False,29.0,24.0,3.0,1.0,4.0,4.0,34.0,8.0,,,90.0,59.0,8.1,17.0,0.918879,3,,,,23.0,,6.0,6.0,,4.0,4.0,,,1.0,1.0,1.0,1.0,2.0,1.0,0.108,1.0,,,9.0,3.0,6.0,,3.0,1.0,0.157,2.0,yefersonsoteldo1006,True,2.0,,,,,,
