match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_totalTackle,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
10388508,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,21.0,17.0,7.0,3.0,16.0,19.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,90.0,30.0,7.3,4.0,0.0,0.0,0.00059907,0,0.1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388508,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,84.0,68.0,7.0,3.0,39.0,46.0,29.0,39.0,3.0,7.0,,,,,,90.0,97.0,7.5,20.0,0.0,0.0,0.0138093,0,,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388508,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,False,85.0,80.0,7.0,5.0,60.0,63.0,20.0,22.0,,4.0,,,,,,90.0,92.0,7.8,5.0,0.0,0.0,0.103381,0,,,1.0,4.0,2.0,2.0,,,4.0,,,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388508,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,94.0,82.0,7.0,3.0,64.0,67.0,18.0,27.0,6.0,4.0,,,,,,90.0,113.0,7.9,12.0,0.0,0.0,0.0135622,0,,,4.0,3.0,5.0,,,,2.0,4.0,,,1.0,,,2.0,,,,,evanndicka,1.0,,,,,,,,,,,,,
10388508,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,M,24,24,False,46.0,36.0,5.0,3.0,17.0,20.0,20.0,29.0,,6.0,,,,,,90.0,71.0,7.7,16.0,0.0216,0.2308,0.0791972,1,,3.0,1.0,3.0,5.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
10388508,home,Eintracht Frankfurt,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6899,M,794338,EUR,839203200,M,15,15,False,46.0,35.0,8.0,6.0,14.0,19.0,21.0,27.0,,8.0,,,,,,69.0,55.0,7.0,12.0,0.0,0.0,0.0850076,0,,,2.0,5.0,3.0,2.0,1.0,,,2.0,,,2.0,,,,,1.0,,,kamadadaichi,,,1.0,1.0,,,,,,,,,,
10388508,home,Eintracht Frankfurt,Djibril Sow,djibril-sow,D. Sow,M,20,184,1940,M,799054,EUR,855187200,M,8,8,False,69.0,58.0,4.0,1.0,24.0,29.0,34.0,40.0,,8.0,,,,,,89.0,82.0,7.1,14.0,0.0,0.0,0.0503643,0,,,,3.0,5.0,,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,,,,,3.0,,,,,,1.0,,,,,,,
10388508,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,32,32,False,40.0,34.0,1.0,1.0,22.0,23.0,13.0,24.0,2.0,3.0,,,,,,69.0,67.0,6.9,16.0,0.0179,0.0,0.123716,1,,7.0,2.0,3.0,3.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,
10388508,home,Eintracht Frankfurt,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2675,M,947929,EUR,951782400,F,29,29,False,32.0,24.0,,,10.0,11.0,15.0,24.0,,8.0,,,,,,69.0,49.0,6.9,21.0,0.0,0.0,0.374154,0,,3.0,,3.0,1.0,,1.0,,,,6.0,,,,,,1.0,2.0,,,,,1.0,3.0,1.0,,,,,1.0,,,,,
10388508,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,41.0,34.0,3.0,1.0,10.0,13.0,24.0,28.0,,3.0,,,,,,90.0,57.0,6.1,14.0,0.6774,0.5087,0.0648324,2,,,,4.0,4.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,MarioGotze,1.0,,4.0,2.0,1.0,,1.0,1.0,,2.0,,,,
