match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_fouls,stat_challengeLost,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltyConceded,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_totalOffside
10411515,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,33.0,28.0,8.0,3.0,25.0,26.0,3.0,7.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,90.0,44.0,6.6,5.0,0.0,0.0,0.00044677,0,0.7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411515,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,92.0,79.0,17.0,8.0,52.0,54.0,28.0,40.0,2.0,8.0,4.0,,,,,90.0,115.0,8.1,16.0,0.3676,0.4513,0.0371198,1,,,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411515,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,38.0,33.0,3.0,1.0,26.0,29.0,7.0,9.0,1.0,3.0,5.0,,,,,90.0,43.0,6.4,5.0,0.0,0.0,0.00291741,0,,,,,,3.0,,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10411515,home,Udinese,Enzo Ebosse,enzo-ebosse,E. Ebosse,D,77,185,507,M,848279,EUR,921110400,D,23,23,False,51.0,47.0,7.0,6.0,28.0,31.0,19.0,21.0,1.0,2.0,6.0,,,,,90.0,71.0,6.3,9.0,0.0,0.0,0.013759,0,,,,1.0,,7.0,,,,,4.0,,,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,
10411515,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,45.0,36.0,3.0,2.0,14.0,15.0,23.0,32.0,,6.0,11.0,,,,,87.0,70.0,7.2,16.0,0.0,0.0,0.784984,0,,,,2.0,1.0,5.0,6.0,2.0,,,1.0,,2.0,3.0,2.0,1.0,,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10411515,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,36.0,31.0,5.0,4.0,12.0,14.0,19.0,22.0,,1.0,6.0,,,,,59.0,48.0,6.7,11.0,0.0711,0.0,0.184437,2,,,,,,3.0,1.0,,,,1.0,,2.0,1.0,,4.0,,,1.0,,,1.0,,,,2.0,,,,,,,
10411515,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,52.0,45.0,2.0,2.0,25.0,28.0,20.0,24.0,,4.0,12.0,,,,,90.0,68.0,6.6,10.0,0.0,0.0,0.0139867,0,,,,,,6.0,,,,,2.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,2.0,,1.0,,,,,,,,,
10411515,home,Udinese,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,M,6,6,False,22.0,21.0,,,7.0,7.0,14.0,16.0,1.0,3.0,4.0,,,,,59.0,31.0,6.5,5.0,0.0443,0.0,0.0132574,1,,,,1.0,,2.0,,,,,,,,2.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,,
10411515,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,28.0,20.0,1.0,1.0,6.0,9.0,14.0,19.0,1.0,5.0,1.0,,,,,90.0,46.0,6.1,13.0,0.2495,0.0,0.0683415,1,,,,,,6.0,2.0,1.0,,,,,,,,3.0,,3.0,1.0,,,1.0,,3.0,1.0,,1.0,udogiethree,1.0,,,,
10411515,home,Udinese,Beto,beto,Beto,F,9,194,3398,M,987489,EUR,886204800,F,9,9,False,13.0,8.0,,,3.0,3.0,5.0,10.0,3.0,6.0,1.0,,,,,65.0,33.0,6.5,14.0,0.0919,0.0,0.0252337,1,,,,,,7.0,2.0,1.0,,,1.0,,,,,4.0,1.0,,1.0,,,4.0,,2.0,1.0,1.0,,,,,,,
10411515,home,Udinese,Gerard Deulofeu,gerard-deulofeu,G. Deulofeu,F,,174,1480,M,96372,EUR,763516800,F,10,10,False,52.0,37.0,2.0,1.0,12.0,15.0,25.0,40.0,,3.0,1.0,,,,,90.0,72.0,7.3,24.0,0.0797,0.3009,0.226718,2,,,,3.0,,3.0,2.0,,1.0,1.0,,,,1.0,1.0,3.0,,,,,,1.0,,2.0,2.0,1.0,,,,,,,
10411515,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,True,18.0,17.0,1.0,1.0,3.0,4.0,14.0,16.0,,,3.0,,,,,31.0,24.0,6.6,5.0,0.0,0.0,0.0335076,0,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,lakisamar10,,,,,
10411515,home,Udinese,Tolgay Arslan,tolgay-arslan,T. Arslan,F,30,180,393,M,71203,EUR,650764800,M,5,5,True,11.0,9.0,1.0,1.0,3.0,3.0,6.0,8.0,,2.0,1.0,,,,,31.0,21.0,6.4,7.0,0.1448,0.0,0.0198068,2,,,,,,5.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,,2.0,,,,,,,
10411515,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,359640,EUR,820972800,F,7,7,True,11.0,7.0,,,1.0,1.0,6.0,11.0,,2.0,1.0,,,,,25.0,18.0,6.6,8.0,0.0,0.0,0.446659,0,,Isaac,Success,1.0,,2.0,1.0,,,,,,,,,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,
10411515,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,D,19,19,True,,,,,,,,,,,,,,,,3.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
