match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_challengeLost,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_fouls,stat_totalOffside,stat_bigChanceMissed,player_firstName,stat_goalAssist,stat_bigChanceCreated,player_lastName,stat_outfielderBlock,stat_hitWoodwork
11396277,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,33.0,25.0,13.0,5.0,20.0,21.0,5.0,12.0,1.0,1.0,12.0,1.0,3.0,6.0,2.0,2.0,90.0,47.0,7.5,10.0,0.00212411,0,-0.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,False,,51.0,45.0,5.0,4.0,24.0,26.0,21.0,27.0,,3.0,7.0,,,,,,89.0,68.0,6.8,13.0,0.0204286,0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,86.0,69.0,18.0,10.0,50.0,60.0,19.0,26.0,7.0,7.0,5.0,,,,,,90.0,100.0,7.1,17.0,0.0163417,2,,,2.0,,,5.0,1.0,,,2.0,1.0,1.0,0.1611,0.2618,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,80.0,66.0,10.0,6.0,42.0,50.0,24.0,30.0,1.0,5.0,11.0,,,,,,90.0,94.0,6.8,15.0,0.0558258,0,,,3.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,,,,,pachowilliam,1.0,1.0,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,,23.0,20.0,2.0,1.0,13.0,13.0,8.0,15.0,,3.0,2.0,,,,,,67.0,44.0,7.2,9.0,0.0819604,2,,5.0,3.0,1.0,1.0,2.0,,,,3.0,1.0,,0.0607,0.1961,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,39.0,28.0,1.0,,11.0,15.0,18.0,26.0,4.0,11.0,4.0,,,,,,90.0,66.0,6.8,24.0,0.112343,3,,2.0,13.0,5.0,2.0,1.0,,4.0,2.0,1.0,1.0,1.0,0.1013,0.4159,,1.0,5.0,1.0,1.0,,1.0,1.0,2.0,6.0,,,,,,,,
11396277,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,M,35,35,False,,47.0,37.0,5.0,3.0,28.0,31.0,10.0,17.0,3.0,6.0,4.0,,,,,,90.0,59.0,6.7,13.0,0.0441992,0,,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,
11396277,home,Eintracht Frankfurt,Donny van de Beek,donny-van-de-beek,D. v. d. Beek,M,6,183,7960,M,361790,EUR,861321600,M,25,25,False,,30.0,25.0,2.0,1.0,13.0,15.0,12.0,15.0,,4.0,4.0,,,,,,67.0,36.0,6.8,5.0,0.0179722,0,,,3.0,3.0,3.0,1.0,,1.0,1.0,2.0,,,,,donnyvdbeek,1.0,,,,,,,,,1.0,,,,,,,
11396277,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,M,36,36,False,,32.0,22.0,,,6.0,9.0,16.0,23.0,2.0,5.0,3.0,,,,,,89.0,42.0,6.7,11.0,0.0384043,1,,,6.0,2.0,2.0,,,1.0,,4.0,,,0.3369,,,,1.0,,1.0,,,2.0,,2.0,,1.0,,,,,,
11396277,home,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,,24.0,14.0,2.0,1.0,6.0,9.0,9.0,19.0,2.0,6.0,2.0,,,,,,90.0,51.0,7.6,24.0,0.023076,2,,4.0,5.0,2.0,2.0,,1.0,1.0,,2.0,2.0,,0.1218,1.0057,OMarmoush,,8.0,1.0,,1.0,2.0,,3.0,,1.0,,,,,,,
11396277,home,Eintracht Frankfurt,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97147,M,1048422,EUR,1024531200,F,11,11,False,,20.0,15.0,1.0,1.0,5.0,5.0,10.0,15.0,1.0,5.0,3.0,,,,,,77.0,37.0,6.4,14.0,0.0334547,2,,,12.0,5.0,2.0,1.0,,1.0,1.0,5.0,,,0.1347,,hekitike,,1.0,,2.0,,1.0,1.0,4.0,,2.0,,Hugo Ekitiké,1.0,,,,
11396277,home,Eintracht Frankfurt,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184,549,M,941179,EUR,973036800,D,29,29,True,,31.0,23.0,6.0,3.0,8.0,10.0,16.0,23.0,3.0,10.0,7.0,,,,,,23.0,52.0,7.7,12.0,0.192086,0,,2.0,3.0,9.0,7.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,1.0,,,
11396277,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,True,,15.0,10.0,1.0,1.0,4.0,4.0,8.0,17.0,,,1.0,,,,,,23.0,25.0,6.9,11.0,0.162984,0,,6.0,1.0,,,,,,,1.0,,,,,fareschaibi28,,2.0,2.0,,,,2.0,,,1.0,,,,,,,
11396277,home,Eintracht Frankfurt,Jean-Mattéo Bahoya,jean-matteo-bahoya,J. Bahoya,M,19,180,2331,M,1146148,EUR,1115424000,F,19,19,True,,10.0,8.0,,,5.0,5.0,3.0,6.0,,1.0,1.0,,,,,,13.0,15.0,6.6,5.0,0.00333458,0,,1.0,3.0,2.0,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,Jean Bahoya,,,,,
11396277,home,Eintracht Frankfurt,Elias Baum,elias-baum,E. Baum,D,2,180,826,M,1403018,EUR,1130284800,D,47,47,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,12.0,9.0,6.7,2.0,0.00020131,0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
11396277,home,Eintracht Frankfurt,Timothy Chandler,timothy-chandler,T. Chandler,M,22,186,267,M,40239,EUR,638668800,M,22,22,True,,1.0,,,,,,,1.0,,,,,,,,,12.0,2.0,7.1,1.0,,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,
11396277,home,Eintracht Frankfurt,Jens Grahl,jens-grahl,J. Grahl,G,33,193,154,M,27214,EUR,590889600,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Hrvoje Smolčić,hrvoje-smolcic,H. Smolčić,D,6,181,722,M,974582,EUR,966470400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396277,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,MarioGotze,,,,,,,,,,,,,,,,,
11396277,away,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,,34.0,21.0,26.0,13.0,11.0,12.0,10.0,22.0,1.0,1.0,13.0,3.0,3.0,3.0,1.0,1.0,90.0,52.0,7.2,13.0,0.00678774,0,-0.1205,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396277,away,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,,38.0,28.0,3.0,1.0,11.0,14.0,17.0,27.0,1.0,7.0,7.0,,,,,,90.0,64.0,7.7,17.0,0.244853,1,,3.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,0.0232,0.0653,,2.0,2.0,,,,2.0,2.0,,1.0,,,,,2.0,,,
11396277,away,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,,46.0,35.0,9.0,2.0,22.0,27.0,13.0,19.0,2.0,6.0,3.0,,,,,,90.0,58.0,7.5,12.0,0.00578481,1,,,3.0,,,2.0,2.0,4.0,4.0,2.0,1.0,,0.0525,0.0645,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,
11396277,away,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,,51.0,41.0,8.0,3.0,28.0,31.0,13.0,20.0,2.0,2.0,5.0,,,,,,90.0,60.0,6.7,10.0,0.0128537,1,,,3.0,,,4.0,1.0,,,1.0,,,0.034,,,2.0,,,1.0,,,,,,,,,,,,2.0,
11396277,away,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,,40.0,23.0,6.0,2.0,11.0,15.0,13.0,26.0,1.0,5.0,4.0,,,,,,90.0,75.0,6.7,22.0,0.545009,2,,1.0,7.0,1.0,,2.0,,2.0,2.0,3.0,,1.0,0.0387,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,1.0,,,,
11396277,away,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,,40.0,26.0,4.0,,16.0,19.0,10.0,23.0,4.0,8.0,10.0,,,,,,90.0,54.0,6.5,18.0,0.0300881,1,,2.0,6.0,,,3.0,,4.0,3.0,2.0,,,0.0434,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,
11396277,away,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,True,46.0,34.0,6.0,2.0,17.0,20.0,18.0,28.0,2.0,5.0,5.0,,,,,,90.0,60.0,6.6,16.0,0.0564297,1,,2.0,8.0,,,4.0,,2.0,1.0,1.0,,,0.0183,,,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0
